,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X600271.SH,X000100.SZ,X002475.SZ,X002456.SZ,X600118.SH,X002292.SZ,X000338.SZ,X002085.SZ,X600177.SH,X000157.SZ,X002007.SZ,X002180.SZ,X000559.SZ,X600372.SH,X300003.SZ,X600867.SH,X600498.SH,X300124.SZ,X002294.SZ,X601877.SH,X002506.SZ,X002074.SZ,X002426.SZ,X600522.SH,X002508.SZ,X600089.SH,X000977.SZ,X000050.SZ,X600418.SH,X600566.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00831430882816917,0,-0.0183898444262121,0,0,0.32008959618345,0,0,0.137105224499397,0,0,0,0,0.0602853461303933,0,0,0,0,0,0,0,0,0,0,0,0.0576375301027133,0,0.143665978909189,0,0,0,0,0,0,0,0,0,0,0.137538541536084,-0.0464502944532479,0.0212344360846298,0,0,0.00120982028510461,0,0,0,0,0,0.106193046848568,0,0,0,0,0,0,0
X600104.SH,0.0567670987984534,0,0.03597528353643,0,0,0,0,0,0.358670857438224,0.0202957500669683,0,0.275338142848438,0,0,0.0612159121683763,0,0,0,0,0,0,-0.128397052384537,0,0,0,0,0,0,0,0.0163810633315006,0,0,0,0,0.035155681791058,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00316271700992067,0,0.00734507212907371,-0.111319614584817,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677597804262308,0,0,0,0,0.00552547614530761,0,0,0.157825613415539,0.0461388678111531,0,0,0,0,0,0,0,0,0,0,0,0,0.456201117518272,0,0,0,0,0,-0.00685512813062511,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,-0.0309106088063395,0,0,0,0,-0.0684979116669865,0,0,0,0,0,0,0,0,0,0,-0.13205997978168,0,0,0,0,0,0,0.00644199141939806,0,0,0,0,0,0,0,0,0,0,0,0.0986019825005819,0,0.0356122552749788,0,0.085327457105059,0,0,0,0,-0.0257283128404086,0,0,0,-0.108330236794282,0.0886272360900917,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.136214162744034,0,0,0,0,-0.0374952049017163,0.0352676261624115,0.64828368356687,0,0,0,0,0,0,0,0,0,0,0,0.0520987936571757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054230403680566,0,0,0,0.117120274342246,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.140358647558446,0,0.0193395570082716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440898088956333,0,0,0,0,0.0276475336795953,0,0.0179211462134657,0.140164895560082,0,0,0,0,0,0,0,-0.0581893723488965,0,0.184263741891684,-0.027541563800038,0,-0.0576463734096478,-0.0650718468509186,0,0,0,0,0,0
X002304.SZ,0.0667925224206679,0,0,-0.0451968233654043,0.170592421349353,0,0,0,0,0,0,0,0,0,0.0620743096329104,0.00902803321112623,0.234711829089647,0,0,0,0,0,0,0,0,0.0361382473156613,0,0,-0.0407074786791519,0.0400657522846894,0,0.173132262898687,0,0,-0.122075531650003,0,0,0,0,0,0,0.0961468362682605,0.0452000871683121,0,0,0,0,0,0,0,0.0439004473379803,0.0302622112641508,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15797919416009,0,0,0.0510892980246015,0.149770072676549,0,0,0,0,0,0,0.0351603163032348,0,0,0,0,0,0,0.0787969293384781,0,0,0,0,0,0,0,0,0,-0.00571129366716156,0,0,0,0,0,0.0226154496980214,0,0,-0.0797867739493762,0,0,0,0,0,0,0
X000625.SZ,0,0.17192965780665,0,0,0.0186651514554376,0,0,0,0,0,0,0.142640041440834,0.0328776379512944,0,0,0,0,0,0,0,0,-0.0349325744064975,0,-0.0190308548860942,0,0,0,0,0,0,0.00249085578783697,0.0384756622634942,0,0,0,0,0,-0.0113288729634899,0,0,0.085028944722759,0.0650923222878739,0,0,0,0,0,0,0.0329494892360406,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0513205600170935,0,0,0.0432695814981164,0,0,0,0.196770631130452,0,0,0,0.181847818987342,0,0.0550330796757537,0,0.0625253289614339,0,0,0,0.00972039517970692,0,0,0,0,0,0.0549767542308114,0,0.168211535080941,0,0,0,0,0,0.0446476974124511,0,0.139082557357462,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.00623470427488055,0,0,0.020942594568208,0,0,0,0,0,0
