,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X002241.SZ,X000100.SZ,X601877.SH,X300142.SZ,X600702.SH,X000733.SZ,X002074.SZ,X600741.SH,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X002294.SZ,X300003.SZ,X600884.SH,X000066.SZ,X002007.SZ,X601799.SH,X002236.SZ,X002414.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.217574074560669,0.249918282939429,0,0,0.0465474688866388,0.0453821618475761,0,0,0,-0.00125597462740508,0,0,0,0,0,0,0,-0.0267833199185707,0,0,0,0,0,0,0.0460901476141925,0,0,0,0,0,0.065531292281079,0,0,0,-0.00107001924183924,0,0,0,0,0,0,0,0,0,-0.00757069261027507,0,0,0,0,-0.00330541491980538,0.00721958856322322,0,0,0,0,0,0
X000858.SZ,0,0,0,0.490914950019864,0,0,0.159317862229838,0.0510615372344435,0,0,0,0,0,0,0,0,0.03240078472562,0,0,0,0,0,0.0491906115964519,0,0,0,0,0,0,0,0,0,0.00945673062877628,0,0,0,0,0,0,0,0.0231982612389632,0,0,0,0,0,0,0,0,-0.0780136200972072,0,-0.0153094003735877,0.0117278470617377,0,0,0,0,0,0
X600809.SH,0,0,0,0.677022403609158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655583921615118,0.0619512386840823,0,-0.148131555991569,0,0,-0.0198861226297014,0,0,0,0.0204327871183093,0,0,0,-0.00422750238970343,0,0,0,0,0,0,-0.00889519216795179,0.012268974986653,-0.0150693308577257,0,0,0,0,0
X000568.SZ,0,0.153177683417367,0.262543576270516,0,0,0,0.231281136801007,0.0510606188672091,0,0,0,0,0,0,0.00668076771019954,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174778729147417,0,0.0241079632617109,0,0,0,0,0,0,0,0,0,0.321748992088504,0,0,0,0,0,0,0,0,0,0,-0.00157949797077955,-0.0151608706641959,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0812702634679835,0,0,0,0,0,0,0,0.054929449608308,0,0,0,0,0,0,0,0.115789672783583,0.0410804545842724,0,0,0.0856756010414885,0,0,0,0,0.0381851876321705,0,0,0.0682720268025557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133418371330687,0,0,0,0.00793379731642481,-0.0324897246904007,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177710145361372,0,0.024270698609946,0,0,0,0,0,0,0,-0.0110631705713602,0,0,0,0.00825775656243046,0,0,0,0,0,0.160401372185596,0,0,0,-0.0106119508092558,-0.0225196953784401,0.00966367899655918,0,0,0,0,0,0
X002304.SZ,0,0.161873682386435,0,0.472508442194826,0,0,0,0,0,0,0,0,0,0,0.177241305345643,0,0,0,0,0,0,0.0461286637303307,0,0,0,0,0,0,0,0,0,-0.0949549689617024,0,0,0,0,-0.0355015786645161,0,0,0,0,0,-0.0212518102218145,0,-0.0649991124180653,0.0478272144730294,0,0,0,0.0269642650218944,0,-0.00507382635258542,0.00822408962195423,0,0,0,0,0,0
X600690.SH,0.119990970710931,0.0289752481092604,0,0,0,0,0.0220047689073988,0,0,0,0,0,0,0,0.0592398951398712,0.252810636368419,0.0593689171842096,0,0,0,0.0343573004207246,0,0,0,0,0,0,0,0,0.0662348400643548,0,0,-0.0142254797096519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00201327607675846,0,-0.00268712191055714,-0.000310941325407468,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.118955196269844,0.00419972307963776,0,0,0,0,0,0,0.0190831009053315,0.120014464084822,0,0,0,0,0,0,0,0,0.250004813011791,0,0.0124499235614208,0.134778670319642,0,0,0,0,0.0588142247747655,0,0,0,0,0,0,0,0,0,0,0,0,0.289408783266737,0,0.0389220827803278,-0.0433821137035467,0,0,0,0,0,0
X000651.SZ,0,0.0498611691236326,0,0.122835739038005,0,0,0,0.0616178670700537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371654793901874,0,0,0,0.0226804920466979,0,0,0,0,0,0,0.0211949560437048,0,0.0657038376841141,0,0,0,-0.0131857823994978,0,0,0,0,-0.0117655997412209,0,0.00428817743701732,0.00570895161638044,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.176675753384702,0,0,0.115254978083413,0,0,0,0,0,0,0,-0.083983482069219,-0.02798059952176,-0.141795294262323,0,0,0,0,0,0,0,0,0.0190828590217255,0,0.154046453754298,0,0,0,0.0111651501447046,0,0,0,0,0,-0.00656917253623059,0,-0.0340170245790661,0.114953274465425,0,0,0,0,0,-0.0177941990122105,-8.67361737988404e-19,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.260998564494525,0,0,0,0,0,0.205424980461221,0,0.316400738606672,0,-0.0792395684836422,0,0,0,0.0791305864678089,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109836856431952,0,0,0,-0.167464851419098,0,0.372311055600421,0,0,0.016106612730387,0,0,0,-0.187874020835007,-0.0343764263597361,-0.0121142514021596,0,0,0,0,0,0
X600104.SH,0,0,0,0.0187363012895803,0,0,0,0.0808060859024403,0,0,0,0,0,0.0484123274171539,0,0.123418332669174,0.110731684676396,0,0,-0.0582737850483896,0,0,0,0,0,0,0,-0.0103502789210861,0.0222861198482698,0.0546439810730472,0.027217250981085,0,0,0,0,0,0,0,0,0,0,-0.0426822492657692,0,0,0,-0.0160964729099328,0,0,0,0,0,0.0265597805486673,-0.00428979789990323,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.126067292967301,0,0,0,0,0,0.00597822429271375,0,0,0.0945976323153415,0,0,0,0,0,0,0.109861823793762,0,0,0.469377390710128,0,0,0,0,0,0,0,0,0,0.0606959761893499,0,0.0389489795689287,0,0,-0.105326045671786,0.0394032350695417,0,0,0,0,0,0,0.00300836458209349,0,0,0,0,0,0
X000596.SZ,0,0,0.000492131828977116,0.22092901779807,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.145931136336722,0,0,0,0,0.0203629907318979,0,0,0,0,0,0,0,0,0.181178938253049,0,0,0,-0.0756062423102738,0,0,0,0,0,0,-8.67361737988404e-19,-0.00426520578787535,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0471687681338065,0,0.17111871369919,0.326174294993684,0,0,0,0,0,0,0,0,0.0227152786278371,0,0.0328236585249592,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420888062860783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121819056475292,-0.0125545353135642,-0.180725089492879,0,0,0,0,0
X000625.SZ,0,0.0217791824980207,0,0,0,0,0,0,0,0,0,0.499945177585321,0,0,0,0.190948386154243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921279169723189,0,0,0,0.0469256984527062,0,0.0249033519512395,-0.128202688647275,0,0,0,0,0,0.134543539048222,0,0,0,0.0537823138514582,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0189431829267444,0,0,0,0,0,0,0.0491963453537029,0,0,0.166732705523823,0,0,-0.0675563663224316,0,0,4.33680868994202e-19,0,0,0,0.0062097413465221,0,0.0914871949360511,0,0,-0.00930392087673511,0.0074016725861713,0,0,0.0483078536944918,0,0,0,0,0,0,0,0,-0.0340264168555178,0,0,0.0142088326896552,0,0,0,0,-0.0174757005005045,0,0.00478417842376108,0.0010352402727859,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0.0154715230622699,0,0,0.0886328086674626,0,0,0,0,0,0,0,0.0701832827648961,0,0,0,0,0,0.276958681694722,0,0.0154638020049427,0.0299526011840002,0.0564790017964864,0.0595530606353094,0.0366702033342344,0,0,0,0,0.181300676432397,0.140039997100504,0,0,0,0,0.059195363019386,0,-0.0864166212231607,0,0,0,0,0,0,0,0.0292016765620957,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0307989041376371,0,0.0848574694593452,0,0,0,0,0,0,0,0,0,0,0,0,0.254941797548072,0,0.180620297167827,0,0,0,0,0.0167708792789563,0,0,0,0,0,0,0,0,0.243935803329292,0,0.473486986723804,0,0,0,0,0,-0.0741072372653957,0,0,0,0,0,-0.0533833703209483,0.0387197950236492,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0380806227655525,0,0,0,0,0,0,0,0,0.0627065779164058,0,0,0,0,0,0,0,0,0,0,0,0.0541779533746245,0,0,0,-0.0289220299387459,0,0,0,-0.0347727353733751,0,0,0,0,0,0,0,0.0187232378257425,0.115781532677524,-0.000518648074888511,0,0,0,0,0,0.00701264520908302,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.0705680431906736,0,0,0,0,0,-0.285167969948261,0,0,0,0,0.305011289000718,0.107137900812094,0,0,0,0,0,0,0,0,0,-0.120455058473387,-0.00793226218390297,0,0.216813808397177,0,0,0,0,0,0,0,0,0,0.0538472400102049,0,0,0,0,0,0.146497106965356,0,-0.0108609583948201,-0.0206083461900771,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306611683097219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373917932932226,0.0203204345118373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753085070195041,0,0.0842985715835359,0,0,0,0,0.0153353514004763,-0.0127973649248674,0,0,0,0,0,0
X600703.SH,0,0,0,0.173464035325801,0,0,0,0,0,0,0,0.0959054760916398,0,0,0,0,0,0,0.0884680087200402,0,0,0,0,0,0,0,0,0.152824294070313,0.0970891562040272,0.0492308163998038,0,-0.0242704645371893,0.00598710871741753,0,0,0,-0.00693534471142527,0.24419562196151,0,0,0,0,0,0,0.00972497343424509,0,0,0.1305164835624,0,0,0.0939245123461697,0.0241069880858515,0.0186758097538263,0,0,0,0,0,0
X002179.SZ,-0.0112517682295656,0,0,0,0,0.0837285489456353,0,0,0,0,0.123792971884408,0.0161341553758148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763419044891979,0,0,-0.0413461947726821,-0.0233093580711088,0,0.40589156473409,0,0,0,0,0,0,0,0,0,0,0.0402405255388817,0,0,0,0,0,0,-3.61619905135031e-05,-0.00398048514014804,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,-0.0101090181318172,0,0,0,0,0,0,0,0,0,0.20690562980121,0.0860420925651842,0,0,0,0,0,0,0,0,0,0.0679491686043118,0.133784578554658,0,0,0,0.125125088989586,0,0.0055046844475593,0,0.117781969416223,0,-0.0701355940828315,0,0,0.00281010777995456,0,0,0,0,0,-0.0283060634844626,0,0.0249899588142228,-0.00941339122157496,0,0,0,0,0,0
