,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X002028.SZ,X600066.SH,X000977.SZ,X600418.SH,X002236.SZ,X600183.SH,X600522.SH,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X000921.SZ,X002180.SZ,X002074.SZ,X601799.SH,X002223.SZ,X000661.SZ,X600487.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.25025495250414,0,0,0,0,0,0,0.080314144167124,0.0939584045701838,0,0,0,0,0,0,0,0.0341629895802828,0,0.086095534190516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00190940341965841,0,0,0,0,0,-0.00985913375873327,0,-0.0131989519920431,0,0,-0.0483947884867011,0,0,-0.0649724928037701,0,0,0,0.0217805544365873,0,0
X000858.SZ,0.261591004904704,0,0,0,0,0,0,0,0.271301621889136,0,0,0,0,0.0448041438557846,0,0,0,0,0,0.0889809988688717,0,0,0,0,0,0,0,0,0,-0.0281343167446642,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.051651617305382,0,0,0,0,0,0,0,0.138178157379696,0,0,-0.0357879238311203,0,0,0.0761757910609096,0,0,0,0.0249879621770844,0,0
X600276.SH,0,0,0,0,-0.00818253572323377,0.0550096185805184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116399390153085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164642394061496,0,0,0,0,0.00626833231684848,0,0,0,0,0,0,0,0,0.348256215096709,0,0,0,-0.0336739603478789,0,0,0,0,-2.16840434497101e-19,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0037597715315487,0,0,0,0,0,0,0,0,-0.139169680535465,0,0,-0.0814646217769131,0.514391424199718,0,0,0.0444660976362476,0,0,0.235036302364676,0,0.134284339247814,0.0117126774245505,0.0445568602720778,0,0,0,0.0188040913366474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024087058610157,0,0,0,-0.0380750090742442,0,0
X003816.SZ,0,0,-0.190503385524509,0,0,0,0,-0.086459423585159,-0.108791184286511,0,0,0,0,0,0.310132746694199,0,0,0,-0.237952321678813,0,0,0,0,0,0,-0.0686101898889628,0,0,0,0,0,0.0211250909850324,0,0,0,0,0,-0.228679096165529,0,0,0,0,-0.0316664313352595,-0.0962203309815862,0,0,0,0,0,0,0,0.0427496863083333,0,0,0,0,-0.0132874269070798,0,0
X002415.SZ,0,0,0.162512644703099,0,0,0,0,0.0680760140065301,-0.0331504273581527,0,0,0,0,0,0,0,0,0,0,0,0.237170933898834,0.00296351431547855,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0427212769217509,0,0,0,0,0.263572780137422,0,0,0,-0.00967935764010658,-0.185050237313825,-0.049424048072284,0.105556945106768,0,0,0.0251892971744323,0,0,0.0758799385552717,0,0,0,0,0.00458006391995431,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0709744849703693,0.00307799934985006,0,0,0,0,0,0,0,0,0.0338798452959536,0,0.0389042011214169,0,0,0,0,0,0,0,0,0,0,0,0.0542415582670834,0,0.00164888055597027,0,0,0,0,0,0,0,0,0.127268833684401,0,-0.0612459108469895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0303856977744331,0.0404520594195071,0,0.035356424868661,0.410016504511393,0,0,0,0,0,0.0792944199796215,0.126879366801711,0,0,0,0.0370911764028012,0,0,0,0,0,0,0,0.084488546158794,0,-0.0721791315673814,0,0,0,0,0,0.0289216718183846,0,0,0,0,0,0,0,0,0.102822646790722,0,0,0,0,0,0,0,0,0,-0.0747247412141066,0,0,0,0,0,0
X600809.SH,0.113677353025845,0,0,0,0.0234216281900768,0,0.0584952667554919,0,0,0,0.199954465281554,0,0,-0.093123462290956,0,-0.0825638985430505,0,0.0969355817114482,0,0.477119956002453,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0481716614998986,0,0,0,0,0,0,-0.0334882158460339,0,0.0995769173123298,0,0,0,0.0129741649185282,0,0,0,0,0,0.0202249892034554,0,0
X000568.SZ,0.572265503476147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270212632421212,-0.106520015689659,0,0,0,0,0,0,0.111095633120418,0,0,0,0,0,0,0,-0.0261001489880144,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0238561019460858,0.0570959551663528,-0.0244634527304006,0,0,0,-0.0227525358354894,-0.0726816916245649,0,0,-0.00173686971546804,0,0
