,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X002371.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002179.SZ,X000063.SZ,X600089.SH,X000338.SZ,X002241.SZ,X600703.SH,X002180.SZ,X600522.SH,X000661.SZ,X000733.SZ,X300142.SZ,X000100.SZ,X601877.SH,X002074.SZ,X600741.SH,X000157.SZ,X300003.SZ,X600460.SH,X600487.SH,X600884.SH,X600584.SH,X600702.SH,X002414.SZ,X600563.SH,X002236.SZ,X601799.SH,X002007.SZ,X600372.SH,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.206927363524862,0,0.377859055795942,0,0.0526785949852744,0.0525187972162022,0,0,0,0.0233810588071268,0,0,0.0557421728567169,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595514653823275,0,0,-0.137500615371769,0,0.0151703393040129,0,0,0,0,-0.00767154023189668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208769138565826,0.00830793164351724,0,0,0,0,0,0
X000858.SZ,0.0749183393646571,0,0,0.0427475742781951,0.0166932920297406,0.146680026665936,0,0,0,0,0,0.118515709234035,0,0.0993888727321115,0,0,0,0,0,0,0.057702003094299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614812158042108,0,0,0,0,0,0,0,0.239629832884457,-0.103013203311622,0,0,0,0,0,0.0300849099983992,0,0.0216100244517022,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0995559697272326,0,0,-0.0260691077087831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156082833822247,0,0,0.0110197312643033,0,0.268946146307712,0,0,0,0,0,0,0,0.26861348444926,0,0,-0.233423964888414,0.213072086207616,0,0,0,0,0,0,0.00488907443424592,0,0,0,0,0,0
X600809.SH,0.258207484628735,0,0,0,0,0.743860602856991,0,0.0221816379680053,0,-0.0445182931800073,0,0,0,0.00282812759836572,0.0575437083586822,0,0,0,0,0,0.0103942956182871,0,0,-0.0171882205111361,0,0,0,0,-0.0298577687139243,0.114428152860373,0,0,0,0,0,0,0,0.029066589617084,0,0,-0.168625390923173,0,0.00521493004269294,0,0,0,-0.0188257233967284,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.12506428577143,0,0,0,0.0562099722687091,-0.0074296111649242,0,0,0,0,0,0,0,0.23311073170489,-0.0427643976224267,0,0,0.0139371744968935,0,0,0,0,0,0,0,0,0,0,0.168443731719745,0,-0.121152521884633,0,0,0,0,-0.0970030103701341,0,0,0.0952353354020552,0,0,0,0.0911037927213224,-0.185770524200687,0,0,0,0,0,0
X000568.SZ,0.157781253911467,0.0266326157536433,0,0.836282989116192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655772182779783,0,0,0,0,0,0,0,0.0948767129439412,0.0829386953835718,0,0,0,0,0,0,0,0,0,0,0,-0.036182725413953,0,0,0,0,0,0,0,0,0,0,0.0248757599586031,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.140663832713251,0,0,0,0,0,0.478581015067447,0,0,0.0998911355027395,0,0,0,0,-0.108234908128523,0,0,0,0.148320989694503,0,0.0611691087418943,0,-0.136938379805174,0.00715052759010847,0,0,0,0,0,0,0,0,0,0,0,-0.0502723308031027,0,0.0524799273918712,-0.10142794703512,0,0,0.0992242509820714,0,0,0,0,-0.0623862987252152,0.0288474653855586,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.331175954017834,0.180680503433214,0,0,0.00928471681962392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0285981829476963,0,0,0,0.0612924413319326,0,0.169151728570574,0,0,0,0,0,0,0.00979928461731804,0,0,0,0,0,0
X002304.SZ,0,0.317124882597052,0,0,0,0,0,0.0799265783697236,0,0,-0.103489727190677,0,0.211451824754504,0,0,0,0,0,0,0,0.0934355455682799,0,0,0,0,0,0,0.0579820987887315,0,0,0,0,0.0108309113660751,0,0,0,0,0,0,0,0,0,0.122416051786656,-0.124446352128352,0,0,0.0814507959698386,0,0,0,0,0.0466074221000176,0,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.135729811383542,0,0,-0.103229133557145,0.0285610764418151,0,0,0,0,0,-0.0840382541302604,0,0,0,0,0,0.257360280282043,0,0,0,0,0,0.104146546213713,0,0,0,0,0,0,0,0,0.119119671239194,0,0,0,0,-0.199097269766019,0,0,0,-0.0682290901285656,0,0,0,0,0.284805076907167,0,-0.0998865822134543,0.00611746272747971,0,0,0,0,0,0,0
X300014.SZ,0,0,0,-0.0444256836593653,0,0,0,0.0915773645586692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203094287691043,0,0,-0.213016988793993,0,0,0,0.61022098686956,0,0,0,0,0,0,0,0,0.179975802120359,0.25023510337873,0,0,0,0,0,0,-0.0454530836203643,-0.0248610009396374,0,0,0,0,0,0
X000651.SZ,0,0,0.045706434895253,0,0,0,0.445871312335413,0,0,0,0,0,0,-0.019010650120513,0,0,0,0,0.16808180889828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938277567600392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235378468183748,-0.0245868378822442,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0746532926986554,0,0,0,0,0,0,0,0,0.0684398373218971,0,0,-0.0349834238147254,0,0,0,0,0,0,0,0,0.0211666837323778,0,1.0842021724855e-19,0.104739502546208,0,0.0783730831274548,0.0904774110488483,0,0,0,0,0,0.140422260475061,0,0,0,0,0,0,0,0,0,0.0139370225913775,-0.0102113420809835,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,-0.194882086774169,0,0.356334763090096,0,0,0,0,0,0,0,0,0,0,0,0,0.143178464657643,-0.183471925973597,0,0,0,0.0883242530571767,0.00467939929454196,0,0,0,0,0,0,6.93889390390723e-18,0,-0.511737056968264,0,0,0,0,0,0,0,0,0,0.587451439952462,0,0,0,0,0,-0.247851026895631,0.0573882321572558,-0.171760319944086,0,0,0.552713903744891,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.180399743469287,0,0,0.064456401759001,0,0,0,0,0,0,0,0,0,0.0435464687679677,0,0,0,0.0265827305067794,0,0.00754398655896237,0,0,0,0,0,0,0,0,0,0.276109968389501,0,0,0.0396959434252762,0.131509375197223,0,0,0.0515375417816257,0,0,0,0,0,0.0102262128275038,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0650689652457139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220655371258086,0.17587953863794,0,0,-0.0390770218754231,0,0,0,0,0.366712555793783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0855633802022376,0,0,0.0203094586070004,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385854194068684,0,0,0,0,0,0,-0.0732209682965157,0,0,0.041242552605502,0,0,0,0,0,0.0368821797972273,0,0.0128783946502995,0.0775675326188478,0,0,0,0,0,0,0,0,0,0.0378526547567787,-8.67361737988404e-19,0,0,-0.0569876743143137,0.157516923677385,0,0,0,0,0.0180361130337214,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0.176434253905267,0,0,0.12894720066414,0,0,0,0,0.171397485496046,0,0.0792037894520698,0,0,0,0,0,0,0,0,0,0.0237358563528091,0,0,0,0,0,0,0,0,-0.0113940871880736,0,0,0.0271333863923946,0.0947786980748586,0.169370353652157,0,-0.108251270069939,0,0,0,-0.220790092280976,0,0.00706910582785208,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646651513855449,0,0,0,0.095828833236331,0,0,0.106555855302653,0,0.287681324330506,0,0,0,0.0576689882877775,0,0,0,0,0,0.136637275117825,0,0,0,0,0.0868318439100738,0,0.0275283423704804,0,0,0,0.0287560284031215,0,0,0,0.088661025677162,0,0,0,-0.00923530476922775,-0.0132447097914418,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.28386012235637,0,0,0.188192693360595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423837567516514,3.46944695195361e-18,0,0,0,0.0191830910556085,0,0,0,0.147610757273454,0,0,0,0,0,0.0346874436629167,0.139529397599159,0,0.0888163940766351,0,0,0,0,0,-0.0549912365587236,0,0,0,0,0,0
X000596.SZ,0,0,0,0.461055733635751,0,0,0,-3.46944695195361e-18,0.36065080919197,-0.413633690117213,0,0,0,0,0.37768540831986,0,0,0.0331401889048315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.364504690085283,0,0.0302530956297847,0,0,0,0.00607207418206628,0,0,0,0,0,0.0794992548778565,0,0,0,0,0,0,0,-0.0567104861385677,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,-0.104729878330985,0,0,0,0,0,0,0,0,0.0908241130259046,0,0,0.305203534566946,0,0,0,0,0,0,0,0.152920204650729,0,0,0,-0.0839509805102011,0.168055300246197,0,0,-0.04325713205565,0,0,0,0.0267231803786923,0,0,0.099949284886283,-0.0521506184012635,0,0,0.0712085846815853,0,-0.0157247159144511,0,0.0585287906607374,0,0,-0.0042562064269764,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.111511148766035,0,0,0,0,0,0,0,0.227756332796498,-0.00603135957781656,0,0,0,0,0,0,0.174338281180581,0.0918396708639113,0,0,0,0,0.0831552061641015,0.00924505004625661,0,0,0,0,0,-0.109910162304372,0,0,0,0.0819165746534818,0,0.222519703621024,0,0,0,0,0,0,0.00148867348062175,0.0249613497389118,0,0,0,0,0
