,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X600104.SH,X002371.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X002236.SZ,X000661.SZ,X000100.SZ,X600372.SH,X002241.SZ,X601877.SH,X000977.SZ,X002180.SZ,X600741.SH,X000157.SZ,X600522.SH,X600584.SH,X600702.SH,X002074.SZ,X000733.SZ,X300142.SZ,X600460.SH,X300003.SZ,X002007.SZ,X000800.SZ,X002294.SZ,X300146.SZ,X600487.SH,X002463.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.159662459477665,0,0,0,0.128136665504833,0,0,0,0,0,0.0429631970718966,0,0,-0.0122147352975918,0,0,0.115636891662158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0686723610250984,0,0,0,0,0,0,0,0.0483078605744174,0.0676672554260487,0,0,0,-0.072914519352966,0.0224865416455543,-0.094537902559971,0,0,0,0,0
X000858.SZ,0,0,0,0.116895862808537,0,0.0564298057680083,0,0,0,0,0,0,0,0,0,0,0.101551415442175,0,0.0867111455298689,0,0,0,0,0,0,0.0190403782630813,1.73472347597681e-18,0,0,0,-0.0021497364451512,0,-0.0269678556141138,0,0,0,0,-0.00476177043065993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036158134205593,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0772474291412495,0.0144984502726403,0,0,-0.135454319413174,0,0,0.0719163026249707,0,0,0.239511548394771,0,0,0,0,0,0.0143415100155044,0,0,0.139492706189191,0,0,0,0.18027006257372,0,0,0.0644313677387326,0,0,0,0.0888748763564579,0,0.0361136225174893,0,0,0,0,0.105600269029538,0.0946813732641495,0,0,0.0212168149988286,-0.0441525009310623,0,0.0128018839690431,-0.054968410385761,0,0,0,0,0,0
X000568.SZ,0,0.464117967137743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734325196178471,0,0,0,0,0,0,0,0,0.0686424980364283,0,0,0.214431918110789,0,0,0,0,0,0,0,0,0,-0.0145920401622404,-0.016892464824761,0,0,-0.0412752768036149,0,0,0,0,0,0
X600276.SH,0,0,0.0436791195456577,0,0,0.0871388209177031,0,0.111907543440464,0,0,0,0.0211141575337398,0,0,-0.0376288136366362,0,0,0,0.189540295258804,0,0,0,0,0,0,0,0.014480567132631,0,0,0,0,0,0,0,0,0,0,0,0,0.00585073422081425,0,0,0,0,0.508596465381764,0,0,0,0,0,0,0,-0.00416072249322795,0,0,0,0,0,0
X600809.SH,0,0.332667634119957,0,0.000825153562091195,0.0162458845687363,0,0.175049690781944,0,0,0.189888845078688,0,0.0204390282572658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651341859197909,0,0,0,0,0,0.0445867242188612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356929212568792,-0.0109435444772321,0,-0.0619699339734799,-0.00389767091986678,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.249049531477511,0,0.103071449160528,0,0,0,0,0,0,-0.0356714783272818,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.0461314712013267,0,0,0,0,-0.0523139515840927,0,0,0,0,0,0,0.162088921463159,0,0,0,0,0,0,-0.00457969478787123,0,0,0,0,0,-0.015589479809913,0.0211215678498497,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779771932813339,-0.0180439963441849,0,-0.553595121495759,0,0.233025514773687,0.130259756682402,0,0,0,0,0,0,-0.138139105871833,0,0,0.0375754728934505,0.0267097783374822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17865522086318,0,0,0,0.0164674740593213,0.0102806632761239,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0335509158494729,0,0,0,0,0,0,0,0.217032656009478,0,0,0,0,0,0,0,0,0,0,0.110807514872655,0,0.106589189908399,0,0,0,0,0.0946466697477968,0,0,0,0,0.0496733159547207,0,0,0,0,-0.167938786473895,0,0,0,0,0.0394636630629616,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.00627787675469216,0,0.376651868790533,-4.33680868994202e-19,0,0,0.0997449750640923,0,-0.0158838999202782,0,0,0,0,-0.595385438836322,0,0,0,0,0,0,0,0.0929528554167101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122308385127326,0,0,-0.037451858703402,0,0,0,0,0,0
