,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600703.SH,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002456.SZ,X002236.SZ,X002008.SZ,X000100.SZ,X600566.SH,X002007.SZ,X600487.SH,X000625.SZ,X002179.SZ,X000661.SZ,X600498.SH,X000596.SZ,X600809.SH,X600867.SH,X300146.SZ,X002180.SZ,X600177.SH,X000157.SZ,X002294.SZ,X002506.SZ,X300136.SZ,X600089.SH,X300142.SZ,X000977.SZ,X600372.SH,X600066.SH,X002241.SZ,X000981.SZ,X600522.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.768649416962803,0,0,0.0762645328263773,0,0.00078343804610042,0,0,0,0,0,0.0509343105221336,0,0,0,0,0,0,0,0,0,0.100871804029282,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0378313610290983,0,0,0,0,0,0,0,0,0,0.0139609624226277,0,0,0,0,0,0.00991743591100795,0,0,0,0,-0.0302689344982118,0,0
X600104.SH,0,0,0.181843898368238,0,0,0.0123327789724689,0,0,0,0,0.00710579401198622,0,0,0,0,0.247397500023614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156553167079621,0,0.164127143383931,0,0,0,0,0,0,0,0,0,0,0.123353390587251,0,0,0,0,0,0,-0.154005759380328,-0.00898408223237699,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0410795757582391,0,0,0,0,-0.00172058483100441,0,0,0,0,0,0,0,0,0,0,0.625560205262135,0.081086023080468,0,0,0,0,0,0,0,0,0,0,0,0,0.155170137181075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227808623812038,0.00855120940100476,0.0982968264544985,0,0,0,0,0,0
X000651.SZ,0.120402610380201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282073302129712,0,0.0676546693369539,0,0,0.119177749018382,0,0,0,0,0,0,0,0,0,0,0,0,0.0900881043638802,0.0210372858809789,0,0,0,0,0,0,0,0,0.060599290692787,0,0,0.0272029863826225,0,0,0,0,0,0.00500703108885335,0,0,0,0,0,0,0
X600276.SH,0,0.0221590313178636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325745983990209,0,0,0,0,0.183722832546662,0,0,0,0.0764698965567714,0,0,0,0,0,0,0,0.0398504407972144,0.273124022862082,0,0,0,0.0885360911039558,0,0,0,0,0,0,0,0,0,0,0,-0.0244612538729863,0.0362180537291935,0.0112455080504404,0,0,0,0,0,0
X000858.SZ,0.0789807364415185,0,0,0,0,0,0.206114056051767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222045515231058,0.318859179374894,0,0,0,0,0,0,0,0,0,0,0,0,0.0481773166022121,0,0,0,0,0,0.0149608528278383,0.00914940639906175,0,0,0,0,0,0
X002304.SZ,0,0,0.0512499997699147,0.0303245887809328,0,0.0967287472570069,0,0,0,0.0398931905443353,0,0,0,0,0.589697982906952,0,0.00738294374817642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.193862998915725,0,0.0134279304158109,-0.0513219109589928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402665711474276,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183296077171508,0,0,0,0,0,0,0.149338546250317,0,0,0.133473418764436,0,0,0.0158744389457276,0.232374724378526,0,0,0,0,0,0,0,0,0,0,0,0,0.0115663404464878,0.172415981058688,0,0,0,0.0210132294591932,0,0,0,-0.0650757252776624,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.169047797384472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25114143557296,-0.0559272264460683,0,0,0,0,0,0,0.0127993886448147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29852678063011,0,0.245728769179705,0,0,0,0,0,0.00246357674685503,-0.0612860474561005,0,0,0,0,0,0
X000063.SZ,0,0,0.295607307886639,0,0,0,0,0,0,0,0.00956649820603319,0,0,0,0,0,0,0,0,0,0.307674071603244,0,0,0,0,0,0.12673267868138,0,0,0,0,0,0,0,0,0.0924607727767902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462071774614,0,0,0,0,0,0
