,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X600703.SH,X000596.SZ,X002241.SZ,X000625.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X000157.SZ,X002129.SZ,X600702.SH,X000799.SZ,X002049.SZ,X002179.SZ,X600741.SH,X002007.SZ,X600779.SH,X002236.SZ,X601877.SH,X600584.SH,X002414.SZ,X300146.SZ,X300003.SZ,X601799.SH,X600460.SH,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X002508.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0596214722883344,0,0.0543564970643068,0,0,0,0,0,0,0,0,0,0,0.0266736272320435,0.0541058202054071,0,0,0.0142947407460284,0.11998810908696,0,0,0,0,0.0340354818933152,0,0,0,0,0.0252019757247113,0,0,0,0,0,0,0.0588855996361553,0,0,0,0.146820199611955,0,0,-0.128042981347991,0,0,0,0,0,0,0,0.00500158879751334,0,0
X000858.SZ,0,0,0,0.111740705580216,0,0.361941762247112,0.0341340625833663,0,0,0,0,0,0,0.0344150173790028,0,0,0,0,0,0,0,0.0797195177705573,0,0,0,0,0,0,0,0.0778553465597532,0,0.0589850786438914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488256790776,0,0,0,0,0,0,0,0,0,0,-0.00268995840811912,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.000107125171995477,0,0,0,0,0,0,0,0.0550599184957243,0,0,0,0,0.152264829089195,0.0570433391474358,0.0314008000437016,0,0,0,0.00680463433432314,0.0556835304849333,0,0,0,0,0,0,0.0574791788017976,0,0,0,0,0,0.0792430256847983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0102861997997208,0.137460938223728,0,0.0689721194968484,0,0,0,-0.102875523600097,0,0.0275523502958171,0,0,0,-0.00702815682709922,0,0,0.0240709615111165,0,0,0,0,0,0,0,0,0.189601469239741,0,0,0,0,0.146724279118289,0,0,0,-0.13600617924204,0,0.0735642601263583,0,0,0,0,0,0,0,0,0,0.159512372448108,0,0,0,0,0.022310894171357,0,0
X600809.SH,0,0,0,0,0,0.108881096756492,0,0,0,0,0,0,0,0,0,0,0,0.00492761114143795,0,0,0,0,0,0,0,0.0115186709634981,0,0,0.0399534651073787,0.375804135820544,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.122643305005052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805700771556794,0,0
X000568.SZ,0,0.31888718407051,0,0,0.1354354775857,0,0,0,0,0,0,0,0,0,0,0,0,0.0420313785926705,0,0,0.116251364796514,0,-0.07033670266329,0,0.12583344815315,0.0802059066392912,0,0,-0.0222011503794488,0,0,0,0,0,0,0,0,0,0,0,0,0.0678304674556346,0,0,0,0.22689544453031,0,0,0,0,0,0,-0.040720318799478,0,0,0,0,0,0
X002304.SZ,0,0,0,0.287348832682503,0.0715646020905742,0.107137397345701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374936581413788,0,0,0,0,0,0.00766588820416591,0,0,0,0,0,0,0,0,0.0516615884176747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330088108912153,0,0,0,0.00588635974447191,0,0
X000651.SZ,0,0,0,0,0,0,0.0192395128911747,0,1.73472347597681e-18,0.120161405477161,0,0,0,0,0.0618390712369058,0,0,0,0,0,0,0,0.0199413803044567,0.173447617261751,0,-3.46944695195361e-18,0.117795029927102,0,0.0523384722148836,0,-0.0193560291304008,0,0,0,0.0437858643331383,0,0,-0.0317126397977969,0,0,0,-0.0566019554964504,-0.0357917694003,0,0,0,0,0,0.104665145700715,0,0,0,0,0,0,0,-0.00595239743768457,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220606734019939,0,0.201176174049919,0,0,0.195383603172072,-0.0370835843731999,0.0711352275675063,-0.17044093348949,0.228316449898105,0,0,0,0.142237315458318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877245662153526,0.0108617364621137,0,0,0,0,0,0,0,0,0.0492671966945634,0,0,0,0,-0.0604906756794571,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.00861377055758998,0,0,0,0.298601424736294,0,0,0,0.072322515721867,0.0177732652004109,0,0,0,0,0,0,0,0,0,0,0,0.0795095844881463,0,0,-1.73472347597681e-18,0,0.00916341861779224,0.0538720339206584,0.205026434226194,0,0,0,0,0.0764139881578845,0,0,0,0.0580936610811454,-0.0398176263007965,0,0,0,0,0,0,0,0,0,0.0276790685261452,0,0
