,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X600066.SH,X601877.SH,X300124.SZ,X002008.SZ,X600487.SH,X600809.SH,X000100.SZ,X300136.SZ,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X600498.SH,X000157.SZ,X600271.SH,X600177.SH,X600699.SH,X000050.SZ,X000596.SZ,X002294.SZ,X600118.SH,X000559.SZ,X002180.SZ,X600707.SH,X600566.SH,X002179.SZ,X300115.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.150062981546213,0,0,0.0344981863662373,0,0,0,0.0928232275839328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0022306445724318,0.0827173304456681,0.0319627738312202,0,0,0.0218585200258087,0,0,0,0,0,0,-0.00609159881857433,-0.00197027540702329,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.00648153683858561,0,0,0,0,0.0903733050828226,0,0,0.358020272656777,0,0.0750878407157729,0,0,0,-0.0233175126950353,0,0,0,0,0,0,0,0,0,0,0,0.0190828488783555,0,0,0,0,0,0,0,0.00102099151395226,0.0572176259550804,-0.0415846618743167,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0192039094091543,0.0271924964027016,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0166010791013558,0,0,0,0.140914212753813,0,0,0,0.056628488451183,0,0,0,0,0,0.101106613496452,0,0,0,0,0.0177970152934762,0,0,0.0284453867259583,0,0,0,0,0,0,0,0,0,0.0281338890633241,0,0,0,0.0640103132934993,0,0,0,0.0522719885031981,0,0,0.0116767606394027,0.0209888252328979,0.210883415143773,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00381330568990534,0,0,0,0,0.310450286641034,0,0,0.107232700160454,0,0,0,0,0,0,0.0702730670649674,0,0,0,-0.0266762155365072,0,0,-0.0847795400800562,0,0.203867001440199,0,0,0,0,0,0,0,0,0,0,-0.00922294768662564,0,0,0,0,-0.0241644901871883,0,0,0,0,0,0,0.00871390419085186,0,-0.055255249707188,0,0,0,0,0
X000858.SZ,0,0,0,0.268462696936001,0,0.0716774244785969,0,0,0,0,0,0.338442765269063,0,0,0,-0.0388858919465994,0,0,0,0.0240222079094635,0.0218670053881962,0,-0.10681117539812,0,0.0513602345465682,0.17673641522333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703882738721941,0,0,0,0,0,0,-0.0278241069177021,0.0134758574986498,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.124571117991401,0,0,0.0749549277530025,-8.67361737988404e-19,0,0,0.0183256827279194,-0.147006063737462,0,-0.0685119518153007,0,-0.0213748256154658,0,0,-0.0388828188661733,0,0,0,0,0,0,0,0.025547715887084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113030214048162,0,0,0,0.0434705428910459,0,0,0.00952647057292354,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.015140819307574,0.0945460269049821,0,0,0,0,0.0199947008810719,0,0,0,0,0,-0.189891650696164,-0.141142908295794,0,0,0,0,0,0,0,0,0.02635290004102,0,0,0.0984440762973146,0,0,0,-0.0271763460931339,0,0,0,0,-0.0710295020257829,0,0.116155147919211,0,0,0,0,0,-0.0188601415562734,0.010511593081449,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.280707771862271,0,0,0,0,0,0,0.236334685754625,0,-1.73472347597681e-18,0,-0.106741497304943,0,0,0,1.73472347597681e-18,0,-0.0326446049426779,0,0,0,0,0,-0.0319143883856823,0,0,0,0.038941574979088,0,0,0,0,0,0,0,0,0.0184903813388484,0,0,0,-0.0823751084201827,0,0,0,0.0773844161493065,0,0,-0.0331913274902037,0.032987330096797,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0618910009610217,0,0,0,0,0.0077732310582821,0.0614916703131379,0,0,0.144000085231245,0,0,0,0,0,0,0,0,0,0,-0.0466019460127307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710782559398743,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.167592043103302,0.193754161531006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16169363488277,0,0.278086756478567,-0.0657770183399753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010579084229271,0,0,0,0,0,0,0
