,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X002304.SZ,X600031.SH,X000725.SZ,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002241.SZ,X002007.SZ,X300014.SZ,X002371.SZ,X000100.SZ,X000596.SZ,X300142.SZ,X600741.SH,X300124.SZ,X600183.SH,X300003.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000157.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X002456.SZ,X000800.SZ,X600584.SH,X002049.SZ,X002414.SZ,X002179.SZ,X002463.SZ,X000066.SZ,X002008.SZ,X002185.SZ,X600118.SH,X002223.SZ,X601799.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0946550438826138,0.143593877559031,0,0,0,0,0,0,0,0,0,0,0.0386120362692152,0,0.0459516042779993,0,0,0.0440986902970993,0,0,0,0,0.168736739161229,0,0,0,0,0,0,0.0363893214105897,0,0,-0.0428740638887434,0,0,0,0,0,0.0334954593854788,0,0,0,0,0,0,0,1.0842021724855e-19,0.0311192603528214,0,0,-0.00418272824737358,0.00279848160576607,0,0,0,0,0,0
X000858.SZ,0.165691537853365,0,0,0,0,0,0,0,0,0,0,0,0,0.307296724902678,0.12150619048459,0,0,0.0251025067388105,0.0849628349767058,0,0,0,0,0,0.103077661389686,0,0.0898997867526704,0,0,0.0524492102540914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519038141130687,0,-0.0244999910716781,0,0.0274582084365315,0.0753507589625304,-0.062898663439941,0,-0.00621604789160831,0.0120896063992192,0,0,0,0,0,0
X600276.SH,0,0.118588987786313,0,0.0363729511145392,0,0,0,0,0.385751362333471,0.00546032180809323,0,0,0,0,0,0,0,0,0,0,0,0.0105158232481186,0,0,0.0673807729704815,0,0,0.209280696515292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00351913212650345,0,0,0,0,-0.0620906620289563,0,-0.0101181248236586,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.052219347878217,0,0,0,0,0,0,0,0.0645811136186216,0,0,0,0,0.213873980297162,0,0,0,0,0,0,0,0,0.0763743569329557,0,0.0186625936773226,0,0,0,0.0646889615943013,-0.0885573911653293,0.105115131707895,0,0,0,0.110217395043927,0,0,0,0,0,0.0841170786341075,0,0,0,0,-0.0575699053791096,-0.014154032295401,-0.0161890297052897,0,0,0,0,0,0
X000651.SZ,0,0.011370335128089,0,0,0,0,0,0,0,0,0.131406458155225,0,0,0,0,0.205859722463804,0,0,0,0,0,0,0.0411481404848751,0,0,0,0,0,0,-0.0680582510465529,0,0,0.0714675764889526,0,0,0,0,0,0,0.061262153793236,0,0,0,0.045116872321154,0.0499015492844905,-0.0429447046561676,0,0,0,0,0,0.00179086883468787,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.11404099993599,0,0,0,0,0,0,0,0,0,0.00923457154458701,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.378249740406157,0,0,0.0786348748392016,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655050604490162,0,0.000514083817334418,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0159573234714813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159256375080922,0,0,0.0803286954181972,0,0,0,0,-1.73472347597681e-18,0.390896081514616,0,0,0,0,0,0.0726937992290888,0,0,0.0677875567690739,0,-0.0226108608226724,0,0,0,0,-0.0619436128522524,0.00360409015499109,-0.00328920439312413,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242881165462052,0,0,0,0,0,0,0,0,0.157616290773042,0,0,0,0,0,0.0299501299678541,0,0,0,0,0,0,0.0914282621570004,0.254121459282934,0,0,0.0457447393259748,0,0.148397973879294,-0.100386074717351,0.0348146692416487,-0.0440705308333285,0,0,0,0,0,0
X000661.SZ,0,0,0.226946156958374,0,0,-0.116262010777991,0,0,0,0,0,0,0,0,0,0,0,0,-0.110878459409875,0,0,0.122951715506032,0,0,0.0145029527567683,0,0,0,0,0.023581866218057,0,0,0.0169208655711529,0,0,0,0,0,0,0,0.203518953101364,0,0,0,0,0,0,0,0,0,0.0520534713862726,0.00376567950322085,-0.00084234593720255,0,0,0,0,0,0
X002304.SZ,0,0.360505257658517,0,0,0,0,0,0,0,0,0,0,0,0.134664665523075,0,0,0,0.0771487898582286,0,0,0,0,0,0,0,0.0477416404898263,0,0,0,-0.0840208634616653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
