,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X300014.SZ,X000651.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X002371.SZ,X600703.SH,X000338.SZ,X003816.SZ,X000063.SZ,X000596.SZ,X002129.SZ,X002049.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X002074.SZ,X300142.SZ,X600741.SH,X000100.SZ,X600089.SH,X600702.SH,X600460.SH,X000799.SZ,X002236.SZ,X002180.SZ,X000157.SZ,X601799.SH,X600779.SH,X000733.SZ,X600522.SH,X002008.SZ,X002414.SZ,X600584.SH,X600183.SH,X600884.SH,X002007.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.474572866887778,0,0.131002830653243,0,0,0,0,0,0,0,0,0,-0.0478305331752626,0,0,0,0,0,0,0,0.0489224814746516,0,0,0,0,0.0386029740665794,0,0,0,0,0,0.00593439445065806,0.0184570940638885,0,0,0,0,0,0,0,0,-0.0364085108217672,0,0,0,0,0,0,0,0,-0.00589502347193479,-0.0027090900358601,0,0,0,0,0,0
X000858.SZ,0.045553786957592,0,0,0,0.468681091229422,0,0,0,0.0956577386349482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192421883151282,0,0.25099469810656,0,0,0,-0.0047288507736851,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.024944675173444,0,0,-0.0303915297044779,0,0,0,0,0,0,-0.0377788061662329,0,-0.00770187826692832,0,0,0,0,0,0,0
X002415.SZ,0,0.0959905409780394,0,0,0,0.146850094561952,0,0.141572865687501,0.190400231717038,0,0,0,0,0,0,-0.0136634604647147,0,0,0.0772089078384222,0,0,0,0,0,0,-0.0693801116027674,0,0,0,0,0,0,-0.0309274254290854,-0.147250680612001,0,0,0,0,0,0,0,0.126710555431959,0,0,0,0,0,0,0,0,0,0.0187437681927151,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.0381513858345088,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.553232910324452,0,0,0,0.104783709042873,0,0,-0.0213607385151996,-0.0525310674107141,0,0,0,0,0,0,0,-0.0228730465662553,0,0,0.0546011828960468,0,-0.0607756870624807,0,-0.206152604207103,0,0,1.73472347597681e-18,0,0,0,0,0.0355270898361953,0,0,0,0,0,0
X600809.SH,0,0.138786375475988,0,0,0,0,0,0,0,0,-0.110667873097373,0,0,0,-0.108379147565141,0,0,0,-0.210947727223549,0,0,0,0,0,0,0,0,-0.337246806395095,0,0,0,0,0,0,0.231467097493055,0.573650809244728,0,0,0,0.0127179106837362,0.0588379411511186,0,0,0,0,0,0,0.0539360763212717,0,-0.00010797813958662,0,0.00618891066069287,0,0,0,0,0,0,0
X002475.SZ,0.24458831337911,0,0,0,0,0,0.0197528793320811,0,0,0,-0.0254132218091143,0,0,0,0,0.14104116318659,0.112330070992039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233474780896354,0,0,0,0,0,0,0,0,0,0,0.119602253457088,0,0,0,0,-0.00400337908275245,0,-0.0728021646371059,0,0.00631478973324394,0,0,0,0,0,0,0
X600276.SH,0,0,0.125822839909742,0,0,0.0273417824887928,0,0,0,0,-0.062652170126598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332376525949022,0.127039285662717,-0.201601880263152,0,0,0,0.0622466310077344,0,0,0,0,0,0,0,0,0,0,0.0258460048983655,-0.0816340060050113,0,0,0,-0.0911530966962041,0.236598749331054,0,0,-0.0150558813700994,0.017824970570652,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0801124153882024,0,0,0,0,0,0,0,-0.119466987168866,0,0,0,0,0,0,-0.0985474137919973,0,0,0,0,0,0,0,0.158503201287132,0,-0.0257285261612532,0,0,0,0,0,0,0,0,-0.0223363691070016,0,0,0,0,0,0,0,0,0.000709420617188085,0,0,0,0,0,0,0
X002304.SZ,0,0.344229975343055,0,0,0,0,0,0.203033031923897,0,0,-0.00860478884529829,0,-0.149824380403434,0,0,0,0,0.0713932853583045,0,-0.0905039199089563,0,0.0162989866665613,0,0,0.0823578188051034,0,0,0,0,0,0,0,0,0,0,0,0.0439658016351157,0,0,0,0.193179654762114,0,-0.0860809572941663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,-0.0377856749361657,0,0,0,-0.0518172999051798,0,0,0,0,0,0,0,0.117180594462334,0,-0.0674661130069751,0,0.0716818254755634,0,0,0,0,0,0.0608923339622382,0,0,0,0.00208444482244267,-0.0195635995498149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663132871843689,0,0,0,0,0,-0.0786793842434235,0,0,0.04161063628187,0,0,0,-0.0184101116111786,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309958201494732,0,0,0,0,0,0,0,0,0,0.0856509891900345,0.170459941623501,0.0395303051418879,0,0.137337094399979,0.0402345323025594,0,0,0.0432143162668641,0,0.14460352087905,0,0,0,0,0.029928284249236,0,0,0,0,0,0,0,0.0873107268334974,0,0,0,0.0374355882133966,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0578008617450644,0,0.0798257517995713,0,0.156699484297994,0,0,0,0,0,0,0.108659489252258,0,0,0,0.0267983034425769,0,0,0.0273171460229907,0,0,0,0,-0.0943652245139861,0,0,-0.0668383441118389,0,0,-0.0942167709452531,0.0545728301931894,0,0,0,0,0,0,0,-0.0460661712395499,0,0,0,0,0,0,0,-0.0397163123397645,0,0,0.0201912155872883,0,0,0,-0.130323160888962,0,0
X600031.SH,0,0,0,0,0,0,0.032445357238415,0,-0.0465133736277451,0,-0.0551682839457632,0,0,0,0,0,-0.0534978136321269,0,0.31393196349323,0,0,0,0,0,0.0332527011165164,0,0,0,0,0,0.0211687722099173,0,0,0.0194825076059684,0,0,0,0,0,0,0,0,0.0219966521373638,0,0.0405014086728425,0.00983990197749185,0,0,0,0,0,-0.0390222227998976,0.0561124940185683,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0209126663019314,0.0429641010204758,0.0350703858139206,0,0,0,0,0,0,0.0135200020204269,0,0,0,0,0,0,0,0,0,0,-0.0277840818091239,0,0,0.0527873077796615,0,0.268353537641895,-0.000488588527639925,0,0,0,0,0,0.139792527612094,0,0,-0.0035074036331562,0.0470758887290832,0,0,0,0,0,0,0,0,-0.00646574719461169,-0.0409016197413816,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0115814497957102,0,0.159908697276182,0,0,0,0,0.317105779040524,0.131455188544617,0.150412518600352,0,0,0,0,0,0,0.25229747036437,0,0,0,0,0,0.157708636688434,0,0,0,0.0624956428357222,0.0818599395951393,0,0.27098996526308,0,0,0,0.201847712895201,0,-6.93889390390723e-18,0,0,0,0.151120679361426,0,0,0,0,0,0,0,0,0,0.0148865658429433,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0497793474822248,0,0,0,0,0,0,0,0,0,0.0507047203091348,0,0,0,0,0.116135813701582,0,0,0.114066600221183,-0.0696696479835386,0,0,0,0,0,0.0958454016789346,0,0,0,0.496844130148587,0,0,0,0,0,0.0331712157617947,0,0,0.0415050591097822,0,0,0,0,-0.0656791324490346,0,0,0,0,0,0
