,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X002292.SZ,X000559.SZ,X600031.SH,X000100.SZ,X002241.SZ,X600066.SH,X002236.SZ,X600372.SH,X600741.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X002049.SZ,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X601877.SH,X600582.SH,X002506.SZ,X002074.SZ,X002294.SZ,X000869.SZ,X300003.SZ,X002129.SZ,X002085.SZ,X300001.SZ,X600867.SH,X000547.SZ,X000977.SZ,X600839.SH,X600252.SH,X002498.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0806596985213067,0,0,0,0,0.0569406907566677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147009315669653,0,0,0,0.043656538657243,0,0,0,0.0526497814072822,0,0.0411622461224986,0,0,0,0.0122544625278467,0,0,0.0222427288339994,-0.0185861491530806,0,0,-0.0333851893974846,0,0,-0.01449627196457,0.0167075818006832,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.253060389265628,0,0,0.065312867623214,0,0,0.00564410155588402,0,0,0,0,0,0,0.00846335476916723,0.0782563343812384,0,0,0.165995743096184,0.0192205367345118,0.0511440413014179,0,0,0,0,0,0,0,0,0,0,0,0,-0.00614545657697474,0,0,0,-0.182396690453767,0,0.0364691350784674,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00946077688021668,0,0,0,0,0,0.104385388407033,0,0,0,0,0,0.0598286063107152,0,0,0.0893895015967804,0.226759751840288,0.0578438456334175,0,0,0,0,0.0152025576491223,0,0,0,0,0,0,0,0,0.110091660412716,0,0,0,0.0245002181570602,0,0,-0.00880789698003473,-2.16840434497101e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.183261539568749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827678947877273,0.102657569643414,0,0.001553089891131,0,0,0.0549633840367576,0,0,0.158029610370755,0.012201701770375,0,0,0,0,0.0529423461279592,0,0,0,-0.0274828756124965,0,0,0,0,0,0,0.00276395625442142,0.0254440268204145,0,-0.024713976799943,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235356482857748,0.0339482405897999,0,0,0,0,0,0,0,0,0,0,0,0.0421867666564407,0,0,0,0,0,0,0,0,0,0,0,0.184198822376886,0,0,0,0.0823863187033982,0,0.0624901257169696,0,0,0,0,-0.00265317621299736,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126650487299721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749969601711501,0,0,0,-0.0252451010123072,-0.109464153883539,0,0,0,0,0.0383114139977987,0,0,0.0345084425138288,0,0,0,0,0,-0.129288060743026,-0.071310651059921,0.0481028897212405,0,0,0,0,0,0
X002304.SZ,0,0.0907544229809066,0,0.00799910721634519,0,0,0,0,0,0,0,0,0,0,0.0637725111959119,0,0,0,0,0,0.112309813446405,0,0.212230190836721,0,0,0,0,0,0,0,0,0.179372863771026,0,0,0.0112403104281531,0,0,0,0.098465794653615,0,0,-0.0401362649438033,0,0,-0.0116509483680736,0,0,0,0,0,0,0.0115551400592981,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0457674721411775,0,0,0,0,0,0,0,-0.0539796889514971,0.100995279136372,0,0,0,0,0.0360560219646003,-0.120360926492006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127706130106752,0.0500219525115699,0,0,0,0,0,0.0319277580093035,0,0.0405795014241416,0,0,0,0,0,0,-0.00153203974727829,0.0202198344217884,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0564116134073075,0,0,0,0.102882857035857,0,-1.38777878078145e-17,0.347628317120248,0,0,0,0,0.0219566881404087,0,0,0,0,0,0,0,0,0,0,0,0.0502575152134609,0,0.0117869812498409,0,0.140205063200622,0,0.0172771265794216,0,3.46944695195361e-18,0,0,-0.0212009136479822,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0683168130064406,0,0,0,0,0,0,0.065818051815437,0.0578069771569559,0,0.00881337125344551,0,0,0,0.206757338965198,0,0.0153062190402142,0,0,0.00671331093421503,0,0,0,0,0,0.119962762173041,0,0,0,0,0.00330386698855832,0,0,0.0372480787154287,0,0,0.0101542562221829,0,0,0,0,0,0,0
X600690.SH,0,0.0300970580756299,0,0,0,0,0.0281238116193232,0,0,0,0,0,0,0,0.0015388129123733,0,0,0,0,0,0,0.11762073839621,0.0730635918612613,0,0.0966436630785351,0,0,0.0390686799221295,0,0,0,0,0,0,0.0282692446203528,-0.0380777020306655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371947263678066,0,0,0,0,0,0,0
X600703.SH,0,0.150933063379274,0,0,0,0,0,0,0,0,0,0,0,0,0.0477639607352952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100778580535337,0,0,0,0,0,0,0,0,0.00184118958298722,0,0.0688991946916738,0.140265365300396,0,0,0,0,0,0.0376727677485358,0,0,0,-0.0191138777647149,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164672943298142,0,0,0,0,0,0,0.118789339170097,0,0,0,0,0,0,0,0,0,0,0,0.065150842676324,0,0,0,0,0,0,0,0.0757192877187575,0,0.162402510111443,0.135815941625637,0,0,0.0685934675626225,0,0,-0.0264921121703788,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396749491531919,0,0.127987155820072,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0955564816576982,0.074326126329506,0,0.150500628987953,0,0,0,0,0,0,0,-0.0846808854115307,0.0127211608978901,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.193717896251852,0,0,0,0,0,0,0,0,0.110397765024938,0,0,0.300177307219575,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.209057672710225,0,0,0,0.086662145275898,0,0,0.14716306184256,0,0,-0.0249005390006765,0,0,0,0,0,0,-0.0489616345667735,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812516056114161,0,0,0,0.0559445416412569,0,0,0,0,0,0,0,0,0.0364840807668313,0.164308501972502,0,0,0,0,0,0,0.0261001947762686,0,0,0,0,0,0.242116404055608,0,0,0.139048771790418,0,-0.0449590374163012,0,0,0,-0.0397350118459334,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0385867559233242,0,0,0,0,0,0,0,0,0,0,0.0269639990418651,0,0,0.103759520972636,0.00306446077932271,0,0,0,0,0,0,0,0,0,0,0,0.0719047160088531,0.00377477296275147,0,0,0.0166945079904638,0,0.324308871578829,0,0.0882583523032364,0,0,-0.00839158622629415,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0387747453237217,0,0.0354450587026796,0,0.102701123853284,0,0,0,0,0,0,0,0,0,0,0.0213034724660885,0.0317824232751943,0,0,0,0,0,0,0,0,0,0,0.110283051158089,0,0,0,6.93889390390723e-18,0,0.120298042226428,0,0.0298610350189589,0,0,-0.00449418033838624,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549979103510353,0,0,0,0,0,0,0.0380718044950707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685555490356931,0.57391278316338,-0.0469880184176499,0.109887059568494,0,0,0,0,-0.161926772546095,0,0.0153195983417041,0,-0.0108288873119661,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.262040138673952,0,0,0,0.0446186270262997,0,0.0246577432228226,0,0,0,0,0,0,0,0,0,0.147816806128804,0,0,-0.0393482473691609,0,0,0.0866645048848994,0,0,0,0,0,0,0,0,0,0.0934244951378185,0.0670860291839849,0,0,0,0,0,0,-0.0151183392203429,0,-0.00390259036572104,-0.027247530259066,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0355708971432792,0,0,-0.00966332179223725,0,0,0,0,0,0.0748700763260192,0,0,0.0444112583687241,0,0,0,0,0.107652698786168,0,0,0,0,0,0,0,0,0.134649795004809,0.0855036444381796,0,0,0,0.0520621449560146,-0.0169794020853868,0,0,0,0,0,0,0,0,0,0,0,0,0
