,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X600031.SH,X000725.SZ,X000596.SZ,X000625.SZ,X003816.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X000338.SZ,X002049.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X002241.SZ,X000100.SZ,X601877.SH,X600702.SH,X300142.SZ,X600741.SH,X002074.SZ,X000157.SZ,X000733.SZ,X600522.SH,X600460.SH,X600584.SH,X000799.SZ,X000977.SZ,X300003.SZ,X000066.SZ,X600884.SH,X002294.SZ,X600779.SH,X600183.SH,X002236.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0264751390331982,0.241427366721771,0.265753694286441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049766089440487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335655111137135,0,0,0,0,0,0,0,0,0,0,0.00649149644833031,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.174014184637609,0.0534785315141139,0,0.623392345663598,0.0290350344970589,0,0,0.193585609161833,0,0,0,0,0.0367590519071495,0,0,0,0,0,0,0,0,0,0,0,0.0134517620664839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00973466974558954,0,0,0,0,0,0,0,0,-0.0318793952074526,0.00940753890457008,0,0,0,0,0,0
X000568.SZ,0,0.603352935681489,0,0,0,0,0.21055156438727,0,-0.028057037581917,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131293711029343,0,0,0,0.0886447911334805,0,-0.031456614031646,0,0,0,0,0,0.0575664778916122,0,0,0,0,0,0,-0.105633719430443,0,-0.0434781640005075,0,-0.069166017819784,0.0938979051295407,0.204353740888101,0,-0.0125010533575165,0,-0.0171103830934481,0,0,0,0,0,0,0
X600809.SH,0,0,0.255802921401757,0,0,0,0.0635480862649594,0,0,0.0610873680241815,0,0,0,0.106334788716177,0,0.0991625449881741,0,0,0,0,0,0,0,0,0,0,0,0,-0.0691625826674953,0,0,0,0,0,0,0,0,0,0,0,0.211821342748662,0,0,-0.00923758913903525,0,0,0,-0.120152553042223,0,0,0,0,0.000139177663488994,0,0,0,0,0,0
X002415.SZ,0,0.159891881666121,0,0,0,0,0,0,0,0,0,0,0.0368458158663477,0,0,0,0,0,0,0,0.0652318370589437,0,0.0759619635883874,0,0,0,0,0,0,0,0,-0.0195830473005264,0.016157887653895,0,0,-0.0896567469512093,0,0,0,0,0,0.183622892781433,0,0,0,0,0,0,0,0,0,0.0213170273653224,-0.0413840325660089,0,0,0,0,0,0
X600276.SH,0,0,0.00702724483118297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192979739342953,0,0,0,-0.241489421553875,0,0,0.190871704382962,0,0,0,-0.0292782140511328,0,0,0,0,0,0.096470471019451,0,0.0730467302609327,0,0,0,0,0,-0.0057419991662234,0.00173210606534759,0,0,0,0,0,0
X002304.SZ,0,0.434011331749051,0.314198432474452,0,0,0,0,0,0,0,0,0,0,0,0,0.130451743736475,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073854793897698,0,0,0,-0.0602680259930603,0,0,0,0,-0.0410432984139218,0,0,0,0,0,-0.0933364438716931,0,-0.0235889019565847,0.0140176734672207,0,0,0,0,-0.0197251927969022,0.0232100588267538,0,0,0,0,0,0
X600690.SH,0,0,0.0681766846617041,0,0.0490150699691228,0,0.00933623040093117,0,0,0,0,0,0,0.280647291758613,0,0.069736867426155,0,0,0,0,0,0,0,0,0,0,0,0.00189730315205823,0,0.0699581442204479,0,-0.0326700248904546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668482053673962,0,0,0,0,0.000742753278494064,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.327937184448139,0,0,0.144493796238221,0,0,0,0,0,0,0,0.174228535495762,0,0,0,0,0,0,0,0.246276345348566,0,0,0,0.117428412989549,0,0,0,0.0842506010797397,0.142077803638439,0,0,0,0,0,0,0,0,0,0,0,0.0112663698332085,0.26321914794689,0,-0.03532900224365,0,0,0,0,0,0
X300124.SZ,0.043677098032313,0,0,0,0,0,0,0,0.0622112255257,0,0,0,0.057326081588441,0,0,0,0,0,0,0,0,0,-0.19055525273291,0,0,0,0,0.148969215461287,0.0486293681630151,0,0.0561246461335427,0.153943477552589,-0.0923550921654972,0,0,0,0,0.166826468877727,0,0,0,0,0,-0.0592105843404248,0,0,0,0,0,0.250333341091832,0,-0.0123103485411587,-0.00871259632939228,0,0,0,0,0,0
