,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X300003.SZ,X600031.SH,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X601877.SH,X002456.SZ,X600271.SH,X600066.SH,X000625.SZ,X600487.SH,X002294.SZ,X000100.SZ,X000596.SZ,X600566.SH,X002241.SZ,X300136.SZ,X000661.SZ,X000981.SZ,X300142.SZ,X000050.SZ,X002508.SZ,X002180.SZ,X000157.SZ,X002007.SZ,X002179.SZ,X002038.SZ,X600522.SH,X600498.SH,X000869.SZ,X000977.SZ,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.339329005746863,0.122078208836135,0,0,0,0,0.0489557343448659,0.0191790779119938,0,0.0553734188956189,0,0,0,0,0,0,0.0461613899532244,0.0188199683434507,-0.0341145595210752,0,0,0,0,0,0,0,0,0,0.00915628795787782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.055606377686751,0,0,0.400873942802074,0,0,0,0,0,0,0,0,0,0,0.00164649160163975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143187073721675,0,0,0,0,0,0,0,0,0,-0.0100743118143984,0,0,0,-0.0271815239134244,0,-0.0192292405127184,0,0,-0.0348514014631946,0,0,0,0,0,0
X002415.SZ,0.0935466920715858,0,0,0,0,0,0,0,0,0,0,0,0.0252104777783198,0,0,0.22686986108067,0,0,0.0086091563184794,0,0,0,0,0,0,0,0,0.152947108510271,0,0,0,0.194598793581006,0.228828067714543,0,0,-0.00881176483299973,0.0299992183459867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00724158051269806,-0.0158476895592123,-0.0502323521963431,0,0,0,0,0
X000858.SZ,0.250917610362929,0,0,0,0,0.206748695202437,0.0344351284352971,0,0,0.0124111586255378,0.218809908884512,0,0.0662353922245947,0,0,0,0,0,0,0.0985283490190116,0,0,0,0,0,0,0,0,-0.0929651866689436,0,0.0374228694987624,0,0,0,0,0,0,0,0,0,0,0,0,-0.010999770169716,0,0,0,0,0,0,0,0,-0.00190403252418989,0,0,0,0,0,0
X600276.SH,0.119111403389022,0,0,0.0266474815613319,0,0,0,0,0,0,0.114031485890102,0,0,0,0,0,0.297854801488507,0,0,0,0.0145987701471756,0,0,0,-0.100314046249507,0,0,0,0.175532200769704,0,0,0.198324292529182,0,0,0.171112289382533,0,0,0,0,0,0,0,0,0.00347742777595045,0,0,0,0,0,0,0,-0.060813761682709,0.0131054516986803,0,0,0,0,0,0
X000651.SZ,0,0,0,0.434607391320625,0,0,0,0,0,0.107211876247428,0,0.116096167035559,0,0,0,0.0640871505357085,0,0,0,0.0192151826494735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186073199025801,0,-0.0773124278739891,0,-0.0275496082564649,0,0,0.146003709800996,0,0,-0.046649612376622,0,0,0,0.0227286427469877,0.068652463654952,0,0,0,0,0,0
X002304.SZ,0,0,0.0727106136767383,0,0,0,0,0,0,0.165078745423724,0,0,0.202424117892147,0,0,0,0,0,0.015132342748746,0.170112504299912,0.0861116734764475,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924108179145928,-0.0238077684505497,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0319858793790854,0,0,0,0,0,0,0,0,0,0,0,0,0.0581962310678529,0,0.206587517819784,0,0.157673932712282,0,0,0,0,0,0.0259155589238908,0,0,0,0,0,-0.057115004520842,0,0,0,0,0,0.0280487364326199,0,0,0,0,0,-0.0241129070976167,0.01391629903652,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337028555109867,0,0,0,0,0,0.0615132312258626,0,0,0,0,0,0.00606336522245332,0.128576871137081,0,0,0,0.0615378765490309,0.158053163711466,0,0,0,0,0,0,0.0175016922153766,0,0,0,0.00606825386809621,0,0.0192607391758097,-0.030213329600685,0,0,0,0,0,0
X600690.SH,0,0,0,0.413638965701784,0,0,0.126428041266447,0,0,0,0,0,0,0,0,0,0,0,0,0.0881019813388639,0,0,0,0,0,0.0225367769497252,0,0,0,0,0.0467241838215899,0,0,0,0,0,0,0,0,0.0242083738420091,0,0,0,0,0,0,0,0,0,0,0,-0.0074027478590805,-0.0185497308595294,0,0,0,0,0,0
