,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X002241.SZ,X300014.SZ,X000100.SZ,X002463.SZ,X002179.SZ,X600089.SH,X600584.SH,X000157.SZ,X600703.SH,X600372.SH,X000977.SZ,X600183.SH,X600066.SH,X002236.SZ,X600741.SH,X600522.SH,X002028.SZ,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X600487.SH,X002180.SZ,X000800.SZ,X000661.SZ,X002223.SZ,X601799.SH,X002156.SZ,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.229265433725956,0,0.216836759328329,0,0,0,0,0,0,0,0.0253027562287497,0,0.0376948172842048,0,0,0,0,0,0,0,0,-0.0885610894625036,0,0,0,0,0,0,0,0,0,-0.0277350740279589,0,0,0,3.46944695195361e-18,0,-0.0158235794340623,-0.000798030036805234,0,0.0384040950438655,0,0,0,-0.039444062235537,-0.0120542513270365,0,0,0,0.00528083294366993,0,0
X000858.SZ,0.174470467474859,0,0,0,0,0,-0.00491419686059682,0.0294521052496211,0,0.399014070739564,0,0,0,0,0.0312958967538043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111034156344832,0,0,0,0,0,0,0,0,0,0.00219398778809266,0.0654968155526661,0,0.0375691895681527,0,4.33680868994202e-19,0,-0.0109180257568413,-0.00604809157535085,0,0,0,0.0323562126048897,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446613186058067,0,0,0,0,0,0,0,0.480256016256585,0.172369903168055,-0.00529249412398193,0,0,0,0.0671540553378609,0,0,0,0,0,0.116575037350241,0,0,0.0165844005962579,0.0649628616525489,0,0,0,0,0,0,0,0,0,0,0.00107411803678098,0,0,0,0.0566044346513711,0.0356348866276107,0,0,0,-0.0301573721273306,0,0
X002415.SZ,0,0,-0.0789424216304487,0,0.0439004801683697,0,0,0,0,0,0.0439264323527505,0,-0.158153443464631,0,0,0,0,0,0,0,0,0.0624000655570749,0,0,0,0,0,0,0,0,0,0.051337141858687,0,0.178626054261385,0,0,0,0.0326120298253369,0,0,0,0,0,0,0,0,0,0,0.103081289273567,0,0,0,0.0113509949527553,-0.163218298165666,0,0,0.0403460261762948,0,0
X600276.SH,0,0,0,0,0,-0.0380285463063873,0,0,0,0,0.0855863551757969,0,0,0,0,0,0,0,0,0,0,0.138893606158807,0.0140462329602864,0,0.308185970259028,0,0,0,0,-0.147357500713545,-0.0455290566094916,0,0,0,0,0,0,0.0124317007991554,0,0,0,0,0,0,0,0,0.239529360776896,0,0.0461077261325463,0,0,0,-0.0831852365903422,3.46944695195361e-18,0,0,0,0,0
X600690.SH,0,-0.253876151776551,0,0,0,0,0,0,0,-0.0892617797471228,0,0,-0.060652453493315,0.193797918796951,0.00955231184406169,0,0,0.0770635608748672,0,0,0,-0.0528679331386717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0753594833027156,0,0.391270480518849,0,-0.0370181626285792,0,0,0,0,0,0.0597698814323512,0,0,0,0,-0.0282683525866185,0,0,0.0824660164328821,0,0
X003816.SZ,0,0,0,0,0,-0.000261585831947315,0,-0.132906271072863,0,0,0,-0.243381217338258,0,0,0,0,0,0,0,0,0,0,0,-0.177890803383594,0,0,0,0,0,0,0,-0.00760476301314875,0.0493950578707223,0,0,0,0,0,0,0,0,0,-0.0360095414814587,0,0,0,0.0918447433900548,0,0,0,0,-0.00215653179962688,0,-0.013509386063489,0,0,-3.46944695195361e-18,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013988814188335,0,0,0,0,0.343799969964637,0,0,0,0,0,0,0,0,0,0,0,0,0.0346342775498368,0,0,0,0,0,0,0,0,-0.0482553873176457,0,0,0,0,0,0,0,0,0,0,0,0.203648317476368,0,0,0.0176323268989204,0,0
X000651.SZ,0,0,0,0,0,0.0573496065057868,0.0842049087402359,0,0,0,0,0,0,0,0.158010813019685,0,0,0,0,0,0,0,0,0,-0.0210398803326644,0,0,0.0232218140984173,0,0,-0.0135670047056277,0,0,0,0,0,0,-0.0182110693418072,0,0,0.0604627097550161,0,0,-0.109626759184581,0,0,0,0,0,0,0,0,0.0311778920270026,0,0,0,0,0,0
X000568.SZ,0.102691190802698,0.636659521345738,0,0,0,0,0,0,0,0,0.0611974021895045,0,0.0105789864608511,0,0,0,0,0,0,0.210730464419528,0,0,0,0,0,0,0,0,0,0,0,0,0.00291745713590428,0,0,0,0,0,0,0,0,0,0,0,0.00882107484883465,0,0,0,0,0,0,-0.0477815537230331,0,0,0,0,0,0,0
