,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000725.SZ,X000568.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600703.SH,X600690.SH,X002241.SZ,X300014.SZ,X002007.SZ,X300142.SZ,X000596.SZ,X000100.SZ,X002371.SZ,X300124.SZ,X300003.SZ,X002049.SZ,X600741.SH,X000157.SZ,X002129.SZ,X000800.SZ,X600183.SH,X600584.SH,X601877.SH,X002236.SZ,X002414.SZ,X000977.SZ,X000625.SZ,X002456.SZ,X300136.SZ,X000066.SZ,X002179.SZ,X002008.SZ,X002185.SZ,X002463.SZ,X600118.SH,X002180.SZ,X000021.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.155416005153146,0,0,0,0,0,0.179954604668984,0.0203362137482122,0,0,0,0,0,0,0,0,0,0,0,0,0.168403442074861,0.0651426717267476,0,0,0,0,0.0175158505387221,0,0,0,0,0,0.023865475348747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377104260922313,0,0,0,0.00180814482081871,0,0,0,0,0,0
X000858.SZ,0.0653350942015024,0,0,0,0,0,0,0.154970498927085,0,0,0,0,0.139065704789806,0,0.357227583434754,0,0,0,0.109012754652612,-0.0448847563178694,0,0.0814862667935518,0,0,0,0,0.0815842015231654,0,0,0,0.0319495707732446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00208546983655362,0.00168045300452701,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0836550439726932,0.321262779192515,0,0,0,0,0,0,0,0,0,0,0,0.0140229451384962,0,0,0,0.132286308411966,0,0.124141467759612,0.0351080369747919,0,0,0,-0.0621809387585242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150314097808511,-0.00713875576534607,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173847882127531,0,0,0,0.0850364867600823,0,0,0,0,0.00272264836256737,0,0,0.0927484895965295,0,0,0,0,0,0,0,0,0.137939981024371,0,0,0,0,0.0251064844864255,0,0,0,0.103656138581412,0,0,0,-0.0177308977141397,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00865358540919203,0,0,0,0,0.0860861003650458,0,0,0.13278474233098,0,0,0,0,0,0.085524821763679,0.00204521196541944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179326764347057,-0.0218365500300872,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.11636050143128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101325430665529,0.0120573464380839,0,0,0,0,0,0,0.174481544091635,0,0.11421942520077,0,0,0,0,0,0.0955691904952436,-0.0392724564844782,0,0,0.0826654743368904,0,0,0,0,-0.0103709731246191,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0595140082204674,0,0.132011251390356,0,0,0,0,0,0,0.0369012065827463,0,-0.0288038628324464,0,0,0,0,0,0,0,0,0,0,0,0.100776343032284,0,0,0,0.170180246384215,0,0,0.120896314889447,0,0,0,0,0,0.104960271272624,0,0,0,0,-0.0763849705086846,-0.143486121461234,-0.00500099484054882,0.000831221103182583,0,0,0,0,0,0
X002304.SZ,0,0.188685548826857,0,0,0,0,0,0,0,0,0,0,0.412964979736974,0,0.0380224422736118,0,0,0.0740553796252574,0,0,0,0.0989324831964854,0.0587622058738827,0,0.0675908618825036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504939256142512,0,0,0,0,0,0,-0.0101763004757098,0.00376035937948107,0,0,0,0,0,0
X000661.SZ,0,0,0,0.240508216267694,0,0,0,-0.0736187904160966,0,0,0,0,0,0,0.0233654471960421,-0.0670736719966892,0,0,0,0,0.320412750934392,0,0,0,0,0,0,-0.0251323761777181,0,0,1.73472347597681e-18,0,0,-0.0273791693161566,0,0,0,0,0,0,0,0.0372245905769921,0,0,0,0,0,0,0,0.0722014129582397,0,0.00548780695948151,-0.0135975844995252,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185678219535697,0,0,0,0,0.014389029996178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987988151857934,0,0,0,0.161118944475813,0,0,0,0.275648172971854,0,0,0,0.0102631918804903,0,0,0,0,0,0,0
