,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000338.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X002129.SZ,X600703.SH,X000625.SZ,X003816.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X600089.SH,X000100.SZ,X000661.SZ,X002179.SZ,X000157.SZ,X600460.SH,X600741.SH,X000799.SZ,X002074.SZ,X002236.SZ,X002414.SZ,X600702.SH,X600779.SH,X600584.SH,X002007.SZ,X000800.SZ,X601799.SH,X600183.SH,X000733.SZ,X600884.SH,X300003.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.237153434286869,0,0,0,0.250571467766132,0.0440053187472193,0,0,0,0,0,0,0.043471116744945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00832505697072541,0,0,0,0,0,0.0396326746010232,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.126735125229403,0.301470307750889,0,0,0,0,0.123290997576994,0,0,0,0.0621359312411264,0,0,0,0,0.0512720542997943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567147614903647,0.0123808724457974,0,-0.125270733945854,0,0.153433009612279,-0.00619451923227608,0,0,0,0,0,-0.0328017736616663,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.108852581214185,0,0,0.0306904175746617,0,0,0,0,0,0.0290773065322167,0,0,0,0.141918758005845,0,0,0,0,0,0.0867686801969132,0,0,0,0,0,0.0275825506407002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951914763593159,0,0.125364604122592,0,0,0.0852274479425953,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.188790321136561,0,0,0,0,0,0,-0.0210230197639283,0,0,0,0,0,0,-0.0970825200858206,0,0,0,0.0685669636716211,0,0,0,0,0,0,-0.0700401154966832,0,0.388365797044306,0,0,0,0.178623977073051,0.0871076720337185,0,0,0,0,0,0.0353043970908806,0,0,0,0,0,-0.0377915976856629,0.0630135366647103,0,0,0,0,0,0
X600276.SH,0,0.15361432777908,0,0,0,0,-3.46944695195361e-18,0,0,-0.154351815595745,0,0,0,0.334314618500416,0.240516915447701,0,0,0,0,0,0,0,0,-0.37332557544284,0,0,0,0,0,0.140725056949671,0,0,0,0,0.00299276777187121,0,0,0,0,0,0,0,0,0,-0.028226404820595,0,0,0,-0.0380113788133839,0,0,0.0136863090265363,0,0,0,0,0,0,0
X000568.SZ,0,0.55472034769185,0,0.0663674890723795,0,0,0,0.00620717007822679,0,0,0,-0.011894421189452,0,0,0,0,-0.0700495427381001,0,0,0,0,0,0,0,0,0.126598628973792,0,0,0,0,0,0,0,0,0,0,-0.0464279433720997,0,0,0.0718913880742211,0,0,0,0,0,0,0,0,0,0,0,-0.0512177076278846,0.0669849628214751,0,0,0,0,0,0
X600690.SH,0,0.04836321633357,0,0,0.12291379955928,0.179138905569658,0,0.0571744917900583,0,0,0,0,0,0,0,0,0,0,0,-0.0552968196364654,0,0,0,0,0,0,-0.01072965171122,0,0,0.131640599285395,0,0.28744187185426,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.021570605455255,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.429159338034349,0,0.230918523828342,0,0,0,0,0,0,0,0,-0.0840821497709902,0,0,0,0,0,0.126180779768486,0,0,0,0.0834005293778403,0,0,0,0,0,0.081283613626764,0,0,0,0,-1.73472347597681e-18,0,0,-0.0250632118724865,0,0,0.144778000225495,0,0,0,0.0436899928009194,0,0,0,0,0,-0.0991858171744308,0.0722016237549521,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635394858707082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433944627376353,0,0,0,0,0,0,0,0.0574022052708756,0,0,0,-0.118580735905124,0,-0.0518520458707243,0,0,0,0,0,-0.0552370370495614,0.0967739846946007,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0211828753880155,0,0,0,0,0,0,0,0,0,0,0,0.0401118549742082,0.129444575336082,0.139964595590555,0,0,0,0.0538389880830516,0,0.164178070534163,-0.180386859977367,-0.0208393471130661,0,-0.142734538138461,0,0,0,0,0.0337745973527298,0,0,0,0,0,0,0,0,0,0,0.0830490009694199,0,0,0,0,-0.0872012504224983,0,0,0,-0.0122609779738161,0,0,0,0,0,0
