,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X002292.SZ,X600741.SH,X000100.SZ,X002241.SZ,X600066.SH,X002506.SZ,X600031.SH,X600118.SH,X002049.SZ,X002465.SZ,X002236.SZ,X000559.SZ,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600089.SH,X300003.SZ,X300124.SZ,X600867.SH,X600177.SH,X002294.SZ,X000869.SZ,X002007.SZ,X002456.SZ,X600584.SH,X600498.SH,X002074.SZ,X002426.SZ,X002129.SZ,X000550.SZ,X300146.SZ,X002512.SZ,X601877.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0573640758880689,0,0,0.0673246370915086,0,0,0,0,0,0,0,0.0946330497346558,0,0.0969815860498946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101385413550836,0,0,0.0559869485545231,0,0,0,0.00436574262390576,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0141752678710025,0,0,0,0,0,0,0
X600104.SH,0,0,0.0704574760482675,0.03362373039583,0,0,0,0,0.0835024325671403,0,0,0,0,0,0.189515365197379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793810947087458,0,0,0,0,0.0143681675343761,-1.0842021724855e-19,0,0,0,0,0.0421089916315086,0,0,0,-0.0209756468816708,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.134250377454424,0.129696310754713,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413026673004734,0.417605131645997,0,0,0,0,0,0,0,0,0,0,0,0,0.0556887211968923,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105896553668818,0,0.0557381617978559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791197403035646,0.10681834358593,0.345740684214659,0,0.0422064300330969,0,0.0213523757586887,0.0253889329928055,0,0,0,0,0,0.027952705823993,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0537655564859795,0,0,0,0,0,0,0,0,0,0,0,0,0.0261310603082122,0,-0.0472625996459611,0,0.0893140854198153,0,0,0,0,0,0,0,0,0.177486545614178,0,0,0,0.215656061731601,0.0714040466303962,0,0.0984337137366455,0,0,0,0.0536944210105592,0,0,0,0,0,0,0,0,0,0,-0.0280780818116606,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.063690306217116,0,0,0.119633428830105,0,0,0,0.157168677528946,0,0,0,0,0,-0.0362887099807729,0,0,0,0,0,0,0,0,0,0,0,0,0.227802074955994,0,0,0,0.0298165317476821,0.020883422905373,0,0,0,0,0.12068866463929,0,0.153078382528219,0,-0.00770093296344202,-0.00188398162277604,0,0,0,0,0,0
X600276.SH,0,0,0.0920958356470031,0,0,0,0,0,0.0453348530210606,0,0,0,0,0.0444773667179582,0,0,0,0,0.0888180138036492,-0.0758222160698766,-0.10364792844049,0,0.0859108255907888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575691989559742,-0.0575632849530304,0,0,0,0,0,0,0,-0.134853644002828,-0.0149856701626705,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524199545279801,0,0,0,0,0.0719708194218127,0.0822652803240788,0.228911841149822,0,0,0,0,0,0,0,0,0.176623683045968,0,0,0,0.0404011417137991,0,0,0.0343161114445462,0,0.108862055392747,0,0,0,0.00890494543810963,0,0,0,-0.00743498237178314,0,0,0,0,0,0
X000625.SZ,0,0,0.251017143614576,0,0,0.0234722850123571,0,0,0,0,0,0,0,0,0,0,0,0,0.0972172124033306,0,0,0,0.194137450799435,0,0,0,0,0,0,0,0,0,0.142228800165066,0,0,-6.93889390390723e-18,0.0151216647987178,0,0,0,0,0,0.134446059842363,0,0.0228265944353196,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0257710221484586,0,0,0,0,0,0.068195357134741,0,0,-1.73472347597681e-18,0,0,0.041914641716181,0,0,0,0,0,0,0,0.137500351282357,0,0,0,0,0,0,0,0.14859041331173,0.0207086022629612,0.16771856269337,0,0,0,0,0,0,0,0.142181473963468,0.0318834653985697,0,0,0,0,0,0,0,-0.014692852264748,0,0,0,0,0,0
