,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X000338.SZ,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X600118.SH,X002456.SZ,X600177.SH,X002085.SZ,X000157.SZ,X002292.SZ,X600372.SH,X300124.SZ,X000559.SZ,X002426.SZ,X300003.SZ,X002007.SZ,X600867.SH,X000623.SZ,X002294.SZ,X600089.SH,X002506.SZ,X600522.SH,X002180.SZ,X000981.SZ,X601877.SH,X002074.SZ,X002508.SZ,X600498.SH,X000869.SZ,X300136.SZ,X000050.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.364706665054243,0,0,0.0294815334086105,0,0.0301036018704121,0.0572402901098308,0,0.0154123485094692,0,0,0,0.021374292997653,0,0,0,0,0,0.0734915279945912,0,0,0,0,0,0,0,-0.0680628741033109,0,0,0,0.0167044363512125,0,0,0,0,0,0,0,0,0,0.0157053386337642,0,0.0575329375595198,0,0,0,0,0.0219726759741083,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0506359474321917,0,0.235376663397548,0,0,0,0,-0.0412185500379547,0,0.0736710851396594,0,0,0,0.218146836290437,0,0,0,0,0,0,0,0,0,-0.131415429462251,0,0,0,0,0,0,0,0,0,0,0,0.00312432367571312,0,-0.143666802133949,0,0.101323857277303,0,0.0127136606812761,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0729657449322655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445628027265071,0,0.305374327666136,0,0,0.0381126161377374,0,0,0,0,0,0,0,0,0,0.00653276967029713,0.128196872552703,0,0,0.120936728009075,0,0.134379983454639,0,0,-0.0285112867470127,0,0.184562022660674,0,0,0,-0.418801011124992,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0195184358998997,0,0,0,0.0151457886682564,0.186045244733305,0,0,0.0578902799969697,0,0,0,0,0,0,0,0,0,0,-0.0835707276159883,0,0,0,0,0,0,0,-0.10364889910498,0,0,0,0,0.268717920420126,0,0,0.200744687471101,0,0,0,0,0,0,0,0.0604768785074475,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0352841392732798,0,0,0,0,0.0576264669437953,0.0727601718386922,0.413369119787685,0,0.0293654043315896,0,0,0,0,0,0,0,0,0,0,0.0685372101317086,0,6.93889390390723e-18,0,0,0.0918899752097823,0,0,0,0,0,0,0,0,0,0.0499589628850569,0,0.0277028927535415,0.0610143982523819,0,0,0,0,0,0.0276715251986804,0,0,0,0,0,0
X600276.SH,0,0,0.0407609911250257,0,0,0,0,-0.0115029142886499,0,0,0,0,0,0,0.00867352325385491,0,0,0,0,0,0,0,0.0264919799199593,0,-0.0301048837209645,0,0,0,0,0,0,0,0,0,0.0614593917769122,0.244087902383918,0,0,0,0.0270163775556509,0.225845550085883,0.101520642133305,0,0,0,0,0,0,-0.103514421654669,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.313091790064921,0,0,0,0,0,0,0.023439627474647,0,0,0,0,0.077325340647441,0,0,0,0,0,0,0,0,0,0,0,0,0.0365123089283519,0.065856942162564,0,0,0,0.0549220744696654,0,0,0,0,0,0,0,0,0,0,0.01340847350538,0.00140544049338285,0,0,0,-0.0124631272754585,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0362462856095426,0.0651797831187239,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0497960757862753,0,0,0,0,0,0,0,0,0,0.0270239588428763,0.0833538017862126,0.0500552503732019,0,0,0,0,0,0.115747259904489,0,0,-0.0475325828147326,0.0957630674625622,0,0,0,0.116332950280527,0.0311604405780322,-0.0485178423584443,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0939933300100282,0,0.18759932717445,0,0,0,0,0,0,0.150362274431362,0,0,0,0,0,0,0,0,0,0,-0.0049179791857833,0,0,0.115377368616468,0,0,0,0,5.42101086242752e-20,0,0,0,0,-0.136125669020094,0,0,0,0,0,0.0215668540241758,0.0435711567447658,0,0,0,0,0,0.0131129796019825,0,0.0409160278084478,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0682021158096942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173542416181255,0,0.0257850399705461,0.201270458862417,0,0,0,0,0,0,0,0,0,0,0.0716201948166399,0,0,0.190631385388342,0.0927272950099882,0,0,0,0.119104951666589,0,-0.011872831441751,0,0,0,0,0,0,0,0.0533586576794988,0,-0.0252530997375594,0,0,0,0,-0.22133935757832,0,0
