,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X000625.SZ,X002304.SZ,X002371.SZ,X000725.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X002463.SZ,X002049.SZ,X000977.SZ,X600372.SH,X600741.SH,X002129.SZ,X000661.SZ,X600522.SH,X600584.SH,X002028.SZ,X601877.SH,X601799.SH,X600066.SH,X600183.SH,X000800.SZ,X000921.SZ,X002156.SZ,X002007.SZ,X600418.SH,X002180.SZ,X002074.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.106301532840103,0.0469802040473554,0.0707915303553839,0,0,0.169132775181545,0,0,0,0,0.351397373590838,0.00516377605234945,0,0,0,0,0,0,0.00882602961280583,0,0,0,0,0,0,0,0,-0.0709363378820634,0,0,0,0,0,0,0,0,0.0693222612207683,0,0,0,0,0,0,0,0,0,0,0,-0.0160661167324933,0.0239202528466551,0,0,0,0,0,0
X000858.SZ,0,0,0,0.163786186721513,0,0.392342491579566,0,0,0,0,0,0,0,0,0.0166090179466469,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108208575841777,0,0,0,0,0,0,-0.0357508414030353,0,0,0,0.069513381418765,0,0,0,0,0,0,-0.0147083038131587,0.015403939557085,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.029656775345915,0,0,0,0,0.146884577349831,0,0.0200096971449799,0,0,0.0273307459047857,0,0,0,0,0,0,0,0,0,0,0.149265708790659,0,0,0,0,0,0,-0.0115812990607977,0,0,0.0487531859837309,0,0,0,0,0,0,0,0,0,0,0.154647095635744,0,0,0,-0.0267825371165605,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,-0.0342035867621672,0.430295964702948,0,0,0,0.0694947138379677,0.0965045574850669,0,0,6.93889390390723e-18,0,0,0,0,0.213083820731364,0,0,0.13365314117804,0,0,0,0,0,0,0,0,0,0.141266946658363,0,0,0,0,0,0,0,0,0,-0.0397763790066989,0,0,-0.116364151647101,0,-0.0633692504783701,0,0,0,0,-0.0144193508484878,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.172279932368112,0,0,3.46944695195361e-18,0,-0.0139182405434745,0,0,0,0,0,0.491048439920224,0.0509555440169956,0.158605533968159,0,0,0,0,0,0,0,0,0,0.0250817441199956,0,0,0,0,0.00341168123399929,0,0,0,0,0,0,0
X000568.SZ,0,0.737302268568698,0,0.0174961646550394,0,0,0,0,0,-0.0827162096939032,0,0,0,0.181969092950363,0,0,0,0,0,0,0.11622162083216,0.00235200611766874,0,-0.10588838351484,0,0,0,0,0,0,0,0,0,0.0173309621062083,0,0,0.00512805266505733,0,0,0,0,0,0,-0.0164452618157326,0,0,0,0,0,0,0,0,0.0162060696636023,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.104757018198663,0,0,0,0,-0.0229223144535572,0.223025669359947,0,0,0,0,0,0.143073418437388,0,-0.0234716565939823,0,0,0,0,-6.93889390390723e-18,0,-0.0632318063267397,0,0,0,0,0.0649988587273838,0,0,0,0,0,0,0,-0.0279679456543907,0,0.207651712075358,0.0552914205322302,0,0,0,0,0,0,-0.0175286135414918,0.0299788957710014,-0.0711053752031486,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0385706448330781,0,0,0,0.240199840596762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294498680348604,-0.191780019244286,0,0,0.31171345622237,0,0,0,0,0,0,0.00395735181951587,0,0,0,0.243218406191282,-0.0100304985988048,-0.0825361542081575,-0.049475230359517,0.112983979804317,0,0,0,0.0288156955350261,8.67361737988404e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0.158050949893389,0.104125115800466,0,0.175362633114655,0,0,0,0,0,0,0,-0.0595337835811349,0,0,0,0,0,0,0,0,0.0499093578842517,-0.0700786920874345,0,0,0.600301328426557,0,0,-0.0539563609599793,0,0,0,0,0,0.0371781182148178,0,0.00716637664167583,0,0,0,0,0,0.158916095140378,0,0,0,0,-0.197317955512049,0,-0.0267757957703745,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160100305414422,0,0.12224456840827,0,0,0,-0.279873785793186,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190136990808098,0.293007879536766,0,0,0.245518955334048,0,0,-0.162393471176628,0.0239851721217354,0.0380844851195763,0,0.0314620541951283,-0.0479859895931487,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.0708175652827201,0,0,0,0,0,0,0,0,0,0,0,0.0358964322473346,0,0,0,0,-0.017091300158162,0,0.134288085426816,0,0,0,0.13726371967387,0.000929173598957049,0,0,0,0,0,0,0,0,0,0,0,-0.155800664994137,0.0590885817869138,0,0,0,0,0,0,-0.0379241457491342,0.255294496634589,0,0,-0.0220423253477284,0,0,0,0,0,0
X600104.SH,0,0.0375779904662338,0,0.050329145747816,0,0,0,0,0,0,0,0,0,0,0.0126581505689113,0,0,0.0824597179345026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559892831068629,0,0,0,-0.0159547718877557,0,0,0.00327287472046022,0,0,0,8.67361737988404e-19,0,0,0,0,0.00943076036004054,0,0,0,0,0,0
