,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002371.SZ,X000596.SZ,X600741.SH,X600183.SH,X300003.SZ,X002241.SZ,X002007.SZ,X300142.SZ,X000100.SZ,X300014.SZ,X000977.SZ,X300124.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000625.SZ,X002129.SZ,X000800.SZ,X002463.SZ,X002456.SZ,X600498.SH,X600584.SH,X002414.SZ,X300136.SZ,X600118.SH,X002179.SZ,X000066.SZ,X600522.SH,X002049.SZ,X002185.SZ,X002008.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.136018514122573,0,0,0,0,0,0,0,0.123645636162313,0,0,0,0,0,0,0,0,0,0.274140376885671,0,0,0,0,0,0,0,0,0,0,0.00423100395503694,0,0,0.0190139660707006,0,0,0,0,0.0168052809813644,0,0,0,0.0434989057663199,0,0,0,0,0,0,0.00517574338001538,0.0683417523408169,0.00141152950167426,0.0073325696465436,0,0,0,0,0,0
X000858.SZ,0.258808608032566,0,0,0,0,0.0717379606906874,0.0352812560272041,0,0,0,0,0,0,0.119793012291941,0,0,0,0.318588954524812,0,0.190267232542064,0,0,0,0,0.0429973385955825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148756116732608,0,0,0,0,0,0.00500115742468808,0.0190361233034549,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0357053089718165,0,0,0,0,0.191706034854476,0,0,0,0,0.033448030569929,0,0.036622024673093,0,0,0.0189576181983338,0.0710741942010021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199377627716064,-0.00979854622510364,0.00789715111071949,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.115508712727884,0.0182027917269203,0,0.0231633883657398,0,0,0,0.0725081843542327,0.0950511125383469,0,0.323283182398713,0,0,0,0,0.0389852432188565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102843255631284,0,0,0,0,0,0,0,0,0.0106544221143273,0,0,0,0.0162313873926631,0.0160663272037134,0.0132167984593759,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0407210230529173,0,0,0,0,0,0,0,0,0,0.0155053569269225,0,0,0,0.118685006296485,0.0806043805023405,0,0,0,0,0,0,0,0,0,0,0,0,0.0452332984764558,0,0,0,0,0,0.0681369464828803,0,0,0,0,0.0188214874612963,0,0.0525667053857451,0.0576966692123459,0,0,0,0.0181525197767946,0.0299805163543779,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106495312401021,0,0.0452636222510945,0,0,0.0491160482478461,0.336191180710125,0,0,0,0,0,0,0,0,0,0.0948297606687723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355403083980336,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0189738891331816,0,0,0,0,0,0,0,0,0,0,0.103439516665782,0.316587818515843,0,0.112580864244385,0,0,0,0,0,0.181649598798835,0,0,0,0,0.0906260683964184,0,0.0593062037035677,0,0,-0.0946221091864787,0,0,0,0,0,0,0,0,0,0,0,0,0.0178559739717069,0.0169388553696319,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.139237605144763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244239368021816,0,0,0,0,0,0,0,0,0,0,0,0.183319209576748,0,0,0,0,0.269359990855515,0,0.0488099642433558,0.117883097685842,0,0,0,-0.112829669620954,0,0,0,0,0,0.021347058023386,0.0143900841994054,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0864994401860778,0,0,0,0,0,0,0,0.0899019612413935,0,0,0,0,0,0,0.0310167284877654,0.00446445279016925,0,0,0,0,0,0.015576106854857,0,0,0,0.492157464135338,0,0.0358237252882342,0,0,0,0,0,0,0,0,0,0,0,0,0.00570813619128512,0,0,0,0,0.00787677226263043,0.0202887301290821,0,0,0,0,0,0
X002304.SZ,0,0.0644542117143706,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0432320854660104,0.243859150850353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085994749529028,0,0,0,0,0,0,0,0.0127958170341983,0,0,0,0,0,0,0,0,0.00211545248207724,-0.00685077038604593,0,0,0,0,0,0
