,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600031.SH,X000651.SZ,X002475.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000338.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000100.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002241.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X002007.SZ,X600741.SH,X300142.SZ,X601877.SH,X002179.SZ,X002236.SZ,X600584.SH,X002049.SZ,X002414.SZ,X300003.SZ,X600183.SH,X000800.SZ,X601799.SH,X002008.SZ,X600089.SH,X000799.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X000050.SZ,X600779.SH,X600177.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.221857999074746,0.0322035472313315,0,0.13455357572126,0,0,0,0,0,0.0778628916953158,0,0,0,0,0,0,0,0,0,0,0.0346074194069301,0,0,0,-0.0705744084923973,0,0.0707979947285901,0,0,0,0,0.118865059687812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193997118244022,0,0,0,0.000896472242169686,0,0
X000858.SZ,0,0,0,0,0.386526189248871,0,0,0,0.145578269148214,0.0750376023591927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349790696063801,0,0,0,0,0,0,0,0,0,0,0.00566932179151501,0,0,0,0,0,0,0.0878180115866958,0,0,0,0,0,0,0,0,-0.00218591877988268,-0.0248821054165252,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.17596048814952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243932195430752,0,0,0,0,0.432090731179738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423063193946374,0,0,0,0,-0.0110220153582469,0,0,0,-0.0272138451706723,0,0
X600276.SH,0,0,0.225563952161324,0,0,0,0,0,0,0,0,-0.0152314342986029,0,0,0.0626854190754979,0,0,0,0,0,0.116143188727954,0,0,0,0,0,0,0,0,0,0,0.0234596927769423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123022841161069,0,0,0,0,-0.0228988121172759,0,0
X000568.SZ,0,0.260592494298071,0.0181908853656396,0,0,0,0,0,0,0.0584188624802965,0.0126457997647853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0670807898746904,0,0,0,0,0,0,0,0,-0.13836121255048,0,0,0,0,0,0,0,0,0.356246395114735,0,-0.040928842392007,0,0,0.199752115438664,0,0,0,0.02270283782565,-0.0298964045992319,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.104357596871786,0,0.0423905944644162,0,0,0,0,0,0.0324700147045224,0,0,0.0530136220415534,0,0.18276547031356,0,0,0,0,0,0,0,0,0,0,0,0,0.00701533851893125,0,0,0,0,0,0,0,0,0.10547581711056,0,0,0,0.0990113631559129,0,0,0,-0.0180988758590316,-0.00761548065341086,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.12267706052992,0,0,0,0,0,0,0,0,0,0,-0.0705600351555468,0,0,0,0,0.046415948117539,0.151920828010369,0,-0.0633191730802266,0,0,0.0567515852355013,0,0,0,0.100033200592067,0,0,0,0,0,0,0,0,0,0,0,0,0.0275811476243647,0,0,0,0,0,0,0,0.00378313562246467,0,0,0,0,-0.000128827646893221,0,0
X002475.SZ,-0.0195848622677271,0,0,0,0,0,0,0,0.152272150345882,0,0,0,0,0,0,0,0,0,0,0,0,0.0589445881423181,0,0.198596649869423,-0.0277954196997245,0,0,0.21869852890266,0,0,0,-0.00312791613929777,0,0,0,0,0,0.0848469599266839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455118845848969,0,0
X600809.SH,0,0,0,0,0.123493673452833,0.162449163715615,0,0,0,0,0.317279496021502,0,0,0,0,0.0836593184231983,0.026715253029546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317450071412231,0,-0.12095273487333,0,0,0,0,0,0,0.0237779769226409,0,0,0,0,0.050667484448733,0,0,0,0,-0.0806297038991795,0,0,0,0.0664448878218611,0,0
X002304.SZ,0,0.108381187698749,0,0,0.187529103428005,0,0,0,0.146147914926088,0,0,0,0,-0.0905985046977187,0,0,0.0323411034886789,0,0,0,0,0,0,0,-0.054108294239554,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738039974512691,0.189765368847818,0,0,0.148585328307102,0,0.0472240470323968,0,0,0,0,0.0112345898577181,0,-0.0492781037815982,0,0,0,0,0.0578661671601365,0,0
