,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X002129.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X601877.SH,X600522.SH,X600702.SH,X600741.SH,X002074.SZ,X000157.SZ,X000799.SZ,X600460.SH,X300003.SZ,X600584.SH,X002007.SZ,X600779.SH,X600884.SH,X300146.SZ,X600487.SH,X002294.SZ,X601799.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.315682132685118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638853538312018,0,0,0.0187350443685317,0,0,0,0,0,0,-0.0452668687772824,0,0,0.0980256243205984,0,0,0,0.1837058637116,0,0,0,0,0.00414096076103265,0,0,0,0,0,0,0,-0.0332509601579742,0.0182779479570925,0,0,0,0,0,0
X000858.SZ,0,0,0.161293587350786,0.44766875169995,0,0,0,0,0,0,-0.0524988956742862,0,0,0,0.168755854000416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00263796145307092,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.00537005572791178,0,0,0,0,0,0,0
X600809.SH,0.264864391126387,0,0,0.412259225248433,0,0,0,0,0,0,0.041349037597109,0,0,0,0,0,0,0,0,0,0,-0.0652918689734096,0,0,0,0,0,0,0,0.0497621016762765,0,-0.0851083576130341,0,0,0.0472903091336441,0,0,0,0,0,0,0,0,0.180641260980152,0,0,-0.00426547688258435,0,0,0,0,0.00243893127839956,0,0,0,0,0,0,0
X000568.SZ,0.141925572311223,0,0.468662043491944,0,0,0,0,0,0,0,0,0,0,0.200770518457146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806660977423956,0.109414140478199,0,0,0,0,0.223697480617828,0,0,0,0,0.156361816155697,0,0,0,0,0,0,0,-0.0132376720248759,0.00310984451654097,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0924258284146214,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067616789118596,0,0,0,0,0,0.0494652792474808,0,0,0,0,0,0,0,0,0,0,0,0.00760863115394005,0.177612501208461,0,0,0,0.077959875560273,0.0316453743325757,0.157457407110895,0,-0.00487557284927329,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254796542993564,0,0,0,0.0243031194490294,0,-0.213993095789573,-0.0824388946592688,0,0.321519837532964,0,0,0,0,0,0,0,0.0377869158352966,0,0,-0.0216207422525586,0.120707788257917,0,0,0,-0.00533376311686769,0.0249151744262642,0,0,0,0,0,0
X002304.SZ,0,0,0,0.445638566160168,0,0,0,0,0.105307164343507,0,0,0,0,0,0.0229614032798294,0,0,0,0,0,0,0,0,0,0.00876938127753438,0,0,0,0,-0.00461110131562322,-0.0310513854475721,0,0,-0.0686117461861536,0.0382202191287972,0,0,0,0,0,0,0,0,0,0,0.131266426494163,-0.0183721990475923,0,0,0,0,-0.0114121026125405,0.00552842091685238,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.24438219177678,0,0,0.487017936262515,0,0,0,0,0.0865533229452356,0,0,0,0,0,0,0,0,0.0756018227136565,0,0,0,0,0.0640318641656241,0,0,0,0,0,-0.0472430983464141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142106122083962,0,-0.0133963763170381,-0.0256067970100353,-0.0120741698336925,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.280539309352047,0.194820052673689,0,0,0,0,0,0,0,0,0.256257936319612,0,0,0,0,0,0,0,0,0,0.158761617395629,0,0.161345284346729,0,0.0567849848383719,0,0,0,0,0.00171063677559518,0,0,0,0,0,0,0,0,0,0,0,-0.00823329685215231,-0.136901443757191,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0211224416883704,0,-0.0334725360786979,0,0.212078736636143,0,0,0,0,0,0,0,0,0,0,0,0.0189551695850404,-0.02433786297486,0,0,0,0,0,0.226144092528787,-0.22969490475381,0,0,0,0,0,0,0.0445570281271498,0,0,0,0,0,0,0,0.0639803333268259,0,0,0,0,0,0,0,0,-0.00285612166482179,0.00286413793466479,0,0,0,0,0,0
