,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600703.SH,X600690.SH,X600741.SH,X002292.SZ,X600066.SH,X002241.SZ,X000100.SZ,X600031.SH,X600118.SH,X002236.SZ,X600177.SH,X002506.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X002074.SZ,X300124.SZ,X002294.SZ,X600867.SH,X600089.SH,X002456.SZ,X002426.SZ,X002465.SZ,X002007.SZ,X600498.SH,X000869.SZ,X002180.SZ,X601877.SH,X002508.SZ,X000050.SZ,X000977.SZ,X002008.SZ,X002049.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101049454123587,0,0,0,-0.0142181039702749,0,0,0,0,0.0101905677816789,0,0,0,0,0,0,-0.0523552098984164,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0255330104073325,0,0.0426688361354698,0,0,0,0,0
X600104.SH,0,0,0.0380937785682657,0,0,0,0,0,0,0,0,0,0,0.240415925690162,-0.0219171279170027,0,0,0,0,0,0,0.181229647830577,-0.0191870473471373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00638473704960581,-0.017699902752752,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.141009652338924,0,0,0,0,0,0,0.0129316158838482,0,0,0.0724056849764722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866898394728053,0,0,0,0.196868627572582,0.198913585131635,-0.0712730107737867,0,0,0,0,0,0,0.0673658998754647,0,0,0,0,0,0,0.0167708300760576,0,0,0,0,0,0,0
X000651.SZ,0,0,0.00682704044986219,0,0,0,0,0,0,0.0638795836370099,0,0,0,0,0,0,0,0,0,0,0,0.00794698783112663,0.0333778735264284,0,0,0.0416143103493592,0,0,0,0,0,0,0,0,0,0,0.0189962866937612,0,-0.0643626945416517,0,0,0,0.00995969456348224,0.015371588286275,0,0,0,0,0.00745798446418211,0,0,0.0448374913315237,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0186588585982064,0,0,0,0,0,0,0,0,0.113196511469651,0,0,0,0,0,0.0554074902824615,0,0.106867643435362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482884913575868,0,0,0,0,0,0,0,0,0,0,0.0333504703313046,0,0,0,0.000945756140753612,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.393886742037855,0,0,0,0,0,0,0,0,0,0.00925423523932984,0,0,0,0.0102237387301336,0,0,0,0,0,0,0,0,0.204763279869911,0,0,0,0,0,0,0,0,0,0,0,0.0377566113766439,0,0,0,0,0,0,0,0,0,0,0,-0.0379458549172785,0,0.043263348191278,0,0,0,0,0
X600276.SH,0,0.0125293040597586,0,0,0,0,0,0,0,0,0,0,0,0.123204803936087,0.106381864860187,0,0,0,0,0,0,0.0996999909603921,-0.134970998197809,0,0,0,0,0,0,0,0,0.0719472556269679,0,0,0,0,0,0,0.0180562370080876,0,0,0,-0.0341888837026433,0,0,0,0,0,0,0.047457300883676,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880539325669325,0.137223625224933,0.182052101355843,0,0,0,0,0,0,0,0,0.0677600996899001,0,0,0,0.123510412160965,0,0,0,0,0,0,0.00206866105010552,0,0.0672145746646299,0,0,0,0,0,0.00659204801832671,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.175638278838937,0,0,0,0,0.0229330477692863,0,0,0,0,0,0,0,0.0606122507832305,0.0513602985357163,0.0563709247402718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179308933422969,0.0743436978061927,0,0,0,0.0465658781200564,0.103906979240221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0193436659419948,0,0,0,0,0,0,0,0,0,0,0,0,0.500518476464593,0,0.183161878652233,0,0,0,0,0,0,0.017063633980571,0,0,0,0,0,0,0,0,0,0,0,0.00502430833215787,0,0,0,0,0,0,0,0,-0.0267816144616794,0,0,0,0,0,0,0
