,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600690.SH,X600809.SH,X600031.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000063.SZ,X000100.SZ,X000157.SZ,X000596.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X601877.SH,X002179.SZ,X002371.SZ,X002236.SZ,X002007.SZ,X300142.SZ,X002049.SZ,X002414.SZ,X600584.SH,X600183.SH,X300003.SZ,X601799.SH,X000799.SZ,X000800.SZ,X002074.SZ,X002008.SZ,X300146.SZ,X000066.SZ,X600089.SH,X600707.SH,X000977.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0720206695918439,0,0,0,0.302069461661155,0.073899697313007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00262808674352547,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0418671969565083,-0.0694371241860992,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.366188178084881,0,0.168648753111902,0,0.10380886945102,0,0,0,0.00717553141031777,0,0,0,0,0,0,0.0418557004380916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898885042725004,0,0,0,0,0,0,0.0130745426167723,0,0,0,0,-0.00820371349679202,-0.0116787795375958,0,0,0,-0.041203813660044,0,0
X002415.SZ,0,0,0,0,0,0.0135876723865699,0,0,0,0.154019945357584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433409519705061,0,0.30018249850587,0.217237524349631,0,0,0,0,0,0,0,0.098453153297414,0,0,0,0.0394773141984183,0,0,-0.0295482538425743,-4.33680868994202e-19,0,-0.0365819950226546,0,0.0547892688672395,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0495752182980561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172650314420288,0,0,0,0,0,0,0,0.175715634396278,0,0,0,0,0,0,0,0,0,0.0924021315456297,0,0,0,0,-0.148798482731454,0,0,0,0,0.130276361844646,0,0,0,0.0191175355257158,0,0,0,-0.0163244922114495,0,0
X000651.SZ,0,0,0,0,0,0,0.101895720325333,0.0502995935983786,0,0.180795426759368,0,0,0,0,0,0,0,0,0,0.0971230656699409,0,0,0,0,0.0479976384464694,0,0,0,0,0,0,0,0,-0.0506527210186786,0,0,0,0,-0.0623283370563164,0,0,0,0,0,0,0.0366144450349825,0,0,0,0,-0.0554078023078883,-0.0605502582499672,0.0379618864071946,0,0,0,-0.0251016343879909,0,0
X000568.SZ,0,0.346527993729594,0.0077720010967098,0,0,0,0,0.0827663712214683,0,0,0,0,0,0,0,0,0.146882471894119,0,0,0,0,0,-0.132807815556424,0,0,0,0,0,0,0,0,0.0989383046786538,0,0,0,0,0,0,0,0.234049892686104,0,0,0,-0.00776583749459278,0,0,0,0,0,0,0,-0.0284677903630001,-0.0185782111540485,0,0,0,0,0,0
X600690.SH,0,0.301707923923376,0,0,0,0.0924197713664384,0,0.245109678724478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00549898028768754,0.0100722171295104,0,0,0.0873317193091965,0,0.0903940588060858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230732970437725,0,0,0,0,-0.0252874463326948,0,0
X600809.SH,0,0,0,0,0,0,0.0122740154640675,0,0.236159039771262,0,0.143534249307168,0,0,0,0,0.012186913160684,0.0977541710264743,0,0,0,0,0.176278003547373,0,0,0,0,0,0,0,0,0,0,0.0313147490183158,0,0,0,0,0,0.202576979932529,0.112247043147118,0,0,0,0,0,0,-0.0260675475099872,0,0,0,0,0,-0.0810045640614085,0,0,0,-0.0922253506765894,0,0
X600031.SH,0,0,0,0,0,0,0,0.279685361771657,0,0,0,0,0,0,0,0,-0.123590209964643,0,0,0,0.0820347216234335,0,0,0,0.267410918832016,0,0.0389381227378533,0,0.100671222492127,0,0,0,0,0,0,0,0,0,0.0839470841491711,0,0,0.074609872266318,0,0,0,0,0,0,0,0,0,-0.0729128687421035,0.0508204305941481,0,0,0,0.083724222887689,0,0
X002304.SZ,0,0.329622127820323,0,0,0,0,0.0180590104561281,0,0,0,0,0,0,0,0,0.0702833770811536,0,0,0,0,0,0,0.00391127430966027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03921161566304,0.0917924518086065,0,0.15241844725247,0.077031510954915,0,0,0,0.012754065738795,0,0,0,0,-0.0268170111800314,0,0,0,0,-0.106105116089081,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450569213459318,0,0,0,0.0265392715181594,0.100038937911036,0,0.00773866496043832,0.524565981781952,0,0,0,0,0,0,0,0.05685747875155,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0152928054445008,0,0,0,0,0,0,0,0,0,0.0113390975954588,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117870318949226,0.0407252426867426,0,0,0,0,0,0,0,0,0,0,-0.00846588798376279,0,0,0,0,0,0,0,-0.0203968803695084,-0.0866148664065178,0.133427738848479,0.223393414702874,0,0,-0.06156546319282,0.00275549493733128,0,0,0,0,0,0,0,0,0,0,-0.0820548738831453,0,0
X000725.SZ,0,0,0.117303937879688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152734947316674,0,0,0.0704095000077278,0.101569862295448,0.0905452389105987,0,0,0,0,6.93889390390723e-18,0.0184516381454237,0,0,0,0,0,0,0.0833604227936815,0,0.0566686655595421,0,0,0,0,0,0.0445200767953517,0,0,0,0,0,0,0.0312101394120345,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0374905553442994,0.0733442739012317,0,0,0.038205921699031,0,0,0,0,0,0.0283320691274615,0,0,0.162708517494515,0.0271008859125946,0.182528366477958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932528270249377,0,0,0.0927699527053892,0,0,0,0,0,0,0,0,0.0898153095684825,-0.0170576528088769,0,0,0,0,0,0,0
