,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600690.SH,X600809.SH,X600031.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X003816.SZ,X300014.SZ,X000063.SZ,X000100.SZ,X000157.SZ,X000596.SZ,X600703.SH,X002241.SZ,X600741.SH,X002129.SZ,X601877.SH,X000625.SZ,X002179.SZ,X002236.SZ,X002007.SZ,X002371.SZ,X300142.SZ,X002049.SZ,X002414.SZ,X600584.SH,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X000799.SZ,X002074.SZ,X300146.SZ,X002008.SZ,X000066.SZ,X600089.SH,X600707.SH,X000977.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.2490036649405,0,0,0,0.28611781017508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612899481387055,0,0,0,0,0,0,0,0,0,0,-0.0609736463897148,0,0,0,0,0.00529984098883804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598315525797356,-0.0169730020026376,0,0,0,-0.0246344294778391,0,0
X000858.SZ,0.0229910508463041,0,0,0,0,0.363513097563372,0,0.15828330948539,0,0.110732767825955,0,0,0,0,0,0,0,0,0,0,0.0474287820506774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821924883437178,0,0,0,0,0,0.00737143401480213,0,0,0,0,-0.0137773853458371,-0.00676788314459385,0,0,0,-0.0440093945143608,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.166441985234868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416256356959959,0.325455765862058,0.20947402962117,0,0,0,0,0,0,0,0,0,0.125365463417503,0,0,0,0,0,-0.0323311716388279,0,0,-0.00554428440657807,0,0.0533261479139977,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0495752182980559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172650314420288,0,0,0,0,0,0,0,0.175715634396278,0,0,0,0,0,0,0,0,0.0924021315456298,0,0,0,0,-0.148798482731454,0,0,0,0,0,0.130276361844646,0,0,0,0.0191175355257157,0,0,0,-0.0163244922114495,0,0
X000651.SZ,0,0.0854439272734828,0,0,0,0,0.136981566336205,0,-0.0461128586747174,0.10142729970983,0,0,0,6.93889390390723e-18,0,0.0575018942238771,0,0,0,0.0862224943773648,0.0625770164474197,0,0,0,0,0.0344055521036419,0,0,0,0,0,0,0,0,0,0,0,-0.144686437779233,0,0,0,0,0,0,0,0,0.0197023207321237,0,0,0,-0.0155736256559066,-0.0337490532390847,0.0246607616396176,0,0,0,0,0,0
X000568.SZ,0.202223735660581,0.476016634361025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780417844433603,0,0,0,0,-0.0261820672451072,0,0,0,0,0,0,0,0.0168714746564727,0,0,0,0,0,0,0,0,0,0.189004693949839,0,0,0,0,0,0,0,0,0,0,0,-0.0448167313343936,0,0,0,0,0,0
X600690.SH,0,0.301707923923374,-1.73472347597681e-18,0,0,0.0924197713664394,0,0.245109678724479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100722171295105,-0.00549898028768757,0,0,0.0873317193091966,0.0903940588060859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230732970437725,0,0,0,0,-0.0252874463326947,0,0
X600809.SH,0,0,0,0,0,0,0.0105039804693485,0,0.241745820151723,0,0.159518067374981,0,0,0,0,0.016620659195095,0,0.106334363606078,0,0,0,0.181127719055796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204619450072258,0,0,0.103196293568221,0,0,0,0,0,-0.0170402461165472,0,0,0,0.0296556834390343,0,-0.0825467751090987,0,0,0,-0.0874447807077655,0,0
X600031.SH,0,0,0,0,0,0,0,0.284880069949962,0,0,0,0,0,0,0,0,0,-0.112558326710034,0,0,0.0710166408487906,0,0,0,0,0.287989861783235,0,0.0428605906589868,0.115565217538923,0,0,0,0,0,0,0,0,0.100405213965405,0,0,0,0.0469725986867232,0,0,0,0,0,0,0,0,0,-0.0577864010727119,0.0352951270309732,0,0,0,0.0794678006498602,0,0
X002304.SZ,0,0.346691106480691,0.0031671706234051,0,0,0,0.00871344960367174,0,0,0,0,0,0,0,0,0.0641412254570359,0,0,0,0,0,0,0.0274204082895568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996274991783685,0.187105731608212,0,0,0,0,0,0,0,0,0,-0.0262261000165005,0,0,0,0,-0.109561201050093,0,0
