,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X003816.SZ,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600372.SH,X002463.SZ,X600703.SH,X000157.SZ,X600584.SH,X002028.SZ,X000977.SZ,X600741.SH,X600522.SH,X002236.SZ,X600066.SH,X600183.SH,X600418.SH,X002049.SZ,X601877.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X601799.SH,X002180.SZ,X600487.SH,X600460.SH,X002074.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.300995667616653,0,0,0,0,0,0.128178260882422,0,0,0,0,0,0,0,0,0,0,0.0331058344705052,0.107194103852004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00862050780708301,-0.00354781233227509,0,0,0,0,-0.0427505140969927,0,-0.00896150895895385,-0.0348960429395472,-0.0163983507961055,0,0,0,0,-0.0869266857014572,0,0,0,0.0139209550006858,0,0
X000858.SZ,0.153464533701203,0,0,0,0,0,0,0,0,0.388363920073131,0,0,0,0,0,0,0,0,0,0.0489030452070225,0,0.0342572032860754,0.0429158532208227,0,0,0,-0.0390410908443372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474629475663478,-2.16840434497101e-19,0,0.0515977659568746,0,0,0,0,0.049391472087548,0.0123561958193161,0,-0.00481046084053759,0,0,0,0,0.0289481901439834,0,0
X600276.SH,0,0,0,0,0,-0.0326855847581632,0,0,0,0,0,0,0,0.1466258434684,0,0,-0.0402034551253619,0.193988569861583,0,3.46944695195361e-18,0,0.0303594128545221,0.0236914980520376,0.0131717410047548,0,0,-0.0446610664309007,0,-0.144514904745888,0,0,0,0,0,0,0,0.0125376321461692,0,0,0,0.0778642166040432,0,0,0,0,0,0,0.10009349757792,0.0575937531309442,0,0,-0.015734869023277,1.73472347597681e-18,-0.0905772726765373,0,0,0,0,0
X002415.SZ,0,0,0,0,-0.039895178634441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553298368982869,0,0.321254736341712,0,0,0,0,0,0,0,0,0,0,0,0.0588263382738866,0,0,0.0191031256591695,0.113860212382701,0.119534434551191,0,0,0,0,0,0,0,0,-0.121683964588316,0,0,0,-0.0377139601775163,0,0,0,0.00161035296548485,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152843107494258,0,0,0,-0.036957649325658,0,0,0.515033640376859,0,0,0.024557597263621,0,0,0.2460626650908,0.109386872339637,0.0380886081608368,0,0,0,0.0050622183151749,0,0,0,0,0,0,0,-0.0432740463400715,0,0,0,0,0,0,0,0,-0.0112336677335078,0,0,0,-0.0367202762272968,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0691473700634613,0,0,0,0,0,0,0,0,-0.171628819753954,0,-0.0590448043139909,0,0,0,0,0,0,0,-0.0439920068829086,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.366482171360087,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0822117186487768,0,0,0,0,0,0.200117535506131,0,0,-0.112893411606735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620509109493734,0,0,4.33680868994202e-19,0.324546264658865,-0.179859920591021,0,0,0,0,0,0,0,0.0828240047542995,0,0,-0.016460284055745,-0.126446290481917,0,0,-0.0192376210344504,0,0
X600809.SH,0,0,0,0,0,0,0.0134574546657737,0,0,0,0.109243110968268,0,0,0,0,0,0,0,0,0.556794528156517,0,0,0,0,0,0,0,0,0,0,0.0127033352942057,0,0,0,0,0,0,0,0,0,0,0,0,0.0721012815983403,0,0,0,0,0,0,0,0.0770788687765077,0,0.0520619922699561,0,0,0.00797363937334315,0,0
X000651.SZ,0,0,0,0,0,0,0.0217241644428282,0.0595966528714738,0,0,0,0,0,0,0,0,0,0,0,0.0167372834014527,0,0,0,0,0,0,0,0,0.119588525329755,-0.00759498133813195,0,-0.10135698183084,0,0,0,0,0,0.00558133532663384,0,0,0.188137709473536,0,0,0,0,0,0,0,0,0.0581166484031233,0,0,0,0.0248455746777369,0,0,-0.014201559133509,0,0
X000568.SZ,0.501647683347842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261795842649272,0,0,0,0,0,0,0,0,0,0,0,0.028547858174872,0,0,0,0.0339963661424292,-0.0378021745493433,0,0,0,0,0.0752612273111975,0,0,0,0,-0.0236495944594843,-0.0476163127033101,0,-0.0410897760531653,0,0,-0.0126050012199976,-0.0284156172939695,0,0,-0.00579224089793164,0,0
