,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X300014.SZ,X000725.SZ,X002129.SZ,X003816.SZ,X002371.SZ,X600031.SH,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X601877.SH,X300142.SZ,X600460.SH,X002180.SZ,X600741.SH,X000733.SZ,X000661.SZ,X000100.SZ,X600522.SH,X002074.SZ,X600884.SH,X000157.SZ,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600183.SH,X600563.SH,X002414.SZ,X000800.SZ,X601799.SH,X600372.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.243409115687245,0,0,0,0.15156723301922,0.0106562332432034,0,0,0,0,0.0771211735264932,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.198249172034971,0,0,0,0,0,0,0,0,0,0.00830049458378322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311179922622955,0,0,0,0,-0.0269485315191597,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.47418100042965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168714911551676,0,0.18581612776896,0,0,0,0,0,0,0,0,0,0,0.0256180831776775,0,-1.73472347597681e-18,0,0,0.0272571457371223,0,0,0,0,0,0,0,0,0,0,0,-0.0271605730639174,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.170467081642652,0,0,0,0,0,0,0,0.149241677933258,0.0248433726388782,0,0,0.0279924690378252,0.0878628567007892,0,0,0,0,0,-0.354886892907205,0,0,0,0.118060937464241,0,0,0,0,0,0,0,0,0,0,0.194843615197182,0,0.0569226097480442,0.328317762500211,0,0,0,0,0,0,-0.0913559099882535,0,0,0.0476982687292441,-0.0859203799520655,0.114913843507788,0,0,0,0,0,0
X600809.SH,0,0,0.0881259562010593,0,0.447719902460212,0,0,0,0,0,0,0,0,0,0,0,0.0571633273739299,0,-0.0362408865953966,0,0,0.111179434436144,0,0,0.110316832514425,0,0,0,0,0,0,-0.0561309562510348,0,0,0,0.012753572637247,0.178218057037429,0,0,0.130403147910294,0,0,0,0,-0.0171489422607491,0,0,0.010491900797595,0,0,0,0.0123133181173407,0.0145263831112493,0,0,0,0,0,0
X000568.SZ,0,0.579181668251042,0,-1.38777878078145e-17,0,0,0.215233963339488,0,0,0,0,0,0,0,0,0,0.10067180515616,0,0,0,0.036658025486086,0.149662218985041,0,0,-0.0218179052256119,0,0,0,0,0,0,0,0,-0.117232185574009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174862346198073,0,0,0.00206640742454219,0.0487068899564766,0,0,0,0,0,0
X600690.SH,0,0,6.93889390390723e-18,0,0.0918782775324544,0,0.123604058910191,0,0.0612812844032329,0,0,0,0,0,0,0,0,0.0608584300865852,0,0,0.10276745492894,0,0,0,0,0,0,0,0,0,0.0987641180623875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577414223698945,0,0,0,0,0.127842896676878,-0.00651838795234381,0.0149751248060372,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0597189286861237,0.151646593263638,0,0,0,0,0,0,0.11028775528575,0,0,0,0.310211681663717,-0.0506521787834719,0,0,0,0.0360979807975141,0.0694351453721074,0,0,0,0,0,0,-0.00287049693599713,0,0,0,0,0.0176964421526829,0,0,0,0,0,0.234253441135102,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.160950737541608,0,0,-0.0351937807858855,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130127965312506,0,0.384282042167316,-0.0904312933881585,0,0.057454474150421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736091483714781,0,0,0,0,0.126544511605177,0,0,0,0,0,0,0,0,0.018879622121371,0,0,-0.0254376666615867,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0447546257599473,0.170818480036078,0,0,0,0,0,0,0,0,0.1092025254295,0,0.0871698546098914,0,0,0,0.0105859880178537,0.00122188778025347,0.00991486102070859,0,0,0,0,0,0,0,0,0,0,0.013897121121536,0,0,0,0,0,0,0,0,0,0,0,0.100209404036629,0,0,0.0971564587324141,0,-0.00581474179956582,-0.0165813908028388,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121999839926001,0,0,0,0,0,0,0.197868592295076,0,0,0,0,0,0.0189981754867884,0,0.0295329076358203,0.0848041553896493,0,0,0,0.0332473383322071,0,0,0,0,0,0,0,0,0.0233572077888422,0,0,0,0,0.0144232013063244,0.093915887850401,-0.0117888587248756,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.122357707472807,0,0.108374843086365,0,0.223091705234965,0,0,0,-0.0681185752874416,0,0,0,0,0,0,0,0,0,0,0.11687722554239,0.124799690627843,0.0213577513281074,0,0,0,0,0,0,0,-0.0718984810637575,0,0,-0.0272267088400208,0,0,0,0.233449027755767,0,0,0,0,0,0,0,0,0.251092448083214,0.154887461681473,0,0,0.0087352359613948,0,0.105449634052752,0,0,0,0
X300124.SZ,0,0,0.0199785430677227,0,0,0,0.171473996737166,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0805436023217942,0,0,0.112608492361269,0,0,0,-0.020233914984155,0,0.140332222176569,0,0,0,0,0.214828069809351,0,4.33680868994202e-19,0,0,0,0.0572439548631318,0,0,0,0,0,-0.0187566703695711,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0151597788431795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225614678539554,0,0,0,0.129612474896234,0,0,0,0,0,0,0.0997876442094415,0,0.191478307568239,0,0,0,0,0,0.0405847700128032,0.477167690020997,0,0,0,0,0.0465830055434752,0,0,0,0.0742312930550855,0,0,0,0,0,0.0352155531552166,-0.099784756475926,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17037577048124,0,0,0,0,0,0,0.0564233552573854,0.181321329847793,0,0,0,0,0.0562010155344328,0,0,0,0,0.0723158020386517,0.164309653654406,0,0,0,0,0,0.0321648139210034,0,0,0,0,0.0342245821591584,0.0326834440000385,0,0,0,0,0,-0.00163930725683134,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.153401150195298,0.0738992139459606,0,0,0,0,0,0,0.135839560571578,0,0,0.0914196357551468,0,0,0.207588397396966,0,0,-0.0637710933041014,0,0,-0.26336376141623,0,0,0,0.0805427601265948,0,0.291251817087263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291060894962079,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.170028038944738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100868510008824,0,0.0212876715295099,0,0,0,0,0,0,0,0,-0.00742170533551537,0.102961414885824,0,0,0,0,0,0,0.0861482292827839,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,-0.0287272489925442,0,0,0,0,0.246060266395807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810556500802697,0,0,0,0,0,-1.73472347597681e-18,0.333008383892268,0,0,0,0,0,0,0,0.130728419382895,0,0.0873098412861565,0,0,0,0,0.0965622639029713,0,0,0,-0.0245369365192914,0,-0.000897111611857682,-0.0213501215865715,0.110200576463431,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.129881678533449,0,0,0,0,0,0,0,0.0708021673198029,0,0,0,0.0280878556598902,0.176493494759845,0,0,0,0,0,0,0,0,0,0.0382023398949221,0,0,0,0,0.468580659464476,0,0,0,0,0,0,0,0,0,0,0.103091124814852,0,0.00545165351941053,0.02036764026464,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.624509729938495,0,0,0,0,0,0,0,0,0.0358165492825895,0.149489672754147,0,0,0,0,0,0,0.0565687985636109,0,0,0.0225169897457983,0,0.136317991252362,0,0,0,0.0239121671442847,0,0,0.0417523188686446,0,0,0,0,-0.119901156905781,0,0,0,0,0,0,0.0917246524332501,0,0.0367814699951863,0.0577381939447391,0,0,0,0,0,0,0
X002049.SZ,0,0,0.038736633825516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174466842012809,0,0,0.483052436754911,0,0,0.0948714586471454,0,0,0,0.0220949215333077,0,0,0.179230849413065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613272064800006,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0648770090051437,0,0,0,0,0,0,0,0,0,0,0.0313180000274209,0,0,0,0,0,0,0,0,0,0,0,0.0952578515778443,0,0.354476268705201,0,0,0,0,0,0,0.256376015667431,0,0,0,0,0,0,0,0.0902999461921411,0,0,0,0.0750224989112513,0,0.00605065651214909,-0.00476375862685071,0,0,0,0,0,0
X000596.SZ,0.0109591898123827,0.217308247949672,0,0,0.0757048112796136,0,0.0463122470971304,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.356330664617184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00376583726596924,0,0,0,0,0,0.0293952571277552,0,0,0,0.0103317820817265,-0.0126922794579066,0,0.123892462265075,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0435854350016629,0,0.0813428967082758,0,0,0,0,0,0,0,0,0,0,0.396929915446519,0,0,0,0,0.0130841878171211,0,0,0,0,0,0.0917253636985521,0,0,0.045945411130854,0,6.93889390390723e-18,0,0.104459287457853,0,0,0.0646340608693409,0,0,0,0,0,0,-0.0782180388688044,0,0,0,0,0,0,0
X000338.SZ,0,0.0113882711899698,0,0,0,0,0.0696988783750806,0,0,0,0.239693253793386,0,0,0,0,0,0,0.288814754104407,0,0,0,0,0,0,0,0,0,0,0,-0.0280372580989244,0,0,0,0,0.0640071736356585,0,0.158435957434592,0,0,0.0318390987149359,0,0,0,0,0,0,0,0,0,0,0.183904007338686,-0.00622953149193552,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0584367863938485,0,0,0,0,0,0.256255638449758,0,0,0,0.0235676135659151,0,0,0,0,0,0,0.375177269764445,0,0,0.0299845208547478,0,0,0,0,0.0290569734083367,0.0684588148977107,0,0,0,0,0,0,0,0.0672436801444451,0,0,0,1.73472347597681e-18,0,0,-0.00907937074166851,0.0410004352327702,0,0,0,0,0,0
