,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X300124.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X002180.SZ,X600702.SH,X000977.SZ,X002074.SZ,X600522.SH,X600584.SH,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X000800.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.361392313596327,0,0,0,0.155253956476534,0,0,0,0,0,0,0.0120481323109866,0,0,0,0,0.169399762979259,0,0.00927259290818524,0.0175627775191745,0,0,0,0,0,0,0,0,0,-0.0759287340328209,0,0,0,0,0.0756757479982291,0.0149502980781122,0,0.0276272265746102,0.00610162848291513,0,0,0,0,0,0,0,0.11614793879916,0,0,0,-0.00208365763950597,0.0241905615748968,0,0,0,0,0,0
X000858.SZ,0.0350635518996244,0,0,0.136295945263548,0,0.0769663309842149,0,0,0,0,0,0,0,0,0,0.0846920220045966,0,0,0.0796458655160529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0134225852663482,0,0,0,0,0,0.00206796405694077,0,0,0,0,0.00538789866481948,0,0,0,-0.0364064295171071,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.107209992217201,0,0,0,0,0.12476120142717,0,0,0,0,0,0,0,-0.0223363523020375,0.10838721768472,0,0,0,0,0,0,0,0.139195148740198,0,0,0.100230098509119,0,0,0.0482683973236946,2.16840434497101e-19,0,0,0,0.274823392754846,0,0,0,0.122918223000119,0,0.0303266659912157,0,0,0,0,0,0,0
X000568.SZ,0,0.440885783216528,0,0,0,0,0.194766387030822,0,0,0,0.0373264409110283,0,0.0612429410970096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623224065546455,0,0,0,0,0,0.0580836422559901,0,0,0.16060267506774,4.33680868994202e-19,0,0,-0.150293658380113,0,0,0,0,0,0,0.000598671790135853,0,0,0,0,-0.0414192733138353,0,0,0,0,0,0,0
X600276.SH,0,0,0.0422498390100535,0,0,0.112564284491252,0,0.119961267996104,0,-0.0174447406869618,0,0,0.0244899314290039,0,0,0,-0.0412984765085023,0,0.184297606580527,0,0,0,0,0,0,0,0.0123668657600094,0,0,0,0,0,0,0,0,0,0,0.0249420889411478,0,0,0,0,0,0,0.516427059749811,0,0,0,0,0,0,0,-0.000367031214400367,0,0,0,0,0,0
X600809.SH,0,0.180220145420343,0,0,0,0,0.36046915644766,0,0.0933276747899105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414547475005821,0,0,-0.0531420697025903,0,0.011484747071986,0,0,0,0,0.209399605934592,0,-0.00593430860057485,0,0,0,0,-0.074364264796751,0,0,0,0,0,0,0,0,0,-0.0359495778675112,-0.00589669777673091,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.235808374872559,0,0.0897933656344123,0,0,0,0,0,0,0,0,-0.0450697915320226,0,0,0,0,0,-0.00884044843270963,0,0,0,-0.0448841606568041,0,0,0,0,-0.0511601144438366,0,0,0,0.173670382861266,0,0,0,0,0,0,0,0,-0.0424372538957593,0,0.00660940666613299,0,-0.000820523009467027,0,0,0,0.00947569748198972,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0712068676692951,0,0,0,0,0,0,0,0.219486421294742,-0.357098596930894,0,0,0.0853172528048579,0.0710107833239264,0,0,0,0,0,0,-0.0936502522499386,0,0.0318443587985072,0,0.0136929431623133,0,0,0,0,0,0,0,0,0.00865283926790171,0,0,0,0,0,0,0,0,0,-0.11749519461234,0,0.111076228560015,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0563018761034336,0.37045266618867,0,0.0790900194555996,0,0,-0.183390517812056,0.0119243941881849,0,0.125289210169775,0,0,-0.416057008425316,0,0,0,0.0512482871210131,0,0.0682944428814406,0,0,0,-0.174386809271028,0,0,0,0.113996623407034,0,0,0,0,0,0,0,0,0,0,0.0364827657529696,0,0,0,0,0,-0.063849230292112,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0335509158494726,0,0,0,0,0,0,0.217032656009478,0,0,0,0,0,0,0,0,0,0,0.110807514872655,0,0,0,0,0,0.106589189908399,0,0,0.0946466697477965,0,0.0496733159547203,0,0,0,0,0,-0.167938786473895,0,0,0,0,0.0394636630629615,0,0,0,0,0,0
X600104.SH,0,0,0.055330576473601,0,0,0,0,0,0.106476357652818,0,0,0,0,0,0,0,0,0,0,0,0.269523988052576,0,0,0,0,0.0186854848124609,0,0,0,-0.0234590775932301,0,0,-1.73472347597681e-18,0.217173506795837,0,0,0.0166987613890212,0,0,0,0,0,0,0,0,0.0169624020675182,0,0,0,0,0,0.00410941210511662,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,-0.115801818388719,0,0,0,0,0,0,0.0141827440836345,0,0,0,0,0.0274104479320226,0.131592869269317,0,0.0442847520710709,0.086974411034645,0,0,0,0,0.028888267086048,0,0,0.00945516163058036,0,0.0871499293316308,0.0386093723201576,0,0.00708423984084434,0,0,0,0,0,0,0,-0.0467528982374315,0,0,0,0.0285106705863189,0.0402214994606804,-0.0200984524998849,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06777234320052,0,0,0,0,0,0,-0.168596065423928,0,0,0,-0.0542542177242383,0,0,0,0.213560946414075,0,0,-0.326271745041534,0.440624517712639,0.310009258086946,0.0226944020580843,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0496062835605772,0,0,0,0,0,0,0
X000725.SZ,0,0,0.00272585701107296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177188945077555,0.10679125877798,0,0.0954556980842126,0,0,0,0,0,0,0,0,0,0.0943749162774142,0,0,0,0,0,0,0,0,0,0,0.0192558121010733,0,0,-0.0515751823403612,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.209666246793981,0,0.0964641649778744,0.0796376268130907,0,0,0,0,0,0,0,0,0.0688414129276723,0.106275117665546,0,0,0,-0.0830090751055056,0,0,0,0,0,0,0.0172069362020613,0.179482180499925,0,0,0,0,-8.67361737988404e-19,0.0280594137539577,0,0,0.157236159148259,0,0,0,0,0,0,-0.0717155219567997,0,0,0,0,0,0.0199993618303471,0,0,0,0,0,0
X000596.SZ,0.0993806457923494,0.222919497636868,-8.67361737988404e-19,0,0,0.202244184937255,0.109697748342043,0,0,0,0,0,0.00515974189772952,0,0,0,0,0,0,0,0,0.0938015268444934,0,0,0,0,0,0,0,0.14576888127352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226951740902303,0.128113898230624,0,0,0,0,0.0230354813145603,0,0,0,0,0,0
X000063.SZ,0,0,0.163620196558554,0,0,0,0,0,0,0,0,0,0.287134289600828,0,0,0,0,0,0,0,0,-0.0930186386330406,0,0,0,-0.278704339170365,0.516367653418995,0,0,0,0,-0.00557116332434206,0,0,0,0,0.00387464371734691,0,0,0,0,0,0,0,0,0,0,0.0875058667459297,0,0.125316922479161,0.3896568400288,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.100370474345044,0,0.0602511731434125,0,0,-0.000547174619365935,0,0,0,-0.177860710446582,0,-0.224645400172364,0,0,0,0,-0.0405331287783727,0,-1.73472347597681e-18,0,0,0,-0.063448222054638,0,0,0,0,0.213769831576883,0,0,0.271206201782761,0.0732533992110156,0,0,0,0,0,0,0,0,0,0,0,0,0.00657672329260343,0.0198706296002593,0,0,0,0,0,0
