,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X002475.SZ,X000651.SZ,X003816.SZ,X000625.SZ,X600104.SH,X002371.SZ,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X000157.SZ,X002236.SZ,X600703.SH,X000977.SZ,X002463.SZ,X002241.SZ,X600372.SH,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X000661.SZ,X600522.SH,X002028.SZ,X601877.SH,X600066.SH,X000800.SZ,X600183.SH,X601799.SH,X000921.SZ,X600418.SH,X002074.SZ,X002007.SZ,X002156.SZ,X002223.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.1967074735294,0,0.110861754000583,0.0659264087889814,0,0.141621728876927,0,0,0,0,0,0,0,0,0,0.0738438776785047,0,0,0.0404077741690548,0,0,0,0,0,0,-0.0816863104447125,0,0,0,0,0,0.0692782438720045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00990236420386725,0.0119206590243683,0,0,0,0,0,0
X000858.SZ,0,0,0.0527057202227291,0,0,0.299163386155041,0,0.0204930310934729,0,0,0,0,0.0289915003049693,0,0,0,0,0,0.0779014359434907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420927715455141,0.0249828263352903,0,0,0,0,-0.00529318619012242,0,0,0,0,0,0,0,0.0151608022029095,0,0,0,-0.00300724628796467,-0.0332815671430946,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.119995071922424,0,0,0,0.0333675081812836,0,0,0,0.115701597887577,0.324923241852673,0,0,0.134665643610472,0,0,0.143333500801759,0,0,0,0,0,0,0,0,0,0.0782046173859314,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.136274500056294,0,0,0,-0.0277570158776602,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.179737861283216,0,0,0.0274811100422422,0,0,0,0,0,0,0,0,-0.0293397741251122,0.0390191867811775,0,0.166605727108746,0,0,0,0,0,0,0,0,0,0,-0.0182331286785297,0,0,-0.0318742156658189,0.0829945208268562,0.0267279367275618,0,0,0,0,0,0,0,0.0120352788165152,0,-0.0326271376448241,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.00627363311493349,0,0,0,0,0,0,0,0,0,0,0,0.085289387199625,0,0,0,0,0.249107571617175,0,6.93889390390723e-18,0,0,0.0980027337566109,0,0,0.127039122873121,-3.46944695195361e-18,0.202287618049807,0.0554677695881476,0,0,0,0,0,0.0576548708679287,0,0,0,0,0,0,0,-0.0357982328588955,-0.009561761752749,0,0,0,0,0,0,0
X000568.SZ,0,0.620729492649174,0,0,0,0,0,-0.0495990672362127,0,0,0,0,0,0,0,0,0,0.00764065068159012,0,0,0,0.134508622055674,0,-0.0289164608077684,0,0,0,0,0,0,0,0,0,0,0.111602457974155,0,0,0,0,0,0,0,0,-0.0269371199587438,0,0,0,-0.0112978989374683,0,0,0,-0.0104887557174857,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.222178938039571,0,-0.02592493001882,0,0,0,0.110021029519181,0,0,0,0,0,0,-0.0719245053876781,0,0.120751884611259,0.0705160382441086,0,0,0,-0.12158962522838,0,0,0,0,0.00935366562186588,0.0346099368945826,0,0,0,0,0,0,0.0297404054790376,0,0.157425181858604,0,0,0,0,0,0,0,-0.0178430552242675,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0655255662197827,0,0,0,0,0,0,0,0,0,0,0,0,0.365128922893814,0,0,0,-0.152158990328479,-0.0854106883896805,0.498859112537631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177064968690508,0,0,0,-0.0112170031175452,0,-0.0268293055404378,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0900209816541182,0,0,0,0,0,0,0,0,0,0.145308853759505,0.142872840757188,0,0,0,0,0,0,0,0,0,0.10106261935861,0,0,0,-0.247089207328424,0,0,0,0,0,0,0,0,0,0,0,0.159696763484162,-0.0203288897543772,0,-0.10260506871333,-0.0362095092677607,0,0.180876517857239,0,0.132449007195984,0.00606594533356267,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0459290163823571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117131819990404,0.193877584511765,0,0,-0.199516205401169,0,-0.0905487922714061,0.0546478288404793,0,0,0,0,0,-0.0105185610817863,-0.05679465082618,0,0,0,0.255431406425874,0,0,-0.0236678330439364,0.281142140387382,-0.202029417275794,0,0,0,0.0167147516308321,0.196101204335918,0.0924335256250864,-0.0453169326139462,0,0,0,0,0,0,0
