,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002007.SZ,X300124.SZ,X000596.SZ,X300014.SZ,X300142.SZ,X002371.SZ,X600741.SH,X000100.SZ,X000625.SZ,X002049.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X002179.SZ,X600183.SH,X000800.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X000547.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0870150726098959,0,0.0873801791306422,0,0,0,0,0,0.207263032070233,0.190019261774152,0,0,0,0,0,0,0,0.0564647678347762,0.015783815205959,0,0,0,0,0,0,0,0,0.0200365671048432,0,0,0,0.0476511041931313,0,0,0.00401718005485933,0,0,0,0,0,0,0.0330015234974603,0,0,0,0,0,0,0,0,0,0.00687338192289099,0,0,0,0,0,0
X000858.SZ,0.176918124683732,0,0,0,0,0,0,0.117253531209935,0.184314992490242,0,0.475071397711497,0,0,0,0,0,0.0580253492049129,0,0,0,0,0,0,0,0,0,0,0,0,-0.075674376431149,0.0125860864431072,0,-0.00334956707128289,0,0,0.00957976465221768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310253087750401,0,0,0,0,0,0
X600276.SH,0.243979360066492,0,0,0,0.0870341120395948,0,0,0,0.0394418337173664,0.222255717817867,0.0186974634603767,0,0,0,0,0,0,0,0,0.0111995765407225,-0.0650145307674855,0,0,0,0,0,0,0,0,0,0,0,0.0642774048935545,0.0444155004976717,0,0.032060012279566,0,-0.0620415480646018,0,0.000872444750614702,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155633527315882,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31404181035623,0,0,0,0,0,0,-6.93889390390723e-18,0.0337578492287991,0,0.0677425934570872,0,0,0.0555535661912878,0,0,0,0,0.107162721863968,0,0,0,0,0,0,0,0.0299165277856307,0.00694972269571209,0,0.0869728365430438,0.0458640658118128,0.020349084570123,0.0382717613847049,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.154770564511991,0,0,0,0,0,0,0.0420302609327236,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0501022522394699,0,0,0,0.186633756732979,0,0,0,0,0,0,0.062320700112562,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131029370331647,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131997130172204,0,0.0080426215417676,0,0,0,0,0,0,0,0,0,0,0,0.146322414947839,0.00866418610030607,0,0,0,0,0,0,0,0,0,0,0.0218117409192951,0,0,0,0.0667480285017393,0,0,0,0,0,0,-0.0528128721424103,-0.0302588722154715,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.12281790785245,0,0,-0.00508013781849302,0,0,0,0,0,0,-4.33680868994202e-19,0.0941190596959155,0,0,0,0,-0.0270877070202551,3.46944695195361e-18,0,0,0.0191136032693612,-0.0225186418723807,-0.000556646455965278,0,0,0,0,0,0,0,0.0701155271324152,0,0,0.24112356376513,0,0,0,0,0,0,0,0,0,0,0,0.00593815827598146,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0272168400853781,0,0,0,0,0,0,0,0,0.267025487144662,0,0.00353083395979691,0,0.0196207203704821,0,0,0,0.0570800284327141,0,0,0,0.0181046082863392,0.400726577733995,0,0,0,0,0,0,0,0,0.0300917709837672,0,0,0,0,0,0,0,0,-0.0588556373722474,0,0,-0.00492256178383093,0.0207000269656205,0,0,0,0,0,0
X002304.SZ,0,0.307924797143998,0,0,0,0,0,0,0,0.280583326828663,0,0,0,0,0,0,0,0,0,-0.0115261649133826,0,0.0685441183857586,0,0,0,0,-0.00527568837843542,0,0,0.184223494774492,0,0,0.0521095058750477,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.00822545142642076,-0.0209184229202776,0,0,0,0,0,0,0,-0.00222527345534684,0,0,0,0,0,0,0
X000568.SZ,0,0.466490454799924,0,0,0,0,0,0,0.216279688711532,0,0,0,0,-0.0380279361938436,0,0,0.028431142365296,0,0,0.0726266661477249,0,0.0781286237347952,0,0,0,0,0,0,0,0.0427764828950789,0,0,-0.0612123571269603,0,0.0157488187330873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00442503308479054,0.00896789325901297,0,0,0,0,0,0
X600809.SH,0,0.249479777959959,0.232015796858285,0,0,0,0,0,0,0.278167970354946,0,0,0,0,0,0,0,0,0,0.126616318698845,0,0.0827216743444969,0,0.0263342011403034,0,0,0,0,-0.00596998742346833,0,0,-0.0540283954175591,0.0327005415694949,0,0,0,0,-0.116226200283901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525733186623058,0.0187139326407326,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43007477495822,-0.00979677929152437,0,0.187285303341422,0,0,0,0,0,0,0,0.0232522749811101,0,0,0,0,-0.0368619737894202,0,-2.16840434497101e-19,0,0.30106162139978,0,0,0,0,1.73472347597681e-18,0.0144790016899557,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.362627054184071,0,0,0,0,0,0,0.0602043160638703,0.10005259277076,0,0,0,0,-0.0278011863714913,0,0,0,0,0,0,0,0,0,0,-0.0965224063022111,0,0,0,-0.0442425819525862,0,0,-0.0110456024968966,0,-1.73472347597681e-18,0.0554201064492997,0,0.0488531101133916,0,0.135928935830523,0,0.0335148199827113,0.0259097210048098,0,0,0,0,0,0
X000661.SZ,0,0,0,0.397733319661094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.339969166452544,0,0,0.254239796153078,-0.27404584017384,0.227553737654157,0.0658527128571848,0,0.0351141202932814,0,0,0,0,0,0.0455508288897023,0.0689418001027983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883329871897877,-0.0704450920481568,0,0,0,0,0,0
X600690.SH,0,0,0,0.0982053188324081,0,0,0,0,0,0,0,0,0,0,0,0,0.0801426964515303,0,0,0.038190868364105,0,0.215827577952754,0,0,0,0,0,0,0,0.0473054160321003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.112485821541625,0,0,0,0,0.0173199355359991,0,0.00949617897449255,0,0,0,0,0.00953366859643893,0,0,0.0149583458295471,0,0.0144870689294389,0,0,0,0,0,0,-0.00707581057095959,0,0.0652650220207271,0,0,0,0,0.0875975639721925,0,0,0.0345903909756268,0,0,0,0,0,-0.00336460143940213,0,0,0,0,0,0
X002241.SZ,0,0,0,0.209677974605459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174303520230257,0.25701672751904,0,0,0.076419951181021,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00154788512228434,0,0,0,0,0,0,0,0,0.0299352788906351,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.278269740556247,0,0,0,0,0,0,0,0,0.00941245380430685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149241334417749,0,0,0,0,-0.0443383452963668,0,0,0,0,0.0683091346703702,0.0808496200171386,0,0.00852223584149663,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.257092899890897,0,0,0,0,0,0,0,0,0,0,0,0,0.107017645333901,0,0,0,0.00775346464438006,0,0,0.168037359129398,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0230752313270675,0,0,0.0274483943685707,0.269235321613675,0,0,0.0703751956627433,0,0,0,0,0,0,0,0.0103647653249471,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0.28545447313287,0,0,0,0.268886970121631,0,0,-0.0821182256445652,0,0,0,0.208028772263,0,0,0.263692376894687,0.0375755002174154,0,0,0,0,0,0,0.230575114380116,0,0.199467548776853,0,0,0,0,0.0327431602740875,0.193675358512945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150504891872586,0,0,0.19088051956679,0,0,0,0,0,0,0,0,-0.0480103417983766,0,0.0234942135793334,0.0185261984091715,0,0,0,0,0,0.0412447004548126,0.0965816819064121,0,0,0,0,0,0.238818808250992,0.117067704887753,0,0,0,0,0,0.141246472948475,0,-0.0135704058141278,-0.0123829352652512,0,0,0,0,0,0
