,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X003816.SZ,X600276.SH,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000063.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000338.SZ,X002304.SZ,X000596.SZ,X002463.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X000157.SZ,X600584.SH,X600703.SH,X000977.SZ,X600066.SH,X600372.SH,X600522.SH,X002028.SZ,X600741.SH,X600183.SH,X002236.SZ,X002049.SZ,X600487.SH,X601877.SH,X600418.SH,X000921.SZ,X002180.SZ,X002223.SZ,X000661.SZ,X000400.SZ,X000800.SZ,X002156.SZ,X601799.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.198391496095461,0,0.225806806950383,0,0,0,0,0,0,0,0,0,0.0916293506411667,0,0,0,0,0,0,0,0,-0.0652435870575783,0,0,0,0,0,0,0.00442420137184327,0,-0.0107908767294929,0,0,-0.0418333244720903,0,0,0,-0.037280840512105,0,0,0.0147898483433209,0,0,0,-0.0421279296794999,-0.00178112440287075,0,0,0,0,0,0
X000858.SZ,0,0,0,0,-0.0224781076785809,0,0,0,0,0.41004768635316,0,0,0.0328534668524094,0,0,0,0,0,0.142432307924911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469949121411527,0.011916250125113,-0.0659655464911566,0,0.0744228835684426,0,0,0,0,-0.0429218861056767,0,0,0,0.0449073424603137,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194626418546686,0.418091458476999,0,0,0,0,0.0400422096945725,0.0785304300756555,0,0,0,0,0.0875694269493865,0,0,0,0,0.0254278279321127,0,0,0,0,0,0,0,0,0,0,0.0422731313213717,0.0720002353479971,0,0,0,0,0,0
X002415.SZ,0,0,-0.0715063744933152,0,0,0.0751436108659653,0,0,0,0,0,0,0,0,-0.0884668285230263,0,0,0,0.0992061263617818,0,0,0,0,0.0197301897491493,0,0,0,0,0,0.116089624907182,0,0,0,0,0,0,0.0608540005925803,0.0890545397376728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138313775753307,-0.131693288185738,0,0,0.0229309253549426,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.014634333185051,-0.0532327730605444,0,0,0,0,0,0,0,0,-0.235268648142464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125361721353736,0,0,0,0,0,0,0,0,0,0.11827094733144,0,0.00544994865785145,0.0865112146484064,0,-0.0150684713300433,0.0420557522135818,-0.0554513852466102,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.17394198844526,0,0,0,0.0168918361355139,0,0,0,0,0,0.0834721221688959,0,0,0,0,0.323076324761064,0.0433942735533461,0.210941710571731,0,0,0,0,0,0,0,-0.321366717465627,0.075751108356196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177876041133202,0,0,-0.0308846941328344,0,-0.0099040612716856,0,0,0.0566654812120898,0,0
X600690.SH,0,-0.0909772401004399,0.0227448420079242,0,0,0,0,0,0.121286509256107,-0.0286171038082748,0,0,0,0,0,0,0.102055006772567,0.159332997760538,0,0,0,0,0,-0.0322532792055792,0,0,0,0,0,-0.0569441600484947,0,0,0,0,0,0,0,0,0,0,-0.0652878027535437,0.222520542595269,-0.0550372418116767,0,0,0,0,0,0,0,0,0,0.0217174958513153,0,0,0,0.0843922430252008,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218726361401194,-0.0613530688624547,0,-0.0347777126511645,0,0,0.334490793820771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397664581580576,0,0,0,0,0,-0.00699217823617846,4.33680868994202e-19,0.0700544781389032,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161664549527841,0,0,0,-0.0242505680672631,0.0742038851129024,0.191650983501237,0,0,0,0,0,0,0.0846573610282502,0,0,0,0,0,0,0,0,0,0,0,0.0279987027925867,-0.00236864372167565,0,0,0,0,0.107761629223186,-0.0901865449633122,0,0,0,-0.0133624716669379,0,0
X000568.SZ,0,0.935905525365174,0,0,0,0,0,0,0,0,0.132132444076798,0,0,0,0.00664606160562336,0,0,0,0,0.0826753051561299,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0580978873214811,0,0,-0.0146455199151161,0,0,0,0,-0.118635061894239,0,0,0,0,0,0,0,0,0,0,0,-0.0276655372201688,0.000303746420023212,-0.0805798369459611,0,0,0,0,0,0
