,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600690.SH,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X002129.SZ,X002371.SZ,X002049.SZ,X000725.SZ,X003816.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002241.SZ,X002180.SZ,X600522.SH,X000661.SZ,X300142.SZ,X000733.SZ,X002074.SZ,X601877.SH,X000100.SZ,X600741.SH,X600460.SH,X000157.SZ,X300003.SZ,X600702.SH,X600884.SH,X600487.SH,X600584.SH,X600563.SH,X601799.SH,X000799.SZ,X002414.SZ,X002176.SZ,X002223.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0897698978997782,0.322605089574045,0,0.00885201866693304,0,0,0,0.146427545331473,0,0.0787311803356158,0,0,0,0.0114047875022975,0,0,0,0,0,0,0,0,0,0,0,0,-0.033490516529827,0,0,0,-0.131515560181459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10472464150607,0,0.0467356987648265,0,0,0,0.0346149144272996,0,0,0,0,0,0,0
X000858.SZ,0.136736955279644,0,0,0,0.31946153444231,0.128794317348705,0,0.0556284023717945,0,0,0,0.0772735000555553,0,0,0.0713512059390106,0,0,0,0,0,0,0,0,0,0,0,0,0.0188152876240068,0,0,0,0,0,0,0,0,0,0,0,0.0619224666169048,0,0,0,0,0,0,-0.10004089248826,0,0,0,0,0,0.0195939528945694,0,0,0,0,0,0
X600809.SH,0.401763338528383,0,0,0,0.542226203565905,0,0,0,0,-0.0405815533920951,0,0,0,0,0,-0.0379615122470651,0,0,0,0,0.000908269799133628,0,0,0,0,0,0,0,0,0.0768410655043298,0.000419839166506127,-0.061695922948444,0,0,0,0,0,0,0.0455464990352571,0,-0.0317071371593462,0,0,0,-0.0210402477414893,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382296522025656,-0.0155374219034173,-0.0428614695169866,0,0.194378765697459,0,0,0,0,0,0,0,0,0,0.182053325045126,0,0,-0.217630615355167,0,0,0,0,0,0.38720242921732,0.141267638874237,0,0,0,0,0,0,0,0
X000568.SZ,0.30428651576693,0,0.785478889231148,0,0,0,0,0,0,0,0.0232895029619665,0,0,0,0,0,0,0,0,0,0.054629039010861,0,0,0,0,0,0,0,0.0789287046798384,0.0874756448850946,0,0,0,0.0203181961630219,0,0,0,0,0,0,0,0,-0.0371002119573453,0,0,0,0,0,0,0,0,0.00116820585544588,0.0114119434018461,0,0,0,0,0,0
X600276.SH,0,0,0,0.0860361984672844,0,0,0,0,0,0,-0.118690895557763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123905065766121,0.0184968845823067,0.0745764436742627,0.0850442122176768,0,0,0,0,0,0,0,0,0,-0.0274998398111337,0.017398153196749,-0.000680959217115605,0,0.157122891985388,0,0,0.168586179272949,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0249558186317539,0,0,0,0,0.30691499911325,0.158553061281568,0,0,0,0.0348739243175904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338206414696368,0,0,0,0,0.0576642431530466,0,0,0.126638632716123,0,-0.00257519375275419,0,0,0,0,0,0,0
X002304.SZ,0,0.275349911767307,0,0,0,0,0.0879013207080805,0,0,0,-0.151210215723888,0,0,0,0,0,0,0,0,0,0.134986030952812,0,0,0,0,0,0,0.0467161179649515,0,0,0,0,0.118844528976014,0,0.0950743945155334,0,0,0,0,0.192638803879455,0,0,0,0,0.0974199946760364,0,-0.0992874822597839,0.00694553933179081,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.101914331548129,0,0,0,0.271837428964201,0,0,0,0,0,0,0.287703662986092,0,0.0392947175878906,0,0,0,0,0,0,0,0,0,0,0.0145311249690444,0.0649216940110673,0.0873034087142602,-0.0337171555104672,0.0995178395904318,0,0,0,0,0,0,0,0,0,0,0,-0.0224482859465914,0,0,0,0,0,-0.0616089659295508,0,0,0,0,-0.0392536790814802,0.0152360544102151,0,0,0,0,0,0
X300124.SZ,0,0,-0.103822611867211,0,0,0,0.100593947698878,0,-0.206960215970187,0,0,0,0,0.039363746931995,-0.121242692607731,0.141459677209864,0,0,0,0,0,0,0,0,-0.0163724917595993,0,0.192907916521853,-0.0955034941363821,0,0,0,0,0.149700009013889,0,0,0,0,0,0,0,0,-0.13389855846033,0,0,0,0,-0.0517895832351195,0.112154419146203,0,0,-0.172975244863476,0,-0.0640929133712378,0,0,0,0,0,0
