,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000100.SZ,X600703.SH,X600118.SH,X600271.SH,X600372.SH,X000157.SZ,X000338.SZ,X002129.SZ,X002241.SZ,X600741.SH,X000559.SZ,X600839.SH,X600089.SH,X600066.SH,X002292.SZ,X300124.SZ,X600177.SH,X002236.SZ,X002456.SZ,X600582.SH,X000800.SZ,X002475.SZ,X000568.SZ,X601877.SH,X300003.SZ,X000550.SZ,X600435.SH,X002223.SZ,X002465.SZ,X002276.SZ,X600060.SH,X000727.SZ,X000016.SZ,X000581.SZ,X000869.SZ,X002008.SZ,X600198.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0846519681698431,0,0,0.0354044422666457,0,0,0.0254472601023856,0,0,4.33680868994202e-19,0.0729120710726153,0.00850362954982441,0,0,0,0,0,0.0750013867779678,0,0,0,-0.0280499866840626,0.0160311838581223,0,0.0612937912903628,0,0,0,0.188053967019366,0,0,0,0,0,0,0.00395521939037846,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00199533669657902,0.0115059706792676,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0412792090774276,0,0.11169573627522,0,0,0,0,0.0573314921177022,0,0,0.0822136293486242,0,0,0,0,0,0,0.0609810100301834,0.0415543136683575,0,0,0,0.0355215442630168,0.0492941867654769,0,0,0,0,0,0,0,0,0,0,0,0.0206992712901023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0538270857254436,0,0.151960510434244,0.130955408481834,0,0,0,0,0,0,0,0,0.0666009292362224,0.0721531010305061,0,0,0,0,0,0,0.168670233785197,0.0480358129774573,0,0,0,0.0263027920047185,0,0,0,0,0,0,0.10313654057333,0,0,0.0598434195872476,0,0,0,0,0.00426333912820243,-0.00566199673511451,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0512021962615526,0,0,0,0,0,0,0,0,0.0507063533570869,0,0,0,0,0.0459320148478762,0,0,0,0,0,0,0,0,0,0,0,0.0325291154523872,0,0.00856500217713379,0,0,0,0,0,0.146746792946225,0,0,0,0,0,0,0,0,-0.00818357618935781,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0440006193059488,0,0,0,0,0,0,0.0632185594354745,0.0749871812749301,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.102109947219428,0,0,0,0,0,0,0,0,0.027294632765328,0.175337049728547,0.0779224358883323,0.142543585452766,0,0,0,0,0,0,0,0,0,-0.0213753895208134,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.179887108835333,0,0,0,0,0,0,0.118804558695162,0,0.09546965667121,0,2.16840434497101e-19,0.0354741467304941,0,0,0,0,0,0.129914113423246,0,0,0,0,0.00844898824690372,0,0,0,0,0.116498165328244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00299711134666042,0.00112240845273267,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0322823608698126,0,0,0.0541691210390515,0,0,0.000878807821478592,0,0.154432313291036,0,0.0283544145120375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705045176145249,0,0,0,0,0.155366279058431,0,0,0,0,0,0.0701579121602098,0,0.0270803431102635,0,0,0,0,0,0.0257852693180277,0,0,-0.00822857662602323,-0.0074567142674594,0,0,0,0,0,0
X000625.SZ,0.0309666944500313,0,0,0,0.10666043159844,0,0,0,0,0,0,0,0,0,0,0,0,0.122142695921152,0,0,0,0.0419606387906461,0,0,0.0895362995397789,0,0,0,0,0,0,0.020526785248572,0,0,0,0,0,0,0,0,0,0,0.0447865857793199,0,0,0,0,0,0,0,0,0,0.0408798227353025,0,0,0,0,0,0
X000063.SZ,0.11100525936077,0,0,0,0.0836848724189597,0,0,0,0,0,0,0,0,0,0,0,0,0.141616359459424,0,0,0,0.0394177521689361,0,0.0512549445103864,0.0204313587662131,0,0,0,0.263062794968317,0,0,0,0,0,0.00393391428036481,0,0,0,0,0.00850796419882835,0,0,0.0775445704244501,0,0,0,0,0,0,0,0,-0.00993861352887171,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114914976966348,0,0,0.0456412776924769,0,0,0,0.0572684242001483,0,0,0,0,0,0.087139353756722,0,0,0,0,0,0,0,0,0,0,0,0.117086035370579,0.00115020563837846,0.0608002266682108,0,0,0,0,0,0.0626616093081442,0,0,-0.000962007427783723,4.33680868994202e-19,0,0,0,0,0,0
