,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X300014.SZ,X003816.SZ,X600031.SH,X002129.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X300142.SZ,X600089.SH,X601877.SH,X600741.SH,X002180.SZ,X600460.SH,X000661.SZ,X000733.SZ,X000100.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X600584.SH,X600183.SH,X002414.SZ,X000800.SZ,X601799.SH,X600372.SH,X000977.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.23052257579627,0,0,0,0.0801564949763052,0.0832665039159561,0,0,0,0,0.00280058786835504,0,0,0.0279089238405963,0,0,0,0,0,0.209885641610494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372732877868449,0,0,0,0,0,0,0,0,-0.00299678916398825,-0.0230144614149272,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.47712674595246,0,0,0,0,0,0,0,0,0,0,0.186199700643806,0,0,0,0,0.101679765556252,0,0,0,0,0,0,0,0,0,0,-0.0201753975732395,0,0,0.0153990672459195,0,0,0,0.00409439184527458,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0383771671062707,0.0148850602424517,0,0,0,0,0,0
X600809.SH,0,0,0,0.0659979828997135,0.40830848932561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117318936708434,0,0,0,0.166838433279836,0,0,0,0,-0.064345336622814,0,0,0,0,0,0.0031532575110236,0,0.144555849451922,0.15801133266928,0,0,0,0,0,0,0,0.0140759870566095,0,0,0,0,0,0.0264368300253981,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0811718019488334,0,0,0,0,0,0,0,0,0,0,0.213103832745595,0,0,0,0,-0.252059519053023,0,0,0,0.0366068538353099,0,0,0,0,0,0,0,0,0,0,0,0.125936873314568,0.134194043136041,0.324898171261059,0,0,0,0,0,0,0,0,0,0.158814215394468,-0.131981424473193,0.13142054309814,0,0,0,0,0,0
X000568.SZ,0,0.437296085924654,0.107785902486927,0,0,0,0.0799010699478697,0,0,0,0,0,0,0,0,0,0,0.0553185163477611,0,0,0.131900962984256,0.0793069545719894,0,0,0,0,0,0,0,0,0,0,-0.0611875262408354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530380574949929,0,0,0,0,0,0
X600690.SH,0,0.345188478554796,0,0,0.0308060392907104,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0336143109371967,0,0.0139877810421177,0,0,0,0,0,0.0264625433409727,-0.0117074885527446,0,0,0,0,0,0,0,0.0149499096280301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154426466321181,0,0,0,0,0,0.10554285583252,-0.044987500753627,0,0,0,0,0,0,0
X002304.SZ,0,0,0.197965926533379,0,0.0707738303869517,0,0,0,0,0,0,0.0794619770860426,0,0,0.355071132255186,0,0,-0.036484827583683,0,0,0.113089216808243,0,0,0,0,0,0,0,0,0.0285883107777713,0,0,0,0,0,0,0,0,0.182357957245672,0,0,0,0,0,0,0,0,0,0.119439211709028,0,0,0,-0.00954900557734758,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135517397117309,0.419765505343716,-0.105077349583266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813108164240577,0,0,0.00684194542784512,0,0.0738623431357919,0,0,0,0,0,0,0,0.0259183759568115,0,0,-0.00449399511248989,-0.0284865325232254,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0365408598529495,0.198716973766204,0,0,0,0,0,0,0,0.115761346372495,0.0878107644104494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109365032302912,0,0,0,0,0,0,0,0,0,0.0187813630968287,0.0402276937645073,0,0,0.107005857558599,0,0,-0.0123335479294521,-0.0151482548307961,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134425895333197,0,0,0,0,0,0,0,0.180734142768835,0,0,0,0.00954283468971132,0,0,0.147999948565884,0.0223583308359351,0,0,0,0,0.0378762328703882,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00847961003478514,0,0.0756182829160933,-0.0114254973956548,0.0108763085437718,0,0,0,0,0,0
