,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000100.SZ,X600271.SH,X600031.SH,X600372.SH,X000157.SZ,X600089.SH,X000338.SZ,X002241.SZ,X002236.SZ,X002475.SZ,X002292.SZ,X600741.SH,X000559.SZ,X600066.SH,X002129.SZ,X300124.SZ,X600582.SH,X600177.SH,X601877.SH,X600839.SH,X300003.SZ,X002456.SZ,X600435.SH,X000016.SZ,X000568.SZ,X002465.SZ,X002294.SZ,X002008.SZ,X000550.SZ,X000800.SZ,X600498.SH,X002498.SZ,X000623.SZ,X600060.SH,X000977.SZ,X000869.SZ,X600198.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.118338093755364,0,0,0.032450505395867,0.0299367747483006,0.0523876844446102,0,0.125550020419098,0,0.044726075939701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443112782729581,0.0236150783879129,0,0,0,0,0,0,0,0,0,0,0,0.0127264264958671,0.00571013134156264,0,-0.0385830906818341,0,0,0,0
X600104.SH,0,0,0,0,0.0604055933656719,0,0.175715820717296,0,0.0467706139916085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276402379519284,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00594797828306114,0,0,0,0,0,0,0,0,0.00138859652546315,0.0407953596846177,0,0,0,0,0,0
X000725.SZ,0,0,0,0.017828807188675,0.0558090146916586,0,0,0,0,0,0,0.193228557701103,0.161846156354118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420338562230885,0,0,0,0,0.0595551231067379,0,0,0,0,0,0,0,0,0,0.0386858923110958,0,0.0824139321967342,0,-0.00249918326137168,0.00688085211771159,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.044472860913097,0,0,0,0,0,0.0386185448707807,0,0,0,0.0835741240055704,0,0,0,0,0,0,0,0.0412167622231014,0,0,0,0,0.0188414566629101,0,0,0,0,0,0,0.462044446435809,0.00793512557816607,0,0,0,0,0.0322674403276274,0,0,0,0,0,0,0,-0.0228658185622295,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.121550272787095,0,0,0,0.138203953001781,0,0,0,0.187853011345361,0,0,0,0,0,0.0320238428036957,0,0,0,0,0,0,0,0.0928607077054302,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0825010121100182,0,0,0,0.0550732675305336,0,0,0.079744077473469,0,0,0,-0.00310372842045201,0.0217546260877445,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0561754459251559,0,0,0.307993261017869,0.137305505289103,0,0,0,0,0,0,0,0,0,0.00379150729717393,0,0.0422418522593007,0,0,0,0,0.0125992275964452,0,0,0,0,0,0,0,0,0,0.0233439652583191,0,0,0.495830586459052,0,0,0,0,0,0,0,0,0,0,0.0851522685408195,0,0,0,0.00874749277225159,0,0,0,0,0,0
X002304.SZ,0,0.175074883680094,0,0,0,0.231783542245244,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.133549368593228,0,0,0,0,0,0,0,0.0561424342595651,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.140237063994106,0,0.0158615698919539,0.0426660347947703,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0160543096482957,0,0,0,0,0,0,0.0295876247071038,0,0,0,0.213240244141376,0,0,0.0113960464472033,0,0,0,0,0.129097304434161,0,0.0785391564695879,0,0,0,0.207734810031368,0,0.0154482596237159,0,0,0,0,0.0464481107553804,0,0,0,0.0257783797420661,0,0,0,0,0,0,0,0,0,0,0.0265954305835358,0,0,0,0,0,0
X000063.SZ,0.166902139461666,0,0,0,0.0656963936692772,0,0,0,0,0.0394999401450394,0,0,0,0,0.196734695809817,0,0,0,0.292639255263609,0,0,0,0,0,0.0494905620168053,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0334804098175305,0,0,0,0.00189942147536931,0,0,0,0,0,0.0271736168651364,0,0,0,0,0,0,-0.0106323534399595,-0.0362374051941134,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0619504408859241,0,0.042389452102061,0,0,0,0,0,0.14164264341524,0,0,0.0800442597400874,0,0,0.0138195374721904,0,0,0,0,0.148322014402365,0,0,0,0,0,0.083940657667036,0,0,0,0,0,0,0.123791848081195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238083969267273,-0.0025552664339267,0,0,0,0,0,0
X600690.SH,0,0,0,9.81243853345492e-05,0,0,0.213196337049173,0,0,0,0,0,0,0,0,0,0,0.105420271389315,0,0,0,0,0,0,0,0,0,0,0.0356824103068171,0,0,0,0,0,0,0,0,0.00295178978427643,0,0,0,0.0601907249187226,0.106460663491942,0.0180043931740557,0,0,0,0,0,0,0,0,0.0194821460639564,0,0,0,0,0,0
X600703.SH,0,0,0.139777228910976,-0.042904639079173,0,0,0,0,0,0,0,0,0.1472682615766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227777124333576,0,0,0,0,0,0.22511645919777,0,0.129609529976008,0,0,0,0,0,0,0,0,0,0.147465010166368,0,0,0.129486197500058,0,-0.0193577074384759,-0.0362228394750072,0,0,0,0,0,0
X600118.SH,0,0,0.0970037516241851,0,0,0,0,0,0,0,0,0.032604075214703,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0107996130041332,0,0,0,0.0375309839860707,0,0,0.502123259096652,0,0,0,0,0,0,0.0710677161268795,0,0,0,0,0,0,0.115633186184842,0,0.0168115474345191,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0205808590054588,0,0,0,0.157147769192035,0,0.127419955181553,0,0,0,0,0.0389405174366125,0,0.15073813589796,0,0,0,0,0,0.159764100784351,0,0.119338672423006,0,0,0,0,0,0,0,0,0.180305726240575,0,0,0.0407837208673446,0,0,0,0,0,0,-0.00318534093643068,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.117801015358418,0,0,0,0.0967491631019049,0,0,0,0.0325402053076867,0,0,0,0,0,0,0,0,0.307526806369713,0,0,0,0,0,0,0,0,0,0,0,0,0.067862175540913,0,0,0,0,0,0.0064361029837467,0,0,0,0,0,0,-0.0199109902032609,-0.0104984960054467,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0611368614012719,0,0,0,0.103792252535102,0.0304881150485836,0,0,0,0,0,0,0.158590405387068,0.179216678787222,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0827651266465136,0,0,0,0,0,0,0.0212034229245287,0,0,0,0.0328437350775287,0,0,0,0,-0.00129511276685312,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0159805028561113,0,0,0,0,0,0,0,0,0,0,0,0,0.219233579823982,0,0,0,0,0,0,0.106194955938669,0,0,0.133178385833821,0,0,0.0174683750730872,0,0,0,0,0,0,0,0,0.00771378443405545,0,0,0,-0.0244285123944798,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0.105618523568199,0,0.226418897732843,0,0,0,0.0584810357535025,0,0,0,0,0,0.458579659954519,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171290027537937,0,0,0,0,0,0,0,0,0,0,0.0457318788050639,0,0,0,0,0,0,0,0,0,0,0,0,0.0409366387906449,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.358813315565175,0,0,0,0,0,-1.35525271560688e-20,0,0.0783483147161682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723281029600437,0,0.0965066826435281,0,0,0.0292106834328972,0,0,0,0,0,0,0,0,0,0,-0.0153741263880417,-0.0178040921913603,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0547611002127077,0,0.0954336008898888,0,0,0,0,0,0,0,0,0,0.142248596597542,0.0868523742734029,0.203630880045415,0,0,0,0,0,0,0.0706266234070362,0.067297541250793,0,0,0,0,0,0,0.027508427690676,0,0,0,0,0,0,0,0,0,0.0250038184298076,0,0,0,0,0,0,0.0464256822312579,0,0.00190268699545982,0.00948233498110121,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.190238836106534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336277519626399,0,0,0,0,0,0,0,0.00377276411752834,0,0,0,0,0.131017199642976,0,0,0.126629689477496,0,0,0.0937748382885742,0,0.062492497338887,0,0,0.0193764766541861,0.0144154114086514,0,0,0,-0.00697879055698084,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.169894371170448,0,0.0543813032246904,0,0,0,0,0,0,0,0,0,0,0.0280405683792584,0,0.0245972790619042,0,0,0,0,0.059539892776084,0.141048093939958,0,0,0,0,0,0,0,0,0.0249294385542669,0.105462376983526,0,0,0.0218639232834297,0,0,0,0,0,0.00844745975009829,0,0,0,0,0,0
