,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X000157.SZ,X002236.SZ,X002292.SZ,X002241.SZ,X600066.SH,X600741.SH,X000338.SZ,X002475.SZ,X600089.SH,X000559.SZ,X002129.SZ,X601877.SH,X600177.SH,X600435.SH,X000016.SZ,X000568.SZ,X000547.SZ,X002465.SZ,X300124.SZ,X300003.SZ,X600839.SH,X002294.SZ,X600582.SH,X600252.SH,X002456.SZ,X000550.SZ,X000800.SZ,X002276.SZ,X002498.SZ,X000066.SZ,X002179.SZ,X000581.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.240240599723409,0,0,0,0.0106287276718553,0,0,0.125720357524252,0,0,0,0,0,0,0,0,0,0,0,0.140939377731824,0,0,0,0.0302544666421644,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0060183239721586,0,0,0,0,0,0,0.0543197404314777,0,0.000329734077561974,0.0210391309815301,0,0,0,0,0,0
X600104.SH,0.432592372824716,0,0,0,0,0.0188696440801056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693376528229031,0.217353002857355,0,0,0.027669432142366,0,0,0,0,0,0,0,0,0,0,0.0277189755357779,0.0770225602575804,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0968860541864986,0.017514202192544,0.0267210113719983,0,-0.0362749449079158,0,0,0,0
X000651.SZ,0,0,0,0,0.0172338621944098,0,0,0.106276504448154,0,0,0,0,0,0.0433292256277904,0.0781096060040273,0,0,0.0532700617862643,0,0,0,0,0,0.0370661928130265,0,0,0.00841631215972198,0,0,0,0,0,0.413010805092145,0,0,0,0,0,0,0,0,-0.0239502563591192,0,0,0,0,0,0.0461760435355954,0,0,0,-0.0245787244020164,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.129351073199413,0.197645721181263,0,0,0,-3.46944695195361e-18,0.128354167120225,0,0,0,0,0,0,0,0,0.029511167281653,0,0,0,0,0,0.0859497096269484,0,0.0506413127011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718286770159252,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0.0570780060912523,0,0.076928577265132,0,0,0,0,0,0,0,0,0.0489660248517798,0,0,-0.177784841872175,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.255860456855799,0.0547656750714566,0,0,0,0.231549950878634,0,0,0,0,0,0,0,0,0.0533185963215824,0.012703179102871,0,0.0620709588114057,0,0,0,0,-0.0203591763406136,0.00330578057972851,0,0,0,0,0,0
X002304.SZ,0,0.167295329779412,0,0,0,0,0.411221494292598,0,0,0,0,0,0.0349200988998188,0,0,0,0,0,0,0,0.0112209154359126,0,0,0,0,0,1.73472347597681e-18,0.00565689228760209,0,0,0,0,0,0,0,0,0,0,0.0025081030313823,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0312163457395122,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.247130201345538,0,0,0,0,0,0.0198383495434147,0,0,0,0,0,0.0370092530482328,-0.0181607645259507,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.16704504180372,0,0,0.5365350719255,0,0,0,0,0,0,0,0,0,0.0186953707475149,0,0,0,0,0.0251800623866446,0,0,0,0,0.0166130428325981,0,0,0,-0.0403954162299366,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.154745340913221,0,0.14395770147682,0,0,0,0,0.0265649322358475,0,0,0,0,0,0.181326279109,0.0452669841559349,0,0.0923461252623133,0,0,0,0.0550773552444189,0,0,0.0444868788877684,0,0,0,0,0,0.0586809936953916,0,0,0,0.00595026379518469,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0195578640548311,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.160957370979435,0,0,0,0,0,0,0,0,0,0,0.0628569439053282,0,0,0.417492724666489,0,0,0,0,0,0,0,0,0,0.0214944824087844,0,0,0,0,0,0,0,0,0,0.130581880405646,0,0,0,0,0,-0.0347458484098212,-0.0210397148733372,0,0,0,0,0,0
X000625.SZ,0,0,0.071223971795505,0,0,0,0.059085269717815,0.0553978303167796,0.00963729388927841,0,0,0,0,0,0.101333189173286,0.00213734297518045,0.0636363019041727,-2.16840434497101e-19,0,0,0,0,0.219506556136734,0,0,0.0265365458512288,0,0,0,0,0,0,0.068692304212995,0,0,0,0,0,0,0,0,0,0.0402680357076044,0.0106568035082002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
