,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X600703.SH,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X300124.SZ,X600271.SH,X000157.SZ,X600177.SH,X600372.SH,X600522.SH,X002085.SZ,X600089.SH,X002007.SZ,X002508.SZ,X300136.SZ,X000066.SZ,X000981.SZ,X300003.SZ,X600867.SH,X600699.SH,X002074.SZ,X002294.SZ,X000559.SZ,X600487.SH,X002292.SZ,X002180.SZ,X002008.SZ,X600498.SH,X000596.SZ,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610975497066089,0.0015500288803778,0,0.00885982185280997,0,0,0,0,0,0,0,0,0,0.0632210132669355,0,0.0478291970005062,0,0,0,0,0,0.0430484493374533,0.0956727331575974,0,0,0,0,0,0.12807023190308,0,-0.0173787548414104,0.00718476875499551,0,0,0,0,0,0
X600104.SH,0,0,-0.106302353094312,0,0,0,0,0,0,0,0,0,0,0,0.559207932846053,0,0,-0.0916874173341806,0,0,0,0,0,0,0,0,0,0,0,-0.0721544105199566,0,0,0,0.121203835534858,0,-0.155206980575417,0,0,0,0,0,0,0,0,0,0,-0.0438762774506751,0,0,0.0313023339146212,0,-0.0221592624320575,0.00879922440951304,0,0,0,0,0,0
X002415.SZ,0,0,0,0.221377005301869,0,0,0,0,0,0,0.0669439827844226,0,0,-0.0172371053591247,0,0.0414384574441644,0,0.201569043198193,0,0.200145977366195,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694622905376865,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199751063958182,0,0.050440401791308,0,0.00307013783263239,0.00108966899043006,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00549138280967449,0,0,0,0,0.111015646625514,0,0,0,0,0,0,0.0665704353935867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707481922262307,0,0.0703087236901073,0,0,0,0,0.358406511817879,0,0.00354111750968063,0,0,0,0,0.141354571313429,-0.0802674930627352,0,0.00430663715257733,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0484301668083281,0,0,0,0,0.416822329413447,0,0,0,0,0.131196319043865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393094027977108,-0.0140558828115886,0,0,0,0,0,0,0,0.0330223653165431,0,0,0,0,0,0,0,0.00545481062022624,0,0,0,0,0,0,0
X002304.SZ,0,0.17597673137662,0,0.0971391292658903,0,0,0,0.0728949928355643,0,0,0,0,0.00589106977212422,0.138431822118676,0.125376552804738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017940204124814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921577195676359,-0.0326852635100071,-0.00551654275787378,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00543607496390626,0,0,0.205394979136507,0,0,0,-0.0289050398469179,0,0,0,-0.0911908904950926,0,0,0,0.00567536713093046,0,0,0,0,0,0,0,0,0,0,0,0,0.0467096277764984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113998158692575,0.0159859170680696,-0.000130955516590453,0,0,0,0,0,0
X000725.SZ,0,0,0,0.130131596783908,0,0,0,0,0,0,0,0.191853021285868,0,0,0,0,-0.569580680153108,0,0,0,0.0824900082701154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222619847927894,0,0,0,0,0,0.084864150993021,-0.0276173229327845,0.00881716387430068,0,0,0,0,0,0
X000625.SZ,0,0.144541786846273,0,0,0,0,0,0,0,0,0,0,0,0,0.458127560928003,1.38777878078145e-17,0,0.152077996620326,0.0610297929226683,0,0,0,0,0,0,0,0,0,0.0311306359724481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729459836079861,0.155476104581316,0,0,0,0,0.0531893535368756,0,0.0289455353466701,-0.0158476807014364,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179023841415234,0,0,0,0.16886327082062,0.0917223302614768,0,0,0.0494346827867427,0.10460365524106,0,0.0254991379572014,0,0,-8.67361737988404e-19,0,-0.0680321762511253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534199861524464,0.0162368301290627,-0.00929315707979693,0,0,0,0,0,0
