,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600271.SH,X002236.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300124.SZ,X300003.SZ,X600867.SH,X002292.SZ,X002426.SZ,X000559.SZ,X002294.SZ,X600089.SH,X002180.SZ,X601877.SH,X600522.SH,X000623.SZ,X002506.SZ,X600498.SH,X002074.SZ,X002508.SZ,X000981.SZ,X000536.SZ,X000050.SZ,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.270998256060958,0,0,0,0,0,0.111637054585068,0,0,0,0.0743221318512397,0,0,0,0,0.0409171024985565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378247604450626,0,0.0271427919519495,0,0,0,0,0,0.0537302673113389,0,0,0,0.0331814776958197,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.155034661294085,0,0.29489430666825,0,0,0.0730217579382092,0,0,0.0324983684542946,0,0.181427052210576,0,0,0,0,-0.0420378602885359,0,0,-0.217519949826673,0,0,0,0,0,0,0.0576587559901488,0,0.0959854577778602,0,0,0,0,0.0935831941060697,-0.033515734519772,0,0,0,0,-0.118160675386188,0,0,0,-0.00415950570267078,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0147789705974257,0,0.270554808597579,0.451778699960231,0,0,0,0,0,0,0,0,-0.0969007605807412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383726137957542,0,0,0.195121187718721,0,0,0,0,0.127319688619452,0,0,0,0,0,0.0361402349998336,0.182324836876479,0,0,0,-0.196775964460719,0,0
X002415.SZ,0,0,0.00801073429826427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823755423048226,0,0,0,0,0,0.0192477337123093,0.0198479571893844,0,0,0,0,0,0,0.085361909862157,0,-0.0165753438962673,0,0,0,0,0.081649680796797,0,0,0,0.3604057622563,0,0,0,0,0,0,0.00883255973821407,0,0,0,0,0,0,0
X000858.SZ,0.233378923743691,0,0,0,0,0,0.0997578407576634,0,0.059393406716434,0,0.0334641221917394,0,0,0.0212648438863331,0.311426555364343,0,0,0,0,0,0,0,0.024746392091576,0,0,0,0,0.203343871896129,0,0,0,0,0,0,-0.0373247616522687,0,0,0,0,0,0,0,0,0,-0.0118245765886284,0.0670254868170259,0,0,0,0,0.0274479293375388,0.0118228186445273,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0859826088589902,0,0,0,0.022109217806477,0,0,-0.037529336829077,0,0,0,0,0.051815890989335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816099856887443,0,0,0,0,0.0933708423107848,0,0.0917087957499922,-0.0487893828564816,0,0.0115622078812924,0,0,-0.0210576118503223,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.363791062947053,0,0,0,0,0,0,0.0590061896026763,0,0,0,0,0,0,0.0258582473809198,0,0,0,0,0,0,0,0,0,0.0144755935288858,0,0,0,0.00472109891221285,0,0,0,0,-0.00768479856062028,0,0.0182347572649291,0,0,0,0,0,0.129278358197556,0,0.0554478806405062,0,0,-0.0145677843202848,0,0,0,0,0,0,0
X000725.SZ,0,0,0.10835118485025,0,0,0,0,0,0,0,0,0,0,0.0288898826298885,0,0,0,0.0753192152712824,0,0,0.0916211337884226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431373373701848,0,0,0.0524309093802953,0,0.299869086675662,0,0,0.0587403957570783,0,0.1672233567448,-0.000149404510088311,0,0.0620395353897572,0,0,-0.126511182238407,0,0
X000625.SZ,0,0,0.0692753004905468,0,0.21359973271857,0,0,0,0,0,0,0.157898919509802,0,0,0,0,0,0,0,-0.068735734478258,0,0,0,0,0,0.0577020521340311,0,0.102066697328727,0,0,0,0,0,0,-0.0475734942372836,0,0,0.061380529190953,0,0.0229300579593295,0,0,0.0457944813718648,0,0,0,0,0,0,0,0.0582546626923438,-0.0209870499075332,0,0,0,0,0,0
X000063.SZ,0,0.025184601276958,0.153600047818643,0,0,0,0,0,0,0,0,0,0,0.0370769672221316,0,0,0,0,0.285199711706172,0,0,0,0,0,0.0553467185196743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742159477235345,0,0,0,0,0,0,0,-0.121280500152865,0,0,-1.35525271560688e-20,0.00115149929465522,0,0,0,-0.00908979046358272,0,0
X600690.SH,0,0,0,0,0.238083135139283,0,0,0,0,0.164781845033278,0,0,0,0.0414678401717646,0,0,0,0.0385673309888145,0,0,0,0,0,0.0662847342379735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957565372566703,0,0,0,0,0.037608646592218,0,0,-0.0713029126225685,0,0.087878805348482,0,0,0,0,0,0,0
X600741.SH,0,0.0400586265753297,0,0.00920651536108516,0,0,0,-0.0507691480417511,0.205216824649631,0,0,0,0,0,0,0.082744968438125,0.0190944894315662,0,-0.0291096028249643,0,0,0,0,0,0,0,0.111604644891238,0,0,0,0,3.46944695195361e-18,0.038687569715342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00680162526150821,0.15307306760819,0,0.0325582299105266,-0.0288682490586228,0,0,0,0,0,0
X600703.SH,0,0,0,0.0702696831164059,0,0,0,0,0.359398283362262,0,0,0,0,0.083103972885379,0,0,0,-0.115441389602621,0,-0.0234850456400357,0,0,0.0768863309556499,0,0,0,0,0,0,0,0.0508346849765751,0,0,0,0,0.168027377629034,-0.0216446110963502,0,0,0,0,0.0259920153475127,0,0,-0.0666151213565452,0.0236087763703096,0,0,0,0,0,0.0333178905411277,0,0,0,0,0,0
