,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X000596.SZ,X002236.SZ,X300003.SZ,X601877.SH,X000157.SZ,X300124.SZ,X300142.SZ,X300014.SZ,X002007.SZ,X600183.SH,X000066.SZ,X000625.SZ,X002371.SZ,X002456.SZ,X300136.SZ,X600271.SH,X002179.SZ,X002008.SZ,X002463.SZ,X000977.SZ,X600584.SH,X002180.SZ,X000050.SZ,X600177.SH,X002129.SZ,X002049.SZ,X600498.SH,X600066.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.163731004291645,0.0663460103270404,0,0,0,0,0.145965030309666,0,0,0.595004096657048,0,0,0,0.047424800935195,0,0,0.0920722412513448,0,0.0252457404043534,0,0,0,0,-0.0168228598761962,0,0,0,0,0,0,0,0,0,0,-0.00423670034932677,0,0,0,0,0,0,0,0,0,-0.0323768638973553,0,0,0,0,0,0,-0.00289981971076179,0,0
X000858.SZ,0,0,0,0.00963943974768403,0,0,0.0619890659241699,0,0,0,0,0,0,0,0.482857457751025,0,0,0,0,0.0446786876306347,0,0.00836306163261543,0,0.0075890027500439,0,0,0,0,0,0,0.0400821354188818,0.0288225789541014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150681810373413,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0830158120695163,0,0.333119432052042,0,0,0.292862457765553,0,0,0,-0.175264534774124,0,0,0,0.000118374733659636,0,0,0.124886237766253,0,0,0,0,0.0201835918060117,0,-0.121762372252922,0,-0.0118826247427149,0,0.113627247895192,0.00141387074398711,0,0,0,-0.00750023370049163,0,0,0.0200617110850724,0,0,0.107468656889498,0,0,0,0,0,0.0340935346298438,-8.67361737988404e-19,0,0,0,-0.0162607182062647,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371364188447666,0,0,0.0101884463526912,0,-0.0666148122985247,0.141662872823456,0,0.00370264752830866,0,0,0,0,0,0.141847033316515,0,0.00245349697254753,0.123291247645231,0,0,0,0,0,0,0,-0.0124843171661554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198971271435607,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0935093341641609,0,0,0,0,0.057622256769284,0,0,0.0550953154867054,0,0,0,0,0,0,0.544899462703281,0,0,0,0,0.0391388222022149,0,0,0,0,0,0.0166283333459422,-0.0373135352006406,0,0,0,0,0,0.0486546094068408,0,0,0,0,0,0,0,0,-0.0579130609038254,0,0.112740476178388,-0.0601141206424003,0,0,0,-0.102705059882711,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105683222511444,0.0465500833020206,0,-0.0226326247553543,0,0,0,0,0,0,0,0,0.0276019171024824,0,0,-0.038615483986936,0,-0.0718644509651169,0,0,0,0,0,0.0366778912698576,0,0,0,-0.00590032892707207,0,0.0397188867784905,0,0,0,0,0,0.0039759559602653,0,0,0,0,-0.0147749506323021,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0116196780444413,0,0,0,0,0,0.160626399386375,0,0,-0.042090842826821,0,0,0.251777530701683,0,0,0,0,0,0,0,0,0,0,0.0690915505023551,0.188622422215509,-0.0553059814275338,-2.16840434497101e-19,0,0,0,0,0.373887932089122,0,-0.184572112602345,0,0,0,0,0,0,0,0,0,0,-0.000797400295405538,0,0,0,0,0.0331318817523512,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.11049970815385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480400739451622,0,0,0.0334825696238694,0,-0.033128060743493,0,0.105831021561271,0,0,0,0.118659325807109,0,8.67361737988404e-19,0,0.218843693500513,0,0,0,0,0,0,0,0.0803566044840682,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184165683955195,0,0,0,0,0,0,0,0.037628483046078,0,0,0.0350430210065695,0,0,0,0.0238749062106119,0,0,0,0.065123330825293,0.0221248104803228,0.123694188924431,0,0.0236301551411717,0,0,0,0,0,0,0,0,0,0,0,0,0.0366999151704547,0,0
X002304.SZ,0,0,0.00405754792011593,0.0490405101536102,0,0,0,0.0957235304737439,0,0,0,0,0.0248169989167441,-0.0153999787576282,0,0,0,0,0,0,0,0.208649912224025,0,0,0,0,0,0,0,0.0106033442344287,0.085655322560906,0,0,0,0,0,0,0,0,0.0151457534409337,0,0,0,0,0,0,0,0,0,0,0,-0.0114543334453857,0.0159196841717152,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288789898684902,0,0,0,0.0676205658082817,0.0787428773997693,0,0,0,0,0,0,0,0,0,0,0,0,0.0485347455300194,0,0.0623568117374204,0,0,0,0,0.0841486010386189,0.126091640645684,0,0,0,0.258005796693685,0,0,0,0,0,0,0,0,0,0,0.000313831079629044,0,0
X600031.SH,0.124354267833208,0,0,0,0,0,0.129666399521564,0,0,0,-0.129893573390681,0,0,0.0290227999736312,0,0,0,0,0.0573685330715975,0.0440561535536319,0,0.0931326025869816,0,0,0,0,0,-0.0161646154698057,0.032675859768455,0,0,0,0,-0.0311209453017875,0,0,0,0,0,0,0,0,-0.0527391291824493,0,0,0,0,0,0,0.101919892275166,0,-0.0104874197837512,0.0700003639677081,0,0,0,0.0876519448522701,0,0
X600690.SH,0,0,0.201922573313614,0,0,0,0,0.156505740379561,0,0,0,0,0,0,0,0,0,0,0,-0.0707221315655797,0,0,0,0.0362396204413118,0,0,0,0,0,0,0.0593635187420236,0,0,-0.0820217189693792,0,0,0,0,0,0.0512833741918461,0,0,0.119061533985873,0,0,0,0,0,0,0,0,0.0693727796489479,0.0098056569058518,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.134455181831973,0,0,0,0,0.0991236713799311,0,0,-0.0969536403131663,-0.0534200043128169,0,0,0,0.00260543525893589,0,0,0,0,0,0,0,0,0,0,0,0.128427858150653,0,0,0,0.0369424697996397,0,0,0,0.0263070687967558,0,0,0,0,0,0,0,0,0,0,0,0.0272904610006223,0.0205390898182301,0,0,0,0,0,0
X000568.SZ,0.196155073563751,0.601901931747992,-0.0318284831078947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446964834549084,0,0,0,-0.0303976504064592,0,0,0,0,0,0,0,0.0151783737757441,0.0387998862666645,0,0,-0.0208522698391755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260586252448205,0,0.00838546831393104,0,0,0,0.00415537543359776,0,0
X000661.SZ,0,0,0,0.360131602903006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948043730290355,0,0,0,0,0,0,0,0,0.133535739246845,0,0.0579821273114032,0,0,0,0,0.0889927435645554,0,0,0,0,-0.150932001547413,0,0,0.0481495107056752,0,0,0,0,0,0,0,0,0.02347107425614,-0.0378442549075642,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155377313456335,0.151891432721686,0,0,0,0,0.198067866025063,0.219075533130243,0,0,0,0,0.107978088314828,0,0.0929858704818172,0,0.410570479207907,0,0,0,0,0,0,0,0.0365652732116565,0.0349978302393188,0,0,0,-0.0176287610191526,0,0
X600741.SH,0,0,0,0,0.323235367165369,0,0.116698395714927,0,0,0,0,0,0,0,0,0.0295917054354381,0.15124665583748,0,0,0,0.0861606193553692,-0.151075361093377,0,0,0,0,0.131221882330504,0,0,0,0,0,0.139708109046524,0,0,0,0,0.0626225530661261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108002700343,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236624521300803,0.0424186902984551,0,0,0,0.0611012550788033,0,0.187489498407743,0,0.111247516379723,0,0,0,0,0.127147217242331,0,0,0,0,0,8.26076105922554e-05,0,0,0,0,0,0,0,0,-0.0148154872189122,0,0,0,0,0,0,0,0.0574747269009107,-0.0166569698875863,0,0,0,0,0,0
X002241.SZ,0,0,0,0.059660475531719,0,0,0.128262656304939,0,0,0,0,0.0849742933466047,0,0,0,0.152259221293116,0.191642005086274,0,0.00938780869861847,0,0,0.0889812850671211,0,0.110237306615438,0,0,0,0,0.0640841891405757,0,0,0,0,0,0.0828702106229244,0.0666261222020314,0,0,0,0,0.247048433547443,0,0.176000153932738,0,0,0,0,0,0,0,0,-0.0130521717750594,0.0209463777979156,0,0,0,0,0,0
