,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X300124.SZ,X600031.SH,X003816.SZ,X002129.SZ,X002371.SZ,X300014.SZ,X002049.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X600741.SH,X000661.SZ,X300142.SZ,X002180.SZ,X000157.SZ,X002074.SZ,X600522.SH,X000733.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X002007.SZ,X000977.SZ,X600563.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.47529958313154,0,0,0.0451709706697726,0,0,0.0930907894921494,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0664723006551064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106010566763537,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.0481704300885254,0,0,-0.00680426935601899,-0.0074730673646957,0,0,0,0,0,0
X000858.SZ,0.0511621890631797,0,0,0,0.221439182006139,0.0436619219777999,0,0,0.0703739399568711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135229484586688,0,0,0,0,0,0,0,0,0,0,0.0150036075509259,0,0,0,0,0.107667927980028,0,0,0.0213038022791215,0,0,0,0,0,0,0,0,0,0,0.0182476291671703,0,0,0,0.0187947980349252,0,0
X002415.SZ,0,0.0619387743524746,0,0,0,0.127547594144707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303020258157874,0,0,0,0,-0.120398418248806,0,0,0,-0.0260824822323373,0.179442833423409,0,0,0,0,0,0,0,0,0,0,0,0.0376007730707671,0,0.115850145285299,0,0,0,0,0.0222819193655117,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.22353687333235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167100890608611,-0.327220083592763,0,0,0,0.0317586830567392,0,-0.148553367776414,0,0,0,0,0,0,0,0,0,0,0,0,0.0603380475766382,0,0,0.0420736622181348,0.0765784526847025,0,0,0,0,0,0,0,0.00221710640302345,0,0,0,0,0,0,0,0
X000568.SZ,0.412388395733857,0.0160807926400213,0,0.00881464043243041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617794364678444,0,0,0,0,0,0.129032705593121,0,0,0,0,-0.0515718605857174,0,0,0,0,0.107504567719596,0,0,0,0,0,0,0,0.17562884273126,0,0,0,0.00282242207295026,0,0,0.00886186352942225,0,0,0,0.0307913937675895,0,0,0,0,0,0
X002475.SZ,0.0287344643014243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279148768950425,0,0,0,0.259736547495137,0,0.0822275918521032,0,0,0,0,0,0,0,0,0,0,0,-0.240115864092371,0,0.0429815031408066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0835521754746105,0.043408683314763,0,0,0,0.00199487269557339,0,0
X600276.SH,0.112390855236047,0,0,0,0,0.00359532309151991,0,0,0.277308981306524,0,0,0.0225271586652131,0,0,0,0,0,0,0,0,0,0.29828043882525,0.00904970573658073,0,0,0,0,0,-0.0330857016100978,0,-0.119200552276789,0,0,0.0953147063523242,-0.0085094176693442,-0.189674565439734,0.0501612644767945,0,0,0,0,0,0,0,0,0,0,0,0,0.0808325720551919,0,0,-0.0303338169400125,0,0,0,-0.0522994542695423,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273278428684947,0,0,0.00971321191560064,0.0149783329999075,0,0,0,0,0,0.24732500241339,0,0,0,0,0,0,0,0,0.0107504001090472,0,0,0,0,0,0,0,0,0,0,0,0,0.21713840442078,0,0,0,0.099136148465265,0,-0.0220237412624684,0.03352069921226,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239923137418364,0.0121733092618578,0.10522522370662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678234003814,0,0.166158118122527,0,0,0.089043116347342,0,0,0,0.0527020872137775,0,0,0,0,0,0,0.00243825534175933,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0163160075560093,0.0190178084197001,0,0,0,0,0,0,0,0,0,-0.0202890330371336,0,0,0,0.00862193577578175,0,0,0,0,0,0,0.173171499684028,0,0,0.211506415365512,0,0,0,0,0.112270185769837,0,0,0,0,0,0,0,0,0,0,0.0110935741015949,0,0,0,0,0,0,0.00161017561020309,0,0,0,-0.00516450071974336,0,0
X000651.SZ,0,0,0,0,0.0307380666146175,0,0,0.0760327805225476,0,0,0,0,0.147626281697133,0.16657460442341,0,0,0,0,0,0,0,0,0,0.0120334056109728,0,0,0,0,0,0.0768657568008586,0,0,0,0,0,0,-0.0447349647402128,0,0,-0.091997987518983,0,0,0,0,0,0,0.0442899478827211,0,0,0,0,0,-0.0118208176717386,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0313188124255538,0,0,0,0,0,-0.0196383755325835,0,0,0,0.000905393534876127,0,0,0,0,0,0,0.0963466525489186,0,0,0.407599278836084,0,0,0,0,0,0,0.0222194903899588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106824364434012,0,0,0,0.0303192522816132,0,0
