,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000625.SZ,X600104.SH,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X600584.SH,X000157.SZ,X000977.SZ,X600741.SH,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002180.SZ,X601799.SH,X002074.SZ,X600183.SH,X600418.SH,X002463.SZ,X300142.SZ,X000733.SZ,X002028.SZ,X000066.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.126653276732872,0,0.229534740830507,0,0.0514517185204503,0,0,0,0,0,0.139139058211464,0,0,0,0,0,0,0,0,0,0.00452293056343029,0,0,0,0,0,0,0,0,0,0,0,0.0034224372593231,0,0,0,0,0,0,0.121518488086423,0,0,0,0,0,0,0.172192924015244,-0.0115390311284901,0,0,-0.00608810009863708,0,0.0461850234539615,0,0,0.0157596171858729,0,0
X000858.SZ,0.312819117606824,0,0,0.0391149257904539,0,0,0,0,0,0,0.112019405641438,0,-0.0733801389667483,0,0,0,0,0,0.0451565605443172,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0713176430569951,-0.139018248548799,0,0,0.0301211027282899,-0.0523190145373426,0.0303370631830034,0,0,0,0.114835948483856,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721835089214781,0,0.0679883762653023,0,0,0,0,0,0,0,0,0,0.192928480168677,0,0,0.103529093961655,0,0,0,0,0,0,-0.0270140228631574,0,0,-8.67361737988404e-19,0,0,-0.0358757608101153,0,0,-0.02821395525808,0.0872245100108039,0.0043377591831221,0,0,0,0,0,0,0
X000568.SZ,0.50919967939538,0.0205447813896835,0,0,0,0.295147172233313,0,0,0,0,0,0,0.201416902978798,0,0,0.191131967483085,0,-0.0428244458963025,-0.00393148992734815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555045309783503,0,-0.0161934267547185,0,0,0,-0.0427382434040877,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.00222502545826315,0.13599190681678,0,0.191950282299179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235591883345877,0,0,0,-0.0782078688220942,0,0,0,0.0351701310557896,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.198567556082816,0.00291283182423427,-0.0232445305332599,0.0274746824525938,0.100726572932722,0,0,0,0,0
X600809.SH,0.289859431621334,0,0,0.261228172406686,0.0339296074618298,0,0.00318216374916305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249272671097197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555228869112273,0,0,0.0279310561704346,0,0.156725815586812,0,0,0,0,0.0292683717824249,-0.0555676240786002,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0200661520671475,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04525362927825,0,0,0,0.168346702073942,0,0,0,0,0,0,0,0,0,0,0,0,0.0694325009604553,0.209206126574772,0,0,0,0.0420468677747797,0.189327375353636,0,-0.0429930335888839,0.0515742216083157,0,0,0,-0.163951059879271,0,0
X600690.SH,0,0,0,0.0986533661007105,0,0.00973322416376306,0,0,0.210905948932118,0,0.0156355683564233,0,0,0,0,0,0.142087769878447,0,0,0,0,0,0,0,0,0,0,0,0,0.021353037240644,0,0,0,0,0,0,0,0,0,0,0,0,0.069028654284932,0,0.0309060713581096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.120119841751373,0,0,0.188781961024858,0,0,0.0582374309732447,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501597160410524,0,-0.0558638049911351,0,-0.0143087037490482,0.0453148942394275,0,0,0,0,0,0,0.0379042809528188,0.0512419413260513,0,0,0.118830438157485,0,0,0,0,0.103683778329476,0,0,-0.119672538862556,0,0,0.0437108067009017,-0.109811307642427,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.308966775067162,0,0,0,0,0.051940615369497,0,0,-0.0860600461999958,0,0,0,0,0,0,0.168227036684903,0,0,0,0,0,0,0,0,0,0,0,0,0.0217588937483656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137841902515821,-0.0104931816012822,0,0,0,0,0,0
