,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X002371.SZ,X000725.SZ,X600031.SH,X002241.SZ,X300124.SZ,X600703.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000338.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X601877.SH,X000661.SZ,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600779.SH,X600702.SH,X601799.SH,X600884.SH,X000157.SZ,X002414.SZ,X000733.SZ,X600183.SH,X600522.SH,X600584.SH,X002007.SZ,X600563.SH,X000800.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.436400138759255,0,0.0735657976643529,0.096598068300167,0,0,0,0,0,0,0,0,-0.0853107869392724,0,0,0,0,0,0,0,0,0,0,0,0.0170033355145611,0,0,0,0,0,0,0,0,0,0,0,0.0322770330593524,0,0,0,0,0,0,-0.00529688623819276,0,0,0.0157121491393299,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.432156181388903,0,0,0,0,0,0.105191746638911,0,0,0,0,0,0,0,0,0,0,-0.0254217540825521,0,0,0.0815319281709654,0,0,0.15616934591648,0,0,0,0,0.0511260593773428,0,0,0,0.0751149136700792,0.0170541243354448,0,0,0,0,0,0,0,0,0,0,-0.0132474238325835,0,0,0,-0.00924048433851652,0,0,0,0,0,0,0
X002415.SZ,0,0.0438958670803779,0,0,0,0,-0.00251584307525601,0.196567442020632,0.111553943122456,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,2.16840434497101e-19,0,0,-0.0423286065595954,0,0,0.0610742938900735,0,0,0,0,0,0.013217456399012,0,0,0,0,0,0,0.0558940468731407,0,0,0,0,0,0.0186621896202206,0,0.0541966346547026,0,0.00771348859646114,0.0124392922709771,0,0,0,0.0152311112280117,0,0
X600809.SH,0,0.152469634275821,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479598717390826,0,0,0.00145900318016086,0,0,0,0,0,-0.0448549343936049,0,0.0725211043901369,0,0,0,0.08546629732624,0,0,0,0,0.562026070907213,0,0,0.121764433834995,0,0,0,0,0,-0.0689593174758064,0,0,0,0,0,0,-0.0427776934921862,0,0,0,0,0.0178649457430773,0,0
X000568.SZ,0,0.26217293641463,0,0.182233656159156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107316295858368,-0.00478279275721675,0,0.0516753543840552,0,0,0,0,0,0,0,0,0.122097948895876,0.070930890415696,0,0,-0.0390105093670679,0,0,-0.049574832060666,0,-0.0228447070056446,0,0,0,0,0,0,0.0468749185560857,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.130566003506831,0,0,0,0,0.240924085976135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203019403856686,0,0,0,0,0,0,0,0.335432357949031,0,0,0,-0.199815821322728,0,0,0,0,0.108778319600573,0,0,0,0,0,0,0.0102680054827373,4.33680868994202e-19,0,0,0,0.040801868451743,0,0
X002475.SZ,0,0.0796667149703264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311763202261809,0,0,0,0,0,0,0,0,0,0,-0.030023091049322,0,0,0,-0.111359576905262,0,0,0,0,0,0,0,0,0,0,0,0,0.0148990433427442,0,0.14292284985375,0,0,0,0,0,0.0179081896677285,0,0,0,0.0822406916470736,0,0
X600690.SH,0,0.0343526060232733,0.140269491115606,0,0,0,0,0,0,0,0,0.0675989255168129,0,0,0,0,0,0,0,0,-0.0477392071870875,0,0,0,0,0,0,0,0.0123569366250408,0.265262242544611,-0.0512125818372133,0.0509205980684192,0,0,0,0,0.0498121369379974,0,0,-0.00812320903778414,0,0,0,0,0,0,0,0.0597194905588642,0,0,0.0676790867157833,0,0,0,0,0,0,0,0
X002304.SZ,0,0.138705244114129,0,0.20021038357921,0,0,0,0.171210844285883,0,0,0,0,0,0,0,0,0,0,0,0,-0.132274870575261,0,0,0.056883662369327,0,0,0,0,0,0,0,0,0,0,0,0.133095561300493,0.0823969430235261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282202440224798,0,0,0,0,-0.049092751115505,0,0
X300014.SZ,0,0,-0.0254035325806094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142238503879186,0.0869100227123278,0,0.120049582756766,0,0,0,0.0913220190440669,0,0,-0.112370897461479,0,0.186482075858518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869485586289181,0,0,0,0.158606396822905,0,0
