,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000596.SZ,X000625.SZ,X000157.SZ,X300142.SZ,X002129.SZ,X600741.SH,X002371.SZ,X002179.SZ,X002049.SZ,X002007.SZ,X002236.SZ,X601877.SH,X000799.SZ,X600584.SH,X600183.SH,X300003.SZ,X002414.SZ,X300146.SZ,X000800.SZ,X601799.SH,X600779.SH,X600089.SH,X600702.SH,X600460.SH,X002074.SZ,X000977.SZ,X002008.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.025607190977773,0,0.0137926761440308,0,0,0,0,0.346344009489453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032357197688755,0,0,0,0,0.0646786399881472,0,0,0,0,0,0,0.176378941930748,0,0,0,0,0,0,0,0,0,0,-0.0504246022049562,0,0,0,-0.00425710177900435,0,0
X000858.SZ,0,0,0,0.0046287302672325,0,0.105151911039865,0.280488277432863,0.0274673491349049,0.10101843301783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115826024681458,0,0,0,0,0.168312573906501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140296575968175,0,0,-0.0291644639518405,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0770328103004191,0,0.0819924903278979,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555779022630923,0,0.184914885491535,0.35149892466952,0,0.207799054483035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423944330509666,0,0,0,0,-0.0108589517318175,0,0
X600276.SH,0,0.0445369965311291,0,0,0,0,0.233146375945933,0,0.0659838302406094,0,0,0,-0.0999607743835406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610933041438613,0,0,0,0,0,0,0,0,0,-0.151378083967932,0,0,0,0,0,0,0,0,0,0,0,0.0153274593111018,0,0,0,0,0.0400936284549757,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0103320421606689,0.088442721806132,0,0,0,0,0.0173220781710279,0,0.0187958410114158,0,0,0,0.132970961233256,0,0,0,0,0.0715910568822167,0,0,0.159960499251068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804795832986573,0,0,0,0,0,-0.0710302084542494,-0.00537079706456281,-1.0842021724855e-19,0,0,0,-0.00076762544542787,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.214344763557777,0,0,0,0,0.108177070213382,0.0155878853029392,0,0,0,0,0,0,0,0,0,0,0,0,0.113812421433899,0,0.0653105378572544,0,0,0.0594801012756347,0.378830416253876,0,0,0,0,0,0,0,0.0302439401760105,0,0,0,0.0719579830407955,0,0,0,0,0,-0.0649112953790782,0,0,0,-0.0277608497118601,0,0
X000568.SZ,0,0.770722391495656,0,0,0,0.0235023032897588,0,0,0,0,0,0,0,0,0,0.0373042164689463,0,0,0,0,0,0,0,-0.0395509984207923,0,0,0,0,0,0,0,0.296127422295422,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0314129476145093,0,0,0,0,0,0,0,0.0585796720846158,0,-0.012414722482371,0,0,0,0,0,0
X600690.SH,0,0,0.0603979489015743,0,0,0,0,0,0,0,0,0,0,0.0912449337352494,0.0624126905664204,0,0,0,0,0,0,0,0,0,0,0,0,0.511623019801377,0,0,0,0,0,0.0868241552922657,0.0843990824829823,0,0,0.0266110314713405,0,0,0,0,0.0811556587818841,0,0.0388035913160314,0.0822009047025434,0,0,0,0,0,0,-0.0079778999782052,0,0,0,0,0,0
X002304.SZ,0,0,0.0461480029825562,0,0,0.208267663047411,0.168839698878533,0.130705233973926,0,0,0,0,0,0.148213946624236,0,0,0,0,0,0,0,0.00970253146635608,0,0,0,0.0209740564385058,0,0,0,0,0,0,0,0,0,0,0,0.11901654520429,0,0,0,0,0.0014139111816597,0,0,0,0,0,0,0,0,-0.00291599482341135,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211231586574995,0,0.17552496399868,0,0,0.0631876423819232,0.0520062333500805,0,0,0,0,0.0382053701813787,0,0,0.180726570369867,0.267061653705648,0,0,0,0,0,0,0,0,0,0,0.0713140400094873,0,0,0,0,0,0,0,0.0234305049891405,0,0,0,0,0,0,0.00499959422947333,0,0
