,X600519.SH,X000858.SZ,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X600271.SH,X000596.SZ,X000661.SZ,X600809.SH,X002236.SZ,X000625.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000157.SZ,X600487.SH,X002007.SZ,X300142.SZ,X002506.SZ,X002456.SZ,X600498.SH,X600867.SH,X600776.SH,X600066.SH,X600177.SH,X000050.SZ,X600089.SH,X002241.SZ,X002179.SZ,X000977.SZ,X600522.SH,X300146.SZ,X002180.SZ,X600566.SH,X600118.SH,X002508.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233233325080404,0,0,0,0.174358351119497,0,0,0,0,0,0,0,0,0,0,-0.0665573090294423,0,0,0.0118780821230906,0,0.038608618513107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271837527675622,0,0,0,0,0,0,0,0,0,0.00805183220729511,0,0,0,-0.00713944923164866,0,0
X000858.SZ,0,0,0,0,0,0,0.131092044834308,0,0,0,0,0.0294437781172596,0,0,0,0,0,0,0,0,0,0.296467295775671,0.0616629878387254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120794520837432,0,0,0,0,0,0.00275295115119884,0,0,0,0.143762250836886,0,0,-0.00876027190282385,0.0225957659366475,0,0,0,-0.0959966595010644,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.00391127521166427,0,0,0.122530494426448,0,0.0537163812165861,0.0458706430508186,0,0,0,0,0,0,0,0.140949165991619,0.101217107072098,0,0,0,0,0,0,0,0,0,0,0,0,0.0939547900641646,0,0,0,0,0,0.0377819132533934,0,0,0,0,0,0,0,0,-0.0181692975186183,-0.0131282853982672,0,0,0,0.0425155139387022,0,0
X000651.SZ,0,0.0980964568093894,0,0,0,0,0.223007169008919,0,0,0.168079657838081,0,0,0,0,0.13614914135439,0,0,0,0,0,0,0,0.0264390365920191,0,-0.0666253897482128,0,0,0,0,0,0,-0.0207501530197083,0,0,0,0,0,0,0,0,0.0400566621938164,0,0,0,0,0.0114382919015456,0,0,0,0,0,0.011130083998269,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0554751825159588,1.73472347597681e-18,0,0,0.047251960660547,0,0,0.0130014010660086,0.117651769367624,0,0,0,0,0,0,0,0.240817798548406,0,0,0,0.0902997261870863,0,0,0,0,0,0,0,0.00549560505727918,-0.00180044706288591,0,0,0,0,0.0755955116623064,0,0,0,0,0,0,0,0.069763773865463,0,0,-0.0280776553218137,0.0379716433485189,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0867420840995118,0,0,0,0,0,0,-0.179786957230113,0,0,0.253449675305492,0,0,0,0.0172841547223765,0,0,0,0.372610955206966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040506314361989,0,0,0,0,0,0,-0.0541754161122895,0,0,0,0.00457848053714282,0.0405840008717911,0,0,0,-0.0103049042940453,0,0
X002304.SZ,0,0.111374339950945,0,0.010403142773625,0,0,0,0,0,0,0.0744704091825968,0,0.359517858004487,0.0212571868210208,0,0,0,0,0,0.240212867578115,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0528788642440774,0,0,0,0,0,0,0,0,0,0,0.0614950693936542,0,0,0,0,0,0,0,0,0,0,-0.0221186501749698,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.14352615315069,0,0.073700847269983,0,0,0.0622099109549898,0,0,0,0.220699488124082,0.0250529182115623,0,0,0,0,0,0,0,0,0,0,0,0.0646500014108102,0,0.00129695651175694,0,0,0,0,0,0.215700817667119,0,0.0492689262051761,0,0,0,0,0,0,0,0,0,0,-0.0548488030366863,0.00139075811769198,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.0421503206249837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773732995502924,0.505716263731477,0.0374144856245481,0.0768750220256278,0,0,0,0,0,0.0257068638858939,0.169005426946903,0,0.0988958921266824,0,0,0,0,0,0,-0.0377664755879134,0,0,0,0,0,0,0
X600690.SH,0,0.0206740954786513,0,0,0.0719334553018812,0,0,0,0,0,0,0.0994947805341309,0,0,0.0790501583256815,0,0,0,0,0,0,0,0,0.0310459162632277,0,0,0,0.0435881708659313,0,0,0,0,0.0525638913140328,0,0.0677142699856796,0,0,0.0212520103065681,0,0,0,0,0.0176512969028155,0,0,0,0,0,0.361319686670091,0,0,0,-0.0563894200907055,0,0,0,-0.0237285455745933,0,0
