,X600519.SH,X600104.SH,X000858.SZ,X002415.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X000568.SZ,X600703.SH,X002475.SZ,X600271.SH,X300003.SZ,X601877.SH,X300124.SZ,X600487.SH,X002008.SZ,X000596.SZ,X000661.SZ,X002236.SZ,X600809.SH,X000100.SZ,X600867.SH,X002007.SZ,X002179.SZ,X000625.SZ,X002456.SZ,X300142.SZ,X600066.SH,X600498.SH,X600566.SH,X300146.SZ,X000977.SZ,X000157.SZ,X002294.SZ,X002180.SZ,X600177.SH,X600089.SH,X002241.SZ,X600522.SH,X002506.SZ,X300136.SZ,X600372.SH,X000869.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.292179172469996,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.00430180914992401,0,0.18772329803343,0,0,0,0,0,0,0.020831752221464,0.160957774393917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00235495448626686,0.00903727069902288,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.286964195297604,0,0,0,0,0,0,0.277988011601701,0,0,0,0,0,0,0,0,0,0,0,0.134066829448751,0.216043548866898,0,0.0405483943145869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760795098520754,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000858.SZ,0,0.0938825635540218,0,0.0395259666366246,0,0.052811426831488,0.0354293701126296,0,0,0,0,0,0,0.414521786696219,0,0,0,0,0.0698040932263878,0,0,0,0.150274088868095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586491776772489,0,0,0,0,0,0
X002415.SZ,0.315642873778487,0,0,0,0,0,0,0,0,0.0600550748288011,0,-0.00513446077088242,0,0,0,0,0,0.0514787334171531,0.145109870397505,0,0.0512983186963481,0,0,0,0.426002068887717,0,0,0,-0.0179226824834006,0,0,0,0,0,0.0413388553654522,0,-0.0804053822735386,0.0971138689223753,0,0,0,0,0,0,0,0,0,-0.173470066080519,0,0,0,-0.0034005793608725,0.0161448642973872,0,0,0,0,0,0
X000651.SZ,0.181723052455106,0,0.0647548239419014,0,0,0,0,0,0,0,0,0.0141311337623475,0,0.146370270421408,0,0,0,0,0,0.0474287290491389,0,0.280587686380529,0,0,0,0.0340102636639527,0,0.0730917020365996,-0.0143654381069158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887919470419299,0.0165003117650575,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0192881251254644,0,0,0,0,0,0,0,0,0.00923783364533533,0,0.411976605401438,0,0,0,0,0,0.0985096740830642,0.0508856763531373,0,0,0,0,0,0,0,0,0,0,0,0.201893783006011,0,0,0.30421183597307,0,0,0,0,0,0,0,0,0,0,0,0.0114306212266589,0.015565057343482,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0240322578075416,0,0,0,0.154652188550445,0,0,0,0.568583479531804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937205389585483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189566453096608,0.0236881870022542,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0655277680219805,0,0,0,0,0,0,0.101240350691143,-2.16840434497101e-19,0,0.0508251004373017,0,0,0.0310502174477965,0,0,0.354258104018574,0,-8.67361737988404e-19,0,0,0,0,0,0.137520085762879,0,0,0.0169733604586839,0,0,0.0285576066920496,0,0,0,0.255335262416709,0.104972810700934,0,0.151209743867881,0,0,0,0,0.0248581063202457,0,0,0,0,0,0
X600690.SH,0,0,0,0.207039292263888,0,0,0,0,0,0,0,0,0.179984563518552,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.095652698241209,0,0,0,0,0,0,0,0,-0.0220638077217128,0,0,0,0,0,0,0,0,0,0,0.00489902921460692,0,0,0,0,-0.00616488843447147,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.136234010708655,0,0,0,0,0,0,0,0.0854965630320595,0.320546401792331,0,-0.0475406003556306,0,0,0.37092510959751,0,0,0,0,0.164829453100514,0,0,0,0,0,0.0256008381785053,0,0,0,0,-0.0191121838472712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555414097123609,-0.0317874615237363,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.197634260473719,0,0,0,0.153477327989793,0,0,0.109004153762058,0.00428893480948668,0,0,0.311496506039789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766434903905578,0,0,0,0,0,0,0,0,0,0,0.0339665215009078,0.015782300651883,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.575774904360264,-0.0220789063197559,0,0,0,-0.0158746399887831,0,0,0,0,0,-0.0582597586184797,0,0,0,0.0883515274517077,0,0,0.123749797810095,-0.0065535407703726,0,0.00216941526451304,0,0,0,0,0,0,-0.0506626722741649,0,0,0,0,0,0,0,0,0,0,0.0611952696585166,0,0,0,0.0900488722477621,0,0,0,0.0139264112022223,0,0,0,0,0,0,0
X600741.SH,0,0.0293400895589367,0,0,0,0,0,0,0,0.00187094518201093,0,0,0,0,0,0.0234336703063121,0,0.158313509454926,0.184838250376508,0,0,0.229276382278514,0,0,0.0118762582458638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511050788676492,0,0.0133172503661528,0,0,0,0,0,0,0
X000568.SZ,0,0,0.578872974968354,0,0,0,0.0618753305817056,0.136147914437544,0,0,0,0,0.104913887958496,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0577298431299609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135933518696353,0,0,0,0,0,0,0,0,0,0,0.00150818905380276,0.0136750960922532,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.174621408856756,0,0,0,0,0,0,0,-0.151042972429717,0,0,0,0,0,0,0.313946041584126,0,0,0,0,0,0,0.0975262347638422,0.00266507963400173,0,0.0458464230072407,0,0,0.0457263414972833,0,0,0.0239047948663677,0,0,0.188957257440013,0,0,-0.0699174045380763,-0.0734516815727002,0,0,-0.0614858539780768,0.00674285810465503,-2.16840434497101e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0348083973908923,0,0,0.217369849573785,0,0,0,0,0.196835780812317,0,0,0,0,0,0.116427376001583,0,0,0,0,0,0,0,0.242686223737494,0,0,0,0,0,0.0426098406154582,0,0,0,0,0,0,0,0,0.299098080954711,0,0,0,0,-0.0331248887293677,0.0108837445492873,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0.127045747257983,-0.100292939566529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943553065150272,0,0,0,0,0,0,0,0,0,0,0,0,0.552853250271863,0,0,0,0,0,0,0,0,0,0.481821397988118,0,0,0,0.069791948295171,0.0454810466696795,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.599324118870347,0,0,0,-0.208762390383034,0.0169450408554737,0,0,0,0,0.161755532417695,0,0,-0.0901293904187429,0,0,0,0.0624293406977432,0.0344542159132937,0,0,0,0.121628344979864,0.137680848064225,0,0,0,0,0,0,0.194300143709817,-0.0682560276241274,0,0,0,0,0,0,0,0,0,0,0.0569649091437549,0,0,0,-0.00270014071413899,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0666102562211314,0,0,0,0,0,0,0,0,0,0,0,0.106848096468836,0,0,0.0242378411308166,0,0.297006315419169,-0.0214664487965767,-0.0559478833779602,0,0,0,0,0,0,-0.0262688495810271,0,0,0,0,0,0,0,0,0,0,0.186712702864679,0.0379935620378294,0,0.0771376429615435,0,0,-0.0471918422300369,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0254826922731503,0,0,0,0,0,0,0,0.0663441549237431,0,0,0,0,0.153925014447684,0,0,0,0,0,0,0,0.0706452487148482,0,0,0,0.0640151268308112,0,0.0411252356371533,0,0,0,0,-0.00963777170509373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207305502320323,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0.192775988674554,0,0.148183777078092,0,0,0,0,0,0,0.047206493822917,-0.00753218388561049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250606738837096,0,0.0637923499392501,0,0,0,0.0568811081644772,0,0,0,0.421660489517231,0.0617924207539703,0,0,0,0,0,0.00614750704078503,-0.0159219421789176,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0.124694432987768,0,0.135734386081226,0,0,0.0998186280012364,-1.73472347597681e-18,0,0.13168067908105,0,4.33680868994202e-19,0,0,0,0,0.0259056868972546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473544639327206,0,0,0,0,0,0,0,0.274140436175113,0,0,0.0435706956344752,0,0,0,0,0,0,0
X000596.SZ,0.108581811617474,0,0.20647891789952,0,0.0833521827131741,0,0.178413706118903,0,0,0,0,0,0,0,0.0549888248295904,-0.04495300015198,0,0,0,0,0,0,0,-0.0594185747659882,0,0.238631934004003,0,0.035358212703119,0,0,0,0,0,0,0,0.116422396414872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462714076927449,0,0.0146576338012571,0.0025780742898844,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,-0.081772696377276,-0.0501618029548354,0,0,0,0,0,0,0,0.185750832357591,-0.111871738455058,0.442635721752479,0,0,0,0,-0.00850568506894338,0,-3.46944695195361e-18,0,0,0,0.283833130469829,0,0,0,0.086964157704826,0,0,0,0.0349735939566585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069820143980465,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.552621290658057,-0.0200054048795511,-0.0911247203205771,-6.93889390390723e-18,0,0,0,0,0,0,-0.233000030086188,0.448322479671647,0,0,0,0,0,0.119109500170185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255371874239574,0,0,0.242305147948682,0,0,0,0,0.111802232187423,0,-0.277301472310318,0,0,-0.115312764177376,0.119121327549163,0.0759516757380397,0,0,0,0,0,0
X600809.SH,0,0.113556805380115,0,0,0,0,0.136667102626915,0,0,0.0147758629378255,0,0.285759250212282,0.0600872151564032,0,0,0,0,0,0,0.0330711087755293,0,0,0.458051426814786,0,0.0032480342990048,0,0,0,0,0,0,0,0,0,0,0,0.0273723806777528,0,0,0,0,0,0,0,0,0,0,0,0,0.111367973846645,0,0.0110636894766998,0.0175916813588508,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.157506324199033,0,0.034384007468161,0,0,0,0,0,0,0,0,0,0,0,0.0584584999181379,0.059159398307434,0,0,0,0,0.0110866078110449,0,0,0,0,0,0,0,0.00813559991469364,-0.0432189949748923,0,0,0,0,0,0,0,0,0,0,0.0163573650373254,0,0,0,0.0146753455593205,0,0,0,0,0,0,0
X600867.SH,0,0,0,0,0.808571900938664,0.281049164353753,0,0,0.437875098274179,0,0,0,0,0,0,0,-0.169940094810013,0,0,0,0,0,0,0.164027338644686,0,0,0,0,0.142884998894051,0,0,0,-0.542517098329901,0,0,0,-0.28972299098228,0,0,0.428099676070786,0,0,0,0,0,0,0.113929435165023,-0.107575714404329,0,0,0,-0.00120129789762577,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0.258510995054822,0,0,0,0,0,0,0,0,0,0,0,0.0744527231866353,0,0,0,0,0.0365034778566042,0.325248077226021,0,0,0,0.0161171492942616,0,0,0,0,0.0323294992035017,0,0,0.0253379363333611,0,0.0315317209366626,0,0,0,0,0,0,0,0,0,-0.297582719706441,0,0.236970021915998,0,0.017033634386911,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,-0.0894494387843713,0,0.0670463821440524,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189254119511622,0,0,0,0,0,-0.00537734266350172,0,0,0,-0.0435664405633349,0.22321261339304,0,0,0,0.175832020806008,0,0,0.231621555850597,0,-0.0838615339323245,0,0,0,0,0.0363771519004188,0,0,0,0.0548246666203882,0.0585257119593619,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.070606515847764,0,0,0.0824654979065926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222225316735913,0,0,0,0,0,0.0568576167002127,0.0162868905520887,0,-0.139727360412141,0.0145461353784817,-0.0113805380268734,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557164245693316,0,0,0,0,0.00311616417856937,0,-0.0293704134874764,0,0,0,0,0,0,0,0,0,0,0,0,0.0800585456724281,0,-0.159046904121436,0,0,0,0,0,0,0,0,0.281686858633428,0,0,0,0,-0.0139899914800098,-0.0105938690975546,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.272237393791902,0.133954885508113,0,-0.161462208977598,-0.0578118235145096,0,0.294122167123023,0,0,0,0,0.568539953263355,0,0,0,0,0.0286998184152202,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.00622204722372341,0,0,0,-0.0335299797291877,0,0,0,0.0218618286712162,0.0343914989988214,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11605503914692,0.116161717807234,0,0.159938262598245,0.00829159186314285,0,0,0,0,0,0,0.0563008556108847,0.0145660230388877,0,0,0,0,0,0,0,0,0.104838672708952,0.0422153719433006,0,0,0.0348675789139241,0,0.0346682122526687,0.018648619022592,0,0,0,0,0,0
X600498.SH,0,0,0,0.11212049118609,0,0,0,0,0,0.245482617700519,0,0,0,0,0,0,0,-0.0228937779996643,0,0,0.290828246443546,0.317153285372534,0,-0.00644353200780071,0.0418413828218303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132901352139423,0,0,0,0,0,0,0,0,0.158567591564252,0,0,0.00578023316690598,0.0330494397250165,0,0,0,0,0,0
X600566.SH,0,0,0,0,0,0.170617416517627,0,0,0,0.0360731522483586,0,0,0,0,0,0,0,0.192152740244953,0,0,0,0,0.143776447133121,0,0.013036134079557,0,0,0.199074142040715,0,0,0,0,0,0.267534148229204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251902820952157,-0.0299200409511308,0,0,0,0,0,0
