,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X000338.SZ,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X002456.SZ,X600118.SH,X600177.SH,X002085.SZ,X002292.SZ,X000157.SZ,X600372.SH,X300124.SZ,X300003.SZ,X000559.SZ,X002007.SZ,X600867.SH,X002426.SZ,X002294.SZ,X600089.SH,X002506.SZ,X600522.SH,X002180.SZ,X000623.SZ,X601877.SH,X002074.SZ,X300136.SZ,X000981.SZ,X002508.SZ,X600498.SH,X000550.SZ,X000869.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,1.73472347597681e-18,0,0.274218368724523,0,0,0,0,0.00229789479272212,0.0939142390491089,0,0,0,0.0606833597259255,0,0,0,0.0737296896459022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258787638574013,0,0,0.0532707734150078,0,0,0.0115470898530453,0,0,0,0,0,0.0303342220489199,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0785894683931212,0,0.176025981508396,0,0,0.0300519890944216,0,0,0,0.0924461656000188,0,0,0.171961084255722,0,0,0,0,0,0,0,0,0,-0.054982636133356,0,0,0,0,0,0,0,0,0,0,-0.192462959572706,0,0,0,0.0674290495884793,0,0,0,0.0444221010426221,-0.0232381703151312,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0443889121320717,0,0.189876562486349,0.379551296769342,0,0,0,0,0,0,0,0,0,0,-0.0660816376477819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251580383524791,0,-0.0290058702478501,0,0.0860600074269082,0,0.0744830021669155,0,0,0,0,0.0338709680339166,0.192933940777977,0,0,0,-0.279206963053739,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.190906838128819,0,3.46944695195361e-18,0,0.178052828863006,0.207160686057276,0,-0.0270368173358196,0.0907222356745213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686111141362059,0,0,0,0.0268890141479266,0,0,0,0,0.285721326915668,0.351133202446043,0,-0.0199272721765933,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.00324165378372469,0,0,0,0,0,0.0950412496287868,0.431563406327715,0,0,0,0,0,0,0.0489701611897201,0,0,0,0,0,0,0,0,0,0.0496945081594104,0,0,0,0,0,0,0,0,0,0.129189871570457,0,0,0,4.33680868994202e-19,0,0.130365654194074,0,0,0,0.00685599066967303,0,0,0,0,0,0
X600276.SH,0,0,0.0447525312024354,0.019408874344341,0,0,0,-0.00716731161026712,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0358972090781576,0,0,-0.0282886276903317,0,0,0,0,0,0,0,0,0,0.277002014761124,0,0,0,0.0163234300780077,0,0.109083717003002,0,0,0.224013262779675,0,0,-0.112285757239164,0,0,0,-0.00578463489235419,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.258476443046948,0,0,0,0,0,0,0.00429093299746269,0,0,0,0,0.0287504866103109,0,0,0,0,0,0,0,0,0,0,0.119163436403393,0,0,0.0409830571912533,0.0588836389749597,0,0.0295584673602693,0,0,0,0,0,0,-0.0157249620099105,0,0.0364328193827615,0,0,0,0,0.0222426573440287,0,0,-0.0211586870630899,0,0,0,0,0,0,0
X000725.SZ,0.0187249710064215,0,0.117836008413038,0,0,0,0,0,0,0,0,0,0,0.031220235591823,0.000813550162045689,0,0,0,0.0781963347845337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037438328914741,0,0.0678292216869309,0.0338129645895317,0.310708264240555,0,0,0,0,0,0.129862890125271,0,-0.00515065587464454,0,0,0,0,0,0
X000625.SZ,0,0,0.0947221502803937,0,0.106943049768278,-0.017441557962522,0,0,0,0,0,0.139389877198003,0,0,0,0,0,0,0,0,0,-0.00183680727446961,0,0,0,0,0.1035282729341,0,0,0,0,0,0,0,-0.141081696861575,0,0,0,0,0,0.0320031500577463,0.044452649120795,0,0,0,0,0,0.118735717177252,0,0,0.0483901135787968,0,0.0251795123994734,0,0,0,0,0
X000063.SZ,0,0.0509499220809378,0.0527808359354549,0,0,0,0,0,0,0,0,0,0,0.0418239362653957,0,0,0.21198875051893,0,0.00118739864058279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288864752502626,0.0237737706919758,0,0,0,0.00499600441355041,0,0.257569857482386,0,0,0,-0.0248440839515591,0,0,0,0,0,0,-0.000863231339487793,0.00263132744144794,0,0,0,-0.267588617724449,0,0
