,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X000725.SZ,X000661.SZ,X000063.SZ,X600031.SH,X003816.SZ,X600690.SH,X600809.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300142.SZ,X002371.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X002236.SZ,X601877.SH,X300003.SZ,X000157.SZ,X000800.SZ,X002414.SZ,X600183.SH,X000625.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X002456.SZ,X002179.SZ,X600118.SH,X601799.SH,X002185.SZ,X002008.SZ,X300146.SZ,X002508.SZ,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.13390599627072,0,0.0368556550038923,0,0,0,0,0.111956726522143,0,0,0,0,0,0,0,0,0,0,0.144196341231848,0,0,0,0,0,0,0.0363953187773158,0,0.0719508613556115,0.0272484598003884,0,0,0,0,0,0,0,0,0,0,0,0.009893175978959,0,0,0,0,0,0,0,0,0,0,-0.00808896366361684,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.323681250921586,0.0908824134829752,0,0,0,0,0,0,0.267717326706616,0.0405717616010062,0,0,0.105584842518712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614134192596283,0,0,0,0,0,0.00190813376448524,0,0.0464570722393572,0,0,0.00302414561631032,0,0,0,0,0,0
X600276.SH,0.110581795145884,0,0,0,0,0,0,0.0826318544325795,0,0,0.170667532326916,0,0,0,0,0.0167750631238874,0.0269989131597312,0,0.002921378078845,0,0,0,0,0,0,0,0,0,0.0828880212627962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323908201486443,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347886248817817,0,0,0.0704968042698346,0.036707514626672,0,0,0,0,0.0259959496565616,0.0148492925296715,0,0.0830194371236601,0.0383222371758673,0,0,0,0,0,0,0,0,0,0,0,0.0925006075076377,0,0,0,0,0,0.00549557960250328,0,0.0252987234108851,0,0,-0.0230693178449349,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0760564214603158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263517832047304,0,0,0,0.1377393825963,0,0,0,0,0,0,0,0.169185209594465,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641246830532467,-0.018378662164914,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0916385749730206,0,0,0,0.131507461361114,0,0,0,0.0042724619440655,0,0,0,0,0.109049118598101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112971724091262,0,0,0,0,0,0,0.0699869807588609,0,0,0,0,0.0271432309092013,-0.00543920241519156,0,0,0,0,-0.0195307631013744,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0570444625064838,0,0,0,0,0,0.0994957302896512,0,0,0,0,0,0.11479916532208,0.0545560266394362,0,0.0546030307556962,0,0.024023753191174,0,0,0,0.113621301521285,0.0618814968623544,0,0,0,-0.0571365713969665,-0.0410091048808814,0.00862800704430117,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.358201925025207,0,0,0,0,0,0.00567572564965476,0.26056928018098,0,0,0,0.114155096094282,0,0,0.0272307881101038,0,0,0,0,0,0,0.0475641805463876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026839511444253,0,0.034706052285166,0,0,0.0235187849824506,0.00342226442425646,0,0,0,0,0,0
X000568.SZ,0,0.635014987420145,0,0,0,0,0,0.0986942518189753,0,0.029200576836762,0,0,0,0,0,0.0267242485947745,0,0,0,0,0,0.0281759214559282,0,0,0,0,0,0,0.0568283898089927,0,-0.00980938305957383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388790077876513,0,0,0.0565467060498188,0.0152537713880201,0.00629056705251471,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217439367950049,0,0,0,0.0697331809585754,0,0,0,0,0,0,0.310566067383583,0,0,0,0.0432661245236541,0,0,0,0,0,0,0.106052556012615,0,0,0.0344087014631233,0,0,0,0,0,0,0,0,0,0,0,0.0235063204412278,0.029651100766413,0,0,0,0,0,0
X000661.SZ,0,0,0,0.225986427120057,0,0,0,0,0,-0.143307161700503,0,0,0,0,0.0773628056181066,0,0.0952473051721363,-0.0496060937785057,0,0,0.137406345452013,0,0.123286222621334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494390618417357,0,0,0,0,0,0,0.00174593806496693,-0.0446508376124089,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0894264708066391,0,0,0,0,0.252551883308429,0,0,0,0.136237804634533,0,0,-0.0724776538220808,0,0,0,0,0,0,0,0,0.110546114972808,0,0,0,0,0,0.02917706491482,0,0,0.0112263198825509,0,0.0977707061404555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0793153065192677,0,0,0.0147399458925252,0,-0.144670094298754,0,0,0,0,0,0,0.33477901737855,0.0679004238083484,0.07077755482398,0,0.00253066472267657,0,0,0,0,0.0973729786950678,0,-0.055999976301976,0,0,0,0,0.286715042559121,0,0,0,0.0209072594295689,0.0819607053301844,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154238753837359,-0.0199763579396622,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0222960595465155,0,0,0.0871130225176972,-0.00859466546209237,0,0,0,0,0,0,0.0345918595251091,0,0,0,0,0,0,0,0,0,0,0,0,0.0280224897144082,0,0,0,0.0373627256121523,0,0,5.41836300951007e-05,0,0.0201973814257609,0,0.0249255445601092,0,0.0583366125873857,0,0,0,0,0.038263717494374,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.181530906315573,0.0802035241345031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304442314790303,0.0279247316354849,0,0,0,0.108038323233174,0,0,0,0,0,0,0,0,0,0.0477902235190003,0.0487392888667867,0,0,0,0,0,0,0,0.0958185537964992,0,0,-0.0110764134779538,0,0,0,0,0,0,0
X600809.SH,0,0.495578302058554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207882603260776,0.135505322840841,8.67361737988404e-19,0,0,0,0,0,0,-0.107157807082026,0.0820422413907527,0,0,0,0,-0.0957592363836455,0,0,0,0,0,0,0.05869878017147,0,0,0,0,0,0,0,0,0.0359151505069695,0.00597705466888918,-0.00432243903448442,0,0,0,0,0,0
X002241.SZ,0,0,0,0.534823646590536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807429006654037,0,0,0,0,0.0742696021728484,0,0.0673435157866817,0.0116141010498472,0,0,0,0,0,0,0,0,0,0.00946288331517776,0,0,0,0,0,0,0,0,0,0,0,-0.0212567483174923,2.16840434497101e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215657468026328,0,0,0,0,0,0.0597637627447701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311015766797603,0,0.0641632481483148,0,0,0,0,0.0240327633386724,0,0.0505277063919623,0,0,0.00645381651586332,-0.00904272875018772,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0382345095346371,0.00114508190075243,0.0310447097567581,0,0,0,0,0,0,0.125296874640437,0,0,0,0,0,0,0,0,0.0708523531726368,0.0131119588519941,0,0.191680952315968,0,0.157483257058174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893559998365581,0,0,0,0.0393637685252392,0,0.0283788973137188,0.0124393605874168,0,0,0,0,0,0
X000596.SZ,0,0.213720497499724,0,0,0,0,0,0.0388674328031996,0,0,0.111829159810636,0,0,0,0,0.318433236970728,-0.0356110040271081,0,0,0,0,0.160377437069777,0,0.0673560931052572,0,0,0,0,0,0,0,0,0,0,-0.126801578252894,0,0,0,0,0,0,0,0,0.0400762147647972,0,0,0,0.0236212197774334,0,0,0,-0.00181996708115888,-0.0244827913992857,0,0,0,0,0,0
