,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600271.SH,X600703.SH,X600066.SH,X600741.SH,X002241.SZ,X002292.SZ,X000100.SZ,X600031.SH,X002236.SZ,X600177.SH,X600118.SH,X002506.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000568.SZ,X000157.SZ,X002085.SZ,X000338.SZ,X300003.SZ,X300124.SZ,X002074.SZ,X600867.SH,X002294.SZ,X600089.SH,X002007.SZ,X002456.SZ,X002426.SZ,X000050.SZ,X000869.SZ,X002465.SZ,X002180.SZ,X600498.SH,X002508.SZ,X601877.SH,X600699.SH,X000981.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.343457514932265,0.199408337818401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127062725055287,0,0,0,0.0044882551516549,-0.158579658950102,0,0.0626859457322381,0,0,0,0.0459532740624506,0,-0.0694066502800119,0,0,-0.0022786763198673,0,0,0.0239157422459979,0,0,-0.0185946007391507,0,0,0,-0.0397967439118102,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.11132170307077,0,0.117453398460931,0,0,0,0.276394051478439,0,0,0,0,0,0.045812652800019,0,-0.061402256605587,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087235322969347,0,0,0,0,0,0,0,0,0.00683000485007401,0,0,0,0,-0.00622549664522718,-0.0456577783563181,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206392723486395,0.0498447394555425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295714768603168,0,0,0,0,0,0,0.0953932219086495,-0.0557567487027678,0,0,0,0,0.109829500911237,0.0306879259472281,0,0,0,0,0,0,0.0164483958839591,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0184219082758001,0,0,0,0,0,0,0,0,0,0,0,0,0.0113297081792744,0,0,0,0.00754861673207515,0.0217800973145778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349342970008207,-0.0409119006822089,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.128377671077903,0,0,0,0,0,0,0,0,0,0,0.0920083020655475,0,0,0,0,0,0,0.0483576288368807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138712159978579,0,0.0811414307235258,0,0,0,0,0,0,0,0,0,0.0538036613811435,0,0.00170345729807645,0.00902901985644398,0,0,0,0,0,0
X002304.SZ,0.14572506531306,0,0,0,0.448159372554498,0,0,0,0,0,0,0,0,0,0,0,0.0281326600075111,0,0,0,0,0,0,0,0,0,0.234291157906014,0,0,0,0,0,0,0,0,0,0.114089769336979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382080208998302,0.00124000960548762,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453591018935179,0,0,0,0,0,0,0,-0.122604691959338,0,0,0,0,0,0,0,0,0,0.203214832455435,0,0,0,0.0550639003779898,0,0,0,0,0.113031951683088,0,0.0163885609870747,0,0,0.0223876239187239,0,0.0376234995505836,0,0,-0.0151882325721672,-0.0195295652175801,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603215567337504,-1.73472347597681e-18,0,0,0,0,0,0.130373662729844,0.148506905381107,0,0.021696887649599,0,0,0,0,0,0,0,0,0,0,0,0.123822563729246,0,0.0600624123860263,0,0,0,0,0,0,0,0,0.0344832197087595,0.0168342242741688,0,-0.000452327674795533,0,0,0,0,0,0,0
X000625.SZ,0.211693579155378,0,0,0,0.0882772122188233,0,0,0,0,0,0,0,0,0,0,0.0718768404722149,-0.0102764215179464,0,0,0,6.93889390390723e-18,0,0.216257009488138,0,0.0880392354870854,0,0,0,0,0,0,0,-0.0142212953692985,0,0,0,0,0,0.0856851476861128,0.0371884205586688,0,-8.67361737988404e-19,0,0,0,0,-0.105962055034565,0,0,0,0,0.0153160487602777,0.0459395518994737,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0435266968910606,0,0,0.191489794563136,0,0,0,0,0,0,0,0,0,0.0687478873079421,0,0.230243066366189,0.0878554781170263,0,0.0500592581430563,0,0,0,0,0,0,0,0,0,0,0,0,0.118805260249743,0,0,0,0,0,0,0,0,0,0,0,0,0.00490581122695511,0,0,0,0,0,0,0,0,0
