,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X600031.SH,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000596.SZ,X000100.SZ,X002241.SZ,X002371.SZ,X000157.SZ,X000625.SZ,X600741.SH,X002129.SZ,X002007.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002236.SZ,X002414.SZ,X600584.SH,X300142.SZ,X600183.SH,X601799.SH,X000799.SZ,X000066.SZ,X000800.SZ,X002074.SZ,X600089.SH,X300003.SZ,X002008.SZ,X600779.SH,X000547.SZ,X000050.SZ,X600118.SH,X300001.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0618196076880379,0,0,0.0787187361050576,0,0,0,0.0897300736171737,8.67361737988404e-19,0,0,0,0,0.0861384670851154,0,0,0,0,0,0.0664628423709881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251757497468576,0,0,0.00279903714480189,0,0,0,0,0,0,0,-0.0157333053662485,0,-0.013069240041245,0.0226561784870298,0,0,0,-0.010320557968526,0,0
X000858.SZ,0,0,0,0,0.283688829578666,0,0,0,0.112791034796969,0.0986762824721187,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0646523437430901,0,0,0,0,0.0356508917422063,0,0,0.0278011732639771,0,0,0,0,0.0369544921590602,0,0,0,0,0.108313621720497,0,0,0,0,0,0,0,0,0,0,0,0,-0.00248064388714076,-0.0183766605821067,0,0,0,-0.000907832787237464,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0243041776061049,0,0,0.151686198071461,0,0,0,0,0,0,0,0,0,0,0,0.153633430380181,5.42101086242752e-20,0,0,0,0.105846779973097,0,0,0.0231334155989218,0.0195616892980707,0.215229476340254,0,0,0,0,0.0479094891758642,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00169439891723472,0,0,0,0,-0.0163889764226578,0,0
X600276.SH,0,0,0.0135495978198456,0,0,0,0,0,0,0,0,-0.0886510887474596,0,0,0.145766039474328,0.0814177177921901,0,0,0,0,0,0,0,0,0,0.015124396130088,0,0.0119675229633396,0,0,0.0839482086451819,0.00841312111880421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0021214523097308,0,0,0,0,-0.0133204259297243,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.343219208114664,0.178064312942639,0,0,0,0,0,0,0,0,0,0,0,-0.147362726301636,-0.0461121150036624,0,0,0,0,0,0,0,0,0,0,-0.0169081975260943,0,0,0,0,0.0854570158506472,0,0,0,0,0,0,0.127323402311136,0,0,0,0,0,0,-0.0117092051085789,0,0,0,-0.00738183576138524,0,0
X002475.SZ,0,0,0,0,-0.0992922246304002,0,0,0.141924027344173,0,-0.0383710019093197,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.11320030180363,0,0,0.454857135977958,0,0,-0.0017471260578113,0,0,0,0,0,0,0,0,0,0,0.122934028964568,0.049641000505998,0,0,0,0,-0.0477002073398865,0,0,0,0,0,0,0,0,-0.00790072440320129,-0.0273037174223777,0,0,0,0.00986321010251811,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.219024197479058,0.0966463586429701,0,-0.0356631998214931,0,0,0,0,0,0,0,0,-0.0150147265265518,0.0395580633196893,0.19682958643355,0,0,0,0,0,0,0,0,0,0.0906992091423828,0.0173158129338238,0,0,0,-0.00839980139626228,0,0.14753356830901,0,0,0,0,0,0,0,0,0,0.00329355696406796,2.16840434497101e-19,0,0,0,-0.0301667368277142,0,0
X600031.SH,0,0,0.100700316760965,0,0,0,0,0,0.206039709947941,0,0,0,0,0,0,0,0,0,0,0,0,0.0765253946904788,0,0,0.24561346272555,0.00650135792731322,0,0,0,0,0,0,0,0,0,-0.0429134571267188,0,0.209134248096042,0,0,0,0.0629649246512702,0,0,0,0,0,0,0,0.0206798638167814,0,-0.0198280337924685,0,0,0,0,0.0201650826649357,0,0
X600809.SH,0,0.340982338647653,0,0,0.112413330582821,0,0,0,0,0,0.295401243814262,0,0,0,0,0,0.127334048252458,0,0,0,0.0414024913410689,0,0,-0.0397417029105759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012155805444065,0,0,0,0,0,0,-0.0106941398048119,0,0,0,0,0,0
X002304.SZ,0,0.0644979219245519,0,0,0.200765761409672,0,0,0,0.232062563686416,0,0,0,0,0,0,0,-0.0376770179984597,0,0,0,0.0128415211416485,0,0,0,-0.017976758864414,-0.0617300016133098,0,0,0,0,0,0,0,0,0,0,0,0.235461005799412,0.0748650196722958,0,0,0,0,0.222127392894402,0,0.0504822725953585,0,0,0,2.16840434497101e-19,-0.0811222192879393,-0.0401302564603586,0,0,0,0,0.0133793358190262,0,0
X600690.SH,0,0,0,0,0,0,0,0.132184533774961,0.271762929909066,0,0,0.0923105858726009,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0316110239841241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148004123541595,0,0,0.124050094002115,-0.0566719384740695,0,-0.00737886602730144,0.0565830917668197,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198292190572954,0.0650464816560163,0,0,0,0,0,0,0,0,0,0,0,-0.142023204587664,-0.0129185152926448,0.0765778213071634,0.182296842745058,0,0,0,-0.031912961564046,0,0,0,0.0960178869184575,0,-0.00378403662864744,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0129819334004084,0,0,0.269475113538095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308718535834971,0,0.112019175999287,0,0.0929674145559084,0,0.021688034725811,0,0.0280140686862069,0,0.00340035917250905,0.109960704784328,0,0,0,0,0,0,0,0,0.0358908729309098,0,0,0,0,0,0,0,0,0,-0.0183661365131635,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0440663140000472,0,0,0,0,0,0,-0.0143803437275299,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.252933296842712,0,0,0,0,0,0.380838637868241,0,0,0.0279242527753727,-0.0404668217521595,0.259214935331881,0,0,0,0,0,0.246770868234446,0,0,0,0,0.215469983339989,0,0,0,0,0,0,0,0,0,-0.0127241243401333,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0.0682146509637959,0,0,0,0,0,0,0,0,0,0,0.0728911055614715,0,-0.01595984613328,0,0.0213789766722221,0,0,0.00931495234195444,0,0,0,0,0,-0.124253093576305,0,0,0,0,0.0165881608986153,0,0.27529476681097,0,0.0604423665116999,0,0,0,0,0,0,0,-0.0314275525490832,0,0,0,0,0.0210737880024003,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.135715241952826,0,0.11277915683374,0,0.197269111687445,0,0,-0.143107636106114,0,0,0.0379713452532603,0,0,0,0,0,0.135520112523014,0,0,0,0,0,0,0,0,0.288727505320115,0,0,0.0850819934064937,0,0.230654019306207,0,0.113998133760564,0,0,0,0,0,0,0,0,0,-0.00672468296326141,0,0,0,0,-1.73472347597681e-18,0,0
X000338.SZ,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0339460371049926,0,0.0435351384540658,-0.0679835472986579,0,0,0,0,0.170922197284586,0,0,0,0,0,0.0312324478113865,0,0,-0.0518659365431193,0,0,0,0,0,0,0,0,0,0.107751586493799,-0.00143284499887404,0,0,-0.000257350896601508,0,0,0,0,0,-0.025546325161456,0,0,-0.0378511549115443,0.0994780351066076,0,0,0,0.02474880262044,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0611178454622845,0,0,0,0.0243962501537205,0,0,0.124796454677058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159325029620343,0.0173422927097188,0,0,0,0.203092580336618,0,-0.000708233770797046,0,0,0,0,0,0,0,0,0,-0.00336802527774041,0,0,0,0,0.0121616448728936,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494102610819841,0,0,0,0,0,0,0,0,-0.0343687176385932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471205404156244,0,0,0,-0.00637808608599504,0,0
