,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000559.SZ,X600118.SH,X000050.SZ,X002475.SZ,X601877.SH,X000550.SZ,X600066.SH,X002129.SZ,X002294.SZ,X600271.SH,X000568.SZ,X002456.SZ,X002292.SZ,X000869.SZ,X600435.SH,X300003.SZ,X000800.SZ,X300124.SZ,X000400.SZ,X002007.SZ,X600839.SH,X002049.SZ,X002038.SZ,X000623.SZ,X000977.SZ,X600566.SH,X002008.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0723816718233733,0,0,0,0,0,0.00771416105582669,0,0,0,0,0,0,0.416387617187389,0,0,0,0,0.0297077602761768,0,0,0,0,0.0732640897853603,0,0,0,0,0,0.0180923939588709,0,0,0,0,0,0.00550804470334169,0.14957198584585,0,0,0,0,0,0,0,0.0204892349878781,0,0,0,0,0,0,0,0,0,0
X600519.SH,0.099793952235229,0,0,0.0300035558462133,0,0,0.0627627479844647,0.12613732409586,0,0,0,0,0,0,0,0,0,0,0,-0.0281094469304419,0,0,0,0,0.0321810845288772,0,0,0,0,-0.0407727937916862,0,0,0.0770950774136283,0,0,0,0,0,0,0,0,-0.128672567993262,-0.0108524156429133,0,0,0,0,0,0,0,0,-0.0138168970133465,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980871256847783,0,0,0,-0.00241275895225124,0,0,0.108139766115543,0,0.132588980607481,0.0912969326246199,0,0,0,0,0,0,-0.0320468556946147,0,0,0,0.0327228329762769,0,0.0757257448812333,0,0,0,0,0,0,0,0.0140435117011169,0,0,0,0,0,0,0
X000651.SZ,0.0446068888142357,0,0,0,0,0,0,0,0,0,0,0.127031572248436,0,0,0.0422143763111946,0,0,0,0,0,0.0527093849864951,0,-0.0187599824581768,0,-0.0153130793674473,0,0.0607194567556304,0,0,0,0,0,0,0,0.171885181089015,0,0,0,0,0,0,0,0,0,0,0,0.204333905293834,0,0,0,0,0.0537606247271471,-0.0776095486820168,0,0,0,0,0,0
X002415.SZ,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0267144398838365,0,0,0,0,0,0,0,0,0.343314718525727,0,0,0.0651948184579732,0,0,0,0,0,0,0.0146780555446163,0,0,0,0,0,0,0,0.0630853419609536,0,0,0,0,0,0.147207585330556,0.137619506128336,0,0,0,0.153057715424655,0,0,-0.0147866501818104,0.0315483684687229,0,0,0,0,0,0
X000625.SZ,0.407240214595688,0,0,0,0,0,0,-0.0210135846085163,0,0,0,0,0,0,0,0,0.242512598016469,0,0,0,0,0,0.00548548650786853,0.0106765793868462,0,0,0,0,0.0793030062720722,0,0,0,0,0.0947729687259536,0,0,0,0,0.0773102880304555,0,0,0,0,0,0,0,0.028070248370722,-0.0840080010750881,0.00677991989831083,0,0,-0.00743491773838951,-0.0141632539873075,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0420082246283968,0,-4.33680868994202e-19,0,0,0,0,0.217885493604178,0,0,0,0,0,0,-0.0256863324273897,-0.0958757494755199,-0.0281738724032171,0,0,0,0,0,0.259475163625694,0,0,0.166104920206257,0,0.075210859065474,0,0.0647045776088183,0,0,0,0,-0.0315197364696632,0,0,0,0,0,0,0,-0.0123517191476358,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.479458766100087,0,0,0,0,0,0,0,0,0,0,0.0663744179786191,0,0,0,0,0,0,-0.111632875746704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088589284896039,0,0,0,0,0,0.260615181846546,0,0,-0.0221826876282682,0,0,0,0.0342811196905735,0,0.0172574280465466,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172202049517064,0,0,0.0058090992409547,0.0228123335702888,0,0.132597562174282,0,0,0,0.051724047503821,0,0,0,0,0,0,0,0,0,0,0.0340957224610206,0,0,0,0.0952035376076563,-0.107072028075843,0,0,0,-0.0397160164098554,0,0,0,0,0.0148773457873405,0.00345988366014372,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0288737703855192,0.0733613047627981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730731432703534,0,0,0,0,0.0134205111969,0,0,0,0,0,0,0,0,0.184459460078974,0,0,0.0422505696434026,0.0541108926472384,0.0596282646189479,0,0.0343950343019813,0.0349575930812719,0,0,0,0,0,0,0,0,0,0.00269543334268662,0,0,0,0,0,0,0
