,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X000568.SZ,X600031.SH,X000100.SZ,X600271.SH,X002236.SZ,X002475.SZ,X002456.SZ,X600118.SH,X600177.SH,X000338.SZ,X002292.SZ,X002085.SZ,X000157.SZ,X002180.SZ,X600372.SH,X000559.SZ,X002007.SZ,X300003.SZ,X600867.SH,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X601877.SH,X600522.SH,X002426.SZ,X600089.SH,X002508.SZ,X002465.SZ,X600566.SH,X000050.SZ,X000869.SZ,X600487.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.139514842296758,0,0,0.207265034952098,0,0.0353468163887495,0,0,0,0.0224769106857344,0,0,0,0.131549035604247,0.164148502697004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718400571978668,0,0,0,0,0,0,0,0,0.0587935356539512,-0.116468983645428,0,0,0,0,0,0,0.0120379295554801,0,0,0.0600351865547544,-0.025902470805708,0,0,0,0,0,0
X600104.SH,0,0,0.0681850258003453,0,0,0,0,0,0.305873075076284,0,0,0.247743836474914,0,0,0.0476168336508977,0,0,0,0,0,0,-0.141806519121467,0,0.103442225161223,0,0,0,0,0.0395876304668785,0,0,0,0,0,0,0,0,0,0.0238467941389713,0,0,0,0,0,0,0,0,0,0,0,0,0.0018726090780263,-0.0949584114924082,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.23453181562207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178458511190115,0,0,0.0630753291841626,0,0.0191570305054456,-0.0594638480102021,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0677665544752016,0,0.0495420085343174,0,0,0.428755661410351,0,0,0,0.203711485327596,-0.0856093410778921,0,0,0,-0.0429643315312972,0,0,0,0,0,0
X000651.SZ,0,0,-0.0168741402842609,0,0,0,-0.087469676810844,0,0,0,0,0,0,0,0,0,0,0,-0.153994146777082,0,0,0,0,0,0,0,0.0176616180316198,0,0,0,0,0,0,0,0,0,0.00194024400024195,0,0,0.110295634792167,0.107429121702446,0,0,0,0,0,0,0,0,-0.000833970299066594,0,-0.115073873025822,0.0683831295579391,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.12541807827835,0,0,0,-0.0413498416686049,0.576349022609183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772923896858309,0,0,0,0,0.100001707738456,0,0,0,0,0,0,0.0458860589532222,0,0.00798940324979885,0,0,0,0.0836510850658949,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0224486223506009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261958013347478,0,0,0,0,0,0,0.00268853580449116,0,0,0,0,0,0,0.13939033930073,0.0587358903000529,0,0.0392750804013967,0.0827366577911254,0,0,0,0,0,0.200744546769077,-0.188926718378174,0,-0.0674197933514426,0,0,-0.0792976433374986,-0.0380370532917931,0,0,0,0,0,0
X002304.SZ,0.271517352121139,0,0,-0.0617478961560109,0.173230527145984,0,0,0,0,0,0,0,0,0,0,0.0513273514880308,0,0,0,0.0357381798228822,0,0,0,0,0,0,0.0156657910470855,0,0.058924500189961,0.0424046476035114,0,-0.0253372086065542,0,0,0,0,0,0,-0.0179699060036332,0,0.030362167102333,0,0,0,0,0,0,0.204069345918872,0,0,0,0.0139912728035255,0.0766827831215649,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0102394563444291,0,0,0,0,0,0.172942198715351,0,0,0.144132152561377,0.148059968643704,0,0,0,0,0,0,0,0,0,0,0,0,0.068273291531619,0,0,0,0,0,0,0,0,0,0,-0.0367551095674197,-0.00029521975695932,0,0,0,0,0,0,0.0160255293847832,0,0,-0.0844179830465588,-0.0166593252207407,0,0,0,0,0,0
X000625.SZ,0,0.0465106216722909,0,0,0,-0.0296836978048599,0,0,0,0,0,0.175660824494915,-0.122598255887141,0,0,3.46944695195361e-18,0,0,0,0,0.0904460914578605,0,0.0535133200213285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118356024674436,0.111872886160056,0,0.115106694393149,0,0,0,0,0.0647406195728999,0,0,0.0214382246036522,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228008262907906,0,0,0,0,0,0,0.0850682959644079,0,0,0,0,0.066928265679451,0,0,0,0,0,0,0,0,0,0,0,0.18057234203256,0.0436720084038642,0.00346923167391081,0.161773152171265,0,0,0,0,0,0.0989257804647717,0.0590868446262672,0,0,0,0.0083900327160807,0,0,0,0,0,0
X600690.SH,0,0.16459592129823,0,0,0.0245354878082559,0,0,0,0,0,0,0,0,0,0.100137632659362,0.289051525130056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108980884505039,0,0,0,0.0576591124608728,0,0,0,0,0.119241087147353,0,0,0,0,0,0,0,0,0,0,0,0.0488443077806379,0,0,0,0,0,0
X600741.SH,0,0.426824796774281,0,0,0.0530034994487887,0,0,0,0.0454363224835543,0.140754658975421,0,0,0,0,0,0.0971709663044058,0,0,0,-0.0446555871631283,0,0,0,0,0,0,0.0046913636804144,0,0.0120072657644328,0,0,0,0,0,0,0,0,0,0.0146111498631781,0,0,0,0,0,0,0.0324148497460698,0,0,0,0,0,0.0172835661730973,0.0375395796674609,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,-0.124640072020678,0,0,0,0.0143452186714943,0,0.117371695391825,0.521136252964615,0,0,-0.156206061250404,0,0,0,0,0,0,-0.130206509848832,0,0,0,0,0,0,0,0,0,0,0.137304842312289,0,0,0,-0.0797256544054515,0,0.197179126244218,0,0.0950402314844734,0,0,-0.00351786474537786,0,0,0,0.0109239732327019,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.31985379204449,0,0,0.00763196133789536,0,0,0,0,0,0,0,0.0263554744473519,0,0,0,0,0,0,0,0,0,0,-0.315202699975339,1.73472347597681e-18,0,0,0,0,0.0689654324520775,0,0,0.0927310332646864,0.139622267822372,0.0737460835950882,0,0.12803413306584,0,0,0,0,0.025050884839328,0,0,-0.0128150637384223,0.0809386767178382,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.359493458546996,0,0,0,0,0,0,0,0.0724986594586487,0,0,0,0,0,0,0,0,0,0.405804260235198,0,0,0,0.286764515149435,0,0,0.140799554208397,0.161632315742501,0,0,0,0,0,0,0,0,0,0,-0.361804176597296,0,0,0,0.0429111729415001,0,0,0,0,0
X000568.SZ,0.134061644472623,0,0,0,0.393777596658724,0,0,0,0,0,0,0,0.0293367636283381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021857277418505,0,0,0,0,0,0,0.143074235786533,0,0,0,0,0.0477046257340997,-0.0941259296212063,0,0,0,0.0276619565046195,0,0.0809089655108014,-0.0684880050082641,0,0,0,0,0,0.0193097771589014,0.0341139099644422,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0940661029995046,0,0,0,0,0,0,0,0.199620129050423,0,0.112145075189773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451215931220951,0.145723511203563,0.0569161042339528,0,0,0,0,0,0,0,0,0,0,0,-0.0329858984272404,-0.00326900569793311,0,0,0,0,0,0
X000100.SZ,0,0,0,-0.0191464448432556,0,0,0.0795588615806351,0,0,0,0,0,0,-0.0447974098759729,0.0590380000466535,0,0,0,0,0,0,0,0,0,0,-0.00349755741646662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623875037268575,0,0,0,0,0.0108264585066872,0.103220765351699,0.121601380986399,0.0365726465504021,0,0,0.0543238640520658,0.0165537796157797,0,0,0,0.0337067784077737,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946436152403773,0,0,0,0,0,0,0,0.0596051539497712,0,0,0,-0.0515751198231861,0,0,0,0.222732543664769,-0.091786569696896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603435242661837,0.0524681989212806,0,0,0,0,0.0341081095588043,0,0.0478461436717498,0,0,0,0,0
X002236.SZ,0,0,0.0506619458200787,0,0,0,0,0,0,-0.0254910916015945,0,0,0,0.00665723662855416,0,0,0,0,0,0,0,0.0983944622510381,0,0,0,0,0,-0.165973869401261,0.175700904587331,0,0,0,0,0,0,0,-0.0903366932876536,0,0,0,0,0,-0.336837348743816,0,0,0,0.299704278878383,0,0.153431934945808,0,-0.160808588491672,0,-0.0461093706191154,0.431218603385265,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.1817606151274,0,0,0,0.214076130353731,0,0.0589888717203848,0,0,0,0,0.0576204335411416,0,0.148297567656836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575557643968353,0,0,0,0.00371910521535331,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233829042671002,0,0,0,0,0,0.288361021241019,0,0,0,0,0,0.141867055944041,0,0,0.0908284109626138,0,0,0,0,0,0,0,0,0,0.115461776743337,0,0.100924919143361,0,0,0,0,0.244943036798497,0,-0.050770309827092,0,0,-0.074814479775278,0,0,0,0,0,0,0
X600118.SH,0,0,0,-0.0335545659046281,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0528261533638688,0,0,0,0,0,0,0,-0.0875493850319699,0.351913201635277,0.0511081035964738,0.0453675587764489,0,0,0,0,0,0.142236873032258,0.151069234502235,0.00377351096544465,0,0,0,0,0,0,0.0186836662689285,0,0,0.0476306418605082,0,-0.0251464254138205,0,0,0,0,0,0,0
X600177.SH,0,0.205998477065448,0,0,0,0,0,0,0,0,0.144284927325844,0,0,0,0,0,0,0,0,-0.015477929795356,0.0452842097384269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582815503743888,0,0.087224770281272,0,0.0583177049810539,0,0,0.00599150510495487,0,0.196620731449472,0,0,0,0.0458760076759625,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.095655812381824,0.113073131694464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194070057407454,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0149161512489422,0,0,0,0,0,0,0,0.034629095412746,-0.107613944816231,0.154350441576619,0.0627214984793841,0,0,0,-0.0226868133582665,0,0,0,0,0,0.0712731444771517,-0.0917981321536634,0,0,0,0,0,0
