,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X002236.SZ,X000581.SZ,X601877.SH,X000559.SZ,X000550.SZ,X002475.SZ,X600118.SH,X000050.SZ,X000568.SZ,X600066.SH,X002294.SZ,X600839.SH,X600271.SH,X002456.SZ,X002129.SZ,X000869.SZ,X000400.SZ,X000623.SZ,X002007.SZ,X300124.SZ,X300003.SZ,X000800.SZ,X002038.SZ,X600867.SH,X002292.SZ,X600177.SH,X000977.SZ,X600435.SH,X002465.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.0555242335452685,0,0,0,0,0,0,0,0,0.0672187444296996,0.161120766113069,0,0,0,0,0,0.0375407459300146,0,0,0,0,0,0,0,0.00179717416019943,0,0,0.0998543198388603,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0855348310815988,0.0917113475082075,0.0374064290221644,0,0,0.0113055939124501,0,0,0,0,0,0
X600519.SH,0,0,0.0315218325642895,0,0,0,0.192521498503996,0,0,0,0,0,0,0,0,0,0.0658806088883649,0,0,0,-0.0386503231634337,0,0,0,0,0,0,0.00741026390817031,0,0,0,-0.0710266045645047,0,0,0,0,0,0,0,0,0,0,0,0.0603532676461045,0,0,0,-0.110326059033659,0,0.115891030037982,0,0,-0.0300627020373869,0,0,0,-0.122167076290189,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257560368888752,0.0722702383604545,0,0,0.0523306673850235,0.131649465211953,0,0,-0.0132532406092939,0,0,0,0,0,0,0,0,0,0,0.0376220010705411,0,-0.133061671108764,0,0,0.0885873106115968,0,0,0,-0.101614994256544,0,0,0,0.0342061152693171,-0.0587115462654203,0,0,0,0,0,0
X000651.SZ,0,0,0.130079976437523,0,0,0,-0.0311820432820051,0,0,0.242320047904674,0,0,0,0.150799633626926,0,0,0,0.073552226472917,0,0,0,0,0.145654099734741,0,0.105559559854447,0,0,-0.0470587623603,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.162141411148448,0,0.0477555911198044,0,0,0,0,0,-0.000362050357662938,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.163936604496424,0,0,0,0.0301142590971187,0.130578427571704,0,0,0.202974177818231,0,0,0,0,0,0,0.0244101395721352,0,0,0,0,0,0,0.180301453117169,0,0,0,0,0,0,0,0,0,0,0,0.0324219068827332,0,0,0,0,-0.00343722581347295,0.0266348377381421,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0309591373261439,0,0,0,0,0.00794470894021506,0.0173682383219501,0,0,0,0.0717143285675612,0,0,0.027889876805052,0,0,0,0.141869594559163,0.151168542638864,0,0,-0.0230768421547907,0.293499524535735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010670693522708,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.186035415437542,0,0,0,0,0,0.0546294466010956,0,0,0,0,0,-0.0745667691176058,0,0,0,0,0.172388975945193,0,0,0,0.0286503004955547,-0.0528730089168453,0.191606579501912,0,-0.121482551626541,0,0,0,0,0,0,0,0,0,0,0,0.385291845094974,0,0,0,0,0,0,0,0,0.00447006847850147,0.0491178343068076,0,0,0,0,0,0
X000625.SZ,0.232524590674413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157771212859817,0,0,0.015968988099503,0,0,0,0,0,0.0918058383602678,0,0,0,0,0,0,0.0706577837588553,0,0,0,0,0,0,0,0,0,0,0.0131663652963316,0,0.0832961003655727,0,0,0,0,-0.00348145567687929,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332093168036767,0,0,0.0336856374349834,0,0,0,0,-0.00889279424914735,0,0.205266651920003,0,0,0,0,0.158308790362506,0,0.0318010233091153,0,0,0,0,0,-0.147428452337713,-1.73472347597681e-18,0,0,0,0.00610906162224724,-0.00701778246709568,0,0,0,-0.0587461652960932,0,0
X600690.SH,0.124670934421545,0.192978644148859,0.218799473318852,0,0,0,0,0,0,0,0,0.029917715075452,0,0,0,0,0.0974646386899321,0,0.0578826427971017,0.134880354672626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101732075806028,0,0,0,0,0.0643741663989241,-0.0349945368998604,0,-0.0301402168523021,0.107348164789489,0,0,0,0,0,0
