,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000596.SZ,X000157.SZ,X000625.SZ,X300142.SZ,X600741.SH,X002129.SZ,X002371.SZ,X002179.SZ,X002049.SZ,X002007.SZ,X002236.SZ,X601877.SH,X600584.SH,X000799.SZ,X600183.SH,X002414.SZ,X300003.SZ,X300146.SZ,X000800.SZ,X601799.SH,X600779.SH,X600089.SH,X600702.SH,X600460.SH,X002074.SZ,X002008.SZ,X000977.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0976578190435283,0,0,0,0,0,0,0.228738439018508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105980330846015,0,0,0,0,0,0.157703718702892,0,0,0,0,0,0,0,-0.0116232680281831,0,0,-0.0497718341345556,0,0,0,-0.00227233032264423,0,0
X000858.SZ,0,0,0,0,0,0,0.370582285884632,0.0379359256383889,0.177183815574142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642763707870435,0,0,0.0387415294637833,0,0,0.170450600873089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00292643960903493,-0.00944630893961345,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0800199478776861,0,0.0845180050892631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00735087552889719,0,0.185851988371703,0.351097049481192,0,0,0.204725124010778,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00252482732208846,0,0.0387247407678144,0.00581517581751095,0,0,0,-0.0114056623189154,0,0
X600276.SH,0,0.106625628621859,0,0,0,0,0.22025958453696,0,0.0610753603812576,0,0,0,-0.0707787578361526,0,0,-0.0605630469880998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011759342500346,0,0,0.0577946001301779,0,0,0,0,0,0,-0.156073580845922,0,0,0,0,0,0,0,0,0,0,0,0.0226642785849324,0,0,0,0,0.0352573972368043,0,0
X000651.SZ,0,1.38777878078145e-17,0,0,0,0,0,0.0340533159483171,0.110399730157057,0,0,0,0,-1.38777878078145e-17,0,0.0553698598485957,0,0,0,0.112683132423813,0,0,0,0.0625720339359689,0,0,0.0937516327889737,0.0362127256503511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111809003498812,0,0,0,-0.00573617116434898,0,0
X600809.SH,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.214344763557777,0,0,0,0,0.108177070213382,0.0155878853029394,0,0,0,0,0,0,0,0,0,0,0,0,0.113812421433899,0,0.0653105378572547,0,0,0.0594801012756348,0,0.378830416253877,0,0,0,0,0,-6.93889390390723e-18,0.0302439401760103,0,0,0,0.0719579830407953,0,0,0,0,0,-0.0649112953790783,0,0,0,-0.0277608497118601,0,0
X000568.SZ,0,0.519174479100775,0,0,0,0,0,0,0,0,0,0,0,0.0292979537408772,0.0183448599643543,0,0,0,0,0,0,0,0.120021281475411,0,0,0,0,0,0,0,0,0.260892235405166,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0699656344076505,0,0,0,0,0,0,0,0,0,-0.039241488405656,0,0,0,-0.0235581485712267,0,0
X600690.SH,0,0,0.0603979489015763,0,0,0,0,0,0,0,0,0,0,0.0912449337352494,0.0624126905664201,0,0,0,0,0,0,0,0,0,0,0,0.511623019801376,0,0,0,0,0,0,0.086824155292265,0,0.0843990824829832,0,0,0.0266110314713385,0,0,0,0.0811556587818836,0,0.0388035913160308,0.0822009047025433,0,0,0,0,0,0,-0.0079778999782053,0,0,0,0,0,0
X002304.SZ,0,0,0.0296029265601044,0,0,0.241517836424074,0.168401847292719,0.0860839966786811,0,0,0.0326543621262631,0,0,0.149799797862014,0,0,0,0,0,0,0,0.00420734963514822,0,0,-0.0355083283683958,0,0.0167998451767072,0,0,0,0,0,0,0,0,0,0,0,0.17394495826211,0,0,0,0,0,0,0,0,0,0,0,0,-0.00163045740290689,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214187397730256,0,0.160751003511178,0,0,0.0769392169731289,0.0476277588746686,0,0.0127012218965968,0,0,0,0,0,0.222167839622945,0.245194653029511,0,0,0,0,0,0,0,0,0,0,0.0921480510656556,0,0,0,0,0,0,0,0.0374721042797245,0,0,0,0,0,0,0.0057628911145853,0,0
