,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600276.SH,X300014.SZ,X600104.SH,X000651.SZ,X002129.SZ,X300124.SZ,X000625.SZ,X002371.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002049.SZ,X000596.SZ,X000063.SZ,X600703.SH,X002241.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600522.SH,X601877.SH,X000661.SZ,X300142.SZ,X002074.SZ,X002180.SZ,X000733.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X600702.SH,X000157.SZ,X002414.SZ,X000799.SZ,X002236.SZ,X600584.SH,X600487.SH,X600563.SH,X601799.SH,X002176.SZ,X000800.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.293127289522464,0,0,0,0,0,0,0,0,0,0,-0.0530611928045164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156353534870775,0.0525922139487575,0,0,0.0639354178230834,0,0,0,0,0,0,0,0,0,0.0383237883097691,0,-0.0124525663887318,0,0,0,0.00688355780352769,0,0,0,-0.00830606685268648,0,0
X000858.SZ,0,0,0.128411477080196,0,0,0,0.189742877041598,0.0451122278422106,0,0,0,0,0,0,0,0.0165482737804863,0,0,0,0.0305516822948983,0,0,0,0,0,0,0.0346016541138303,0,0,0,0,0,0,0,0,0,0,0,0.261866369331382,0,-0.00769367876653445,0,0,0,0.00689482171729133,0,0,0,0,0,0,0.0382648458483297,0.00543045536092315,0,0,0,0,0,0
X600809.SH,0,0,0,0.219073171540274,0,0,0,0,0,0,0,0,0,0,-0.101181006127154,0.0762036358964067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027580311084459,0,0.101896411803107,-0.051569968292081,0,0,0,0,0,0.11641815369911,0,0,0,0,0,0,0,0,0,0,-0.0568015951494864,0.247044154006427,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0.177226349493319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101044590604721,0,0,0,0,0,0,0.0467883045523763,0,0,0,0,0,0,0,0,0.308207071129056,0,0,0.091746959881697,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0209736007572004,0,0,0,0,-0.0202688209722569,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.0380913404455331,0,0,0,0,0,-0.0063915600228425,0,0,0,0,0,0,0.0213878238747556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.155010500108807,0.565220660240851,0,0,0,-0.0378440822268385,0,0,0,0,0,0.04475249317775,0,0,0,0.0218016316003787,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161203406855837,0.0532254622772576,0,0,0,0,0,0,0,0.268121445586256,0,-0.0464288624397339,0,0.0224963433846097,0,0,0,0,0,0,0,0,0.0549011597036082,0,0,0,0.0549893969259934,0,0,0,0,0.0865977286748197,0,0,0,0,0,-0.163577224555853,0,0,0,0,-0.0217093687272144,0,0
X002304.SZ,0,0.220959286423196,0,0,0,0.0149045094335403,0,0,0,0,0,0,0,0,0,-0.0339434097866763,0,0,-0.0149060106961746,0,0,0,0,0,0,-0.0994676999289909,0,0,0,-0.0119347970046633,0,0.000526072145607951,0.218753088007394,0,0,0,0,0,0.270691726558013,0,-0.055409143344909,0,0,0,0,0,0,0,0,0.0884938351373287,0,-0.00215770870053796,0,0,0,0,0.0156420580902003,0,0
X600690.SH,0,0,0,0,0,0.0766524753953216,0,0,0,0,0,0.160772769947799,0,0,0,0,0,0,0,-0.107509097307358,0,0,0,0,0,0,0,0,-0.107686577892908,0.175105361475995,0,0,-0.0209518249344441,0,0,0,0,0,0,0,0.0655197669243185,0,0,0.168090253818516,0,0,0,0,0,-0.0170507606822397,0,-0.062845581670963,-0.0729273633502369,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260700753537631,0,0,0,0,0,0,0.0815851505947363,0.286782142511719,-0.00688346680292353,0.00334716208046889,0,0,0.173113523279299,0,0,0,0,0,0,0,0,-0.0594478293787414,0,0,-0.0766198886268814,0,0,0,0,0,0,0,0,0.0506243257017668,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0379445366428523,0,0,0,0,0,0,0.0912545180143767,0,0,0,0,0,0,0,0,0,0,0,0,0.200562478195198,0.108996175176941,0,0.162934518010774,0.23260737179815,0,0,0,0,0,0,0.0117285460357947,0,0.0395439778307629,0,0,0,0,0.0388512084923817,0.114028755735308,0,0,0.050226060187543,0,-0.0177812862960337,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0360710394658495,0,0,0.106211968984003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297125467132654,0.0150340232536098,0,0.261992130689201,0,0.00734405944272729,0,0.0880416312118522,0,0,0,0,0.0520550627221116,0,0,0,0,0.140696564693689,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101408560286792,0.188662150929792,0.017443310228491,0,0,0,0,0.149602007134391,0,0,0,0.0396507958232831,0,0,-0.14571486989663,0.0242243426411399,0,0,0.134845973702858,0,0,0,0,0,0,0,-0.0184765993080247,0,0,-0.0308367537540587,0,0,0,0.0412818233511647,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0.110426548393774,0,0,0,0,0,0.119569789898221,0,0,0,0,0,0,0,0,0,0.0581248665831105,0,0.277829750893674,0,0,0,0.13757409061889,0,0,0,0.0771652419163179,0,0,0,0,0.0546393171747626,0,0,0,0,0,0,-0.0457383177848022,0,1.73472347597681e-18,0,0.0329872293363833,-0.0402377500172044,0,0,0,0.106718003422254,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.139908869925109,0,0,0,0,0,-0.0533421101522295,0,0,0,0,0,0,0,0.0503893354059225,0,0.127124561729064,0,0,0,0,-0.105704062450586,0,0.104701901271064,0,0,0,-0.0890431952158246,0,0,0,0,0,0,0,0.0784482990588728,0.231683456163378,0,0,0,0,0,0,0,0,0,0,0.0227549106205526,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.30110990330086,0.112435346192022,0,0,-0.310272471986249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191633047991,0,0,0.170922222950669,0,-0.0296161715738448,0.617746948035152,0,0,0,0,0,0,0,0,0,0.0890149730616826,0.0704904225477573,0.111068582527424,0,0,-0.0582809869234093,0,0,0,0.0604818749032714,0,0
X002371.SZ,0,0,0,0,0,0.174201919212251,0,0,0,0,0,0,0,0,0.0494256985348174,0,0,0,0,0.108548592761602,0.0230002222524086,0,0.34545438423053,0,0,-0.228862542510684,0,0,0,0.100305622291321,0.166131447813203,0,0,0,0,0,0.465001717369604,0,0.00139276444854325,0,0,0,0,0,0,0,0,0,-0.0962017941091995,0,0,0,-0.0219491526135324,0,0,0,-0.0253045673258418,0,0
X003816.SZ,0,0,0,0,0.0173569693698065,0,0.0899229711399,0.0904886423721906,0,0,0.0126301626822755,0,0,0,0,4.33680868994202e-19,0,0,0.146432286711985,0,0,0,0,0,0,0,0,-0.0076346724433056,0,-1.73472347597681e-18,0,-0.0531015746950647,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0897842070109337,0,0,0,0,0.0324014052484349,0,0,0,0.0396954770937988,-0.00755183272483601,0,0,0,0.00474691572009068,0,0
X000725.SZ,0,0,0,0,0.0224694491366155,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.0437171735875645,0,0,0,0,0,0,-0.0108634370933728,0,0,0,0,0,0,0.0442569231858101,0.471628306923636,0,0,0,0,0,0.0664575331381999,0,0,0,-0.00783149641278586,0,0.031995858443594,0.0226661546260506,0,0,0,0,0,0,0,0,0,0
