,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600271.SH,X600703.SH,X002236.SZ,X000100.SZ,X300003.SZ,X000625.SZ,X300124.SZ,X600809.SH,X002008.SZ,X600487.SH,X000661.SZ,X000596.SZ,X600498.SH,X002007.SZ,X002456.SZ,X000157.SZ,X300142.SZ,X600566.SH,X002179.SZ,X300146.SZ,X600177.SH,X600089.SH,X600066.SH,X002180.SZ,X002506.SZ,X600867.SH,X600522.SH,X600372.SH,X002129.SZ,X000977.SZ,X002241.SZ,X002508.SZ,X300136.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0731038424539246,0.0122292702294049,0.160322061720532,0,0,0.00681788182190826,0,0,0,0,0,0,0,-0.0647371880469073,0,0,0.0255816094058554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718595169952073,0,0,0,0,0,0.0324445926021888,0,0,0,0,0,0.0270981315426333,0.0674800161379576,0,0,-0.0307578936546313,0.0244639908532509,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.128228763391869,0,0,0,0.0743842782826265,0,0,0,0,0,0,0,0.025282277844721,0,0.0543793523937278,0,0,0,0,0.0280081918957288,0,0,0,0,0,0,-0.0637122195127247,0,0,0.262078917799385,0.0203275836224117,0,0,0,0,0,0,0.027651459128789,0,0,0.044959325117247,0,0,0,0,0,0,0.0135047906393616,-0.0675450421888769,0,0,0,-0.00503214426334963,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0890697705278586,0,0,0,0.0237690034632945,0.147045096694559,0,0,0,-0.0706226465724,0.6575317777088,0,0,0,0,0.0474152537901312,0,0,0.00732916165885501,0,0,-0.195580703469298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0358380495017316,0,0.0235982066827533,0,-0.0158851639562451,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0189244157604189,0,0,0,0.158010924767984,0,0,0,0,0,0,0,0,0,0.0479480161372296,0.0578703905026096,0,0,0,0,0,0.0328330759007412,0,0,0,0,0.00596828293556785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405759437906053,0,0,0,0,0,0,-0.00786151120918802,0.00126580436563222,0,0,0,5.42101086242752e-20,0,0
X000858.SZ,0,0,0.120013367378231,0,0,0.0282083082806534,0.102151481707642,0,0,0,0,0,0,0.30581518643035,0,0,0,0,0.00564244073511987,0,0.00129315677261706,0,0,0.0117303029877388,0,0,0.0503954398982661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147867796361261,0,0,-0.00143661894424029,-0.00516298120561001,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337615895171761,0,0,0.448372531202592,0,-0.235361068964521,0.0136904065266831,0.0420756892787696,0,0,0.121524533589769,0,0,0,0,0,0.122282180028756,0,0,0,0,0,0,0,0,0,0,-0.183275441612959,0,0,0.239878585403898,0,0,0,0.0037670402552308,0.0745912151296077,0,0,0,-0.0143539878081732,0,0
X002304.SZ,0.0839080715376109,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0422670553319913,0,0,0,-0.0883489295198066,0,0,0.155748532125662,0,0,0,0,0,0,0.476189606392978,0,1.73472347597681e-18,0,0,0,0,0,0.139246388925721,0,0,0,0,0,0,0,0,-0.122814789670755,0,0,0.109564170916075,0,0,0,-0.0137583644683746,0,0,0,0,-0.0578918057944467,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0504436548141548,0.105199579820858,0,0,0,0,0.0888859505434051,0,0.0346982247796833,0.0625455592169902,0.116855629362983,0,0.0724599065510316,0,0,0,0,0,0,0,0,0,0,0,0.0187350486248386,0,0,0,0,0,0,0,0.0680544483615363,0,0.0253959630755621,0,0,0,0,0.0027170334984896,0,-0.0828900495678867,0.00651068983046794,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.017372970958714,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0640811036431219,6.93889390390723e-18,0,0,0,0,0,0,0.129573429413459,0,0,0.0626903819490248,0,0.128659125633041,0,0,0,0,0,0,0,0,0.0236428715098002,0,0.357387674329324,0,0,0,0.0130999785137858,-0.0410361397498562,0,0,0,0.01610062132556,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306839515547223,0,0,0,0,0,0,0,0,0.24262159601959,0,0,0.210960379908036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138605482549678,0,0,0,0,0,0.0349623223000963,0,0,0.00921690346145001,-0.00984269982397503,0,0,0,0.128443068497411,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.294664978850416,0,0,0.0203401106548061,0.106908942239093,0,0,0.0382987635951891,0,0.0251259264794086,0,0,0,0,0,-0.0217999558538568,0,0,0.0457364845381234,0.0665021857939422,0.0281130521372279,0,0.0865327837834672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341600361524822,-0.0761346663087266,0,0,0.00565545381410257,0.0142534877566014,0,0,0,0,0,0
X000338.SZ,0,0,0.039569118163479,0,0,0,0.0135368032044806,0,0,0,0,0,0,0,0,0,-0.0301074130267863,0,0.103252752976341,0,0.0375213022925756,0,0,0.000342429557006778,0,0,0,0,0,0.0471826675059659,0.0605398901932201,0.0322985926265523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102245898735446,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13267852027594,0,0,0,0,0,0,0,0.0590925017629143,0,0,0,0,0.0631370266375415,0,0,0.176404379178736,0,0,0.2467218092663,0,0,0,0,0,0.0758475632774473,0,0,0,0,0,0,0.19336289692644,0,0,-0.0157310067091747,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.183669688776288,0,0.112443851355827,0,0,0,0,0,0,0,0,0.0492753824946823,0,0,0,0,0.0174726150207315,0,0,0.199976692414026,0,0,0,0,0,0.00777797285818467,0,0,0,0,0,0.129891137432559,0,0,0,0,0,0.0678520138571892,0,0,0,0,0,0,0,0.0193496250070861,0,0.0128577349106471,0.0215269050638582,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.0564633936787867,0,0,0,0,0,0,0,0,0,-0.065720335390467,0,0,0,0.0881037162414853,0,0,0,0,-0.0107338028069436,0.0602896149059767,0,0,0,0,0,0,0,0,0,0,0.165780823915725,0,-0.0417717186731213,0,0,0,0,0.0800258976629966,0,0,0.0287832025988021,0.0034109689452159,0,0,0,0.0470012929492457,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0471285658878707,0,0,0,0.0261936818179349,0,0,0,0,0.0409482024758529,0,0.0615166215800791,0,0,0,0.0765455510236148,0,0,0,0,0,0,0,0.00937705911748824,0.0276593706933572,0,0,0,0,0,0,0,0.0696570732983618,0,0,0,0,0,0.0485783962154221,0.132558613303598,0,0,0.00620262309172051,0,0,0,0,0.0295724699070167,0,0
X600271.SH,0,0.316459124870763,0,0,0,0,0,0.0980022215741041,0,0.0508647159380732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198785951570278,0,0,0,0,0,0,0,-0.247704981505181,0,0,0.436455594351914,0,0,0,0.246567536597835,0.182681654251355,0,0,0,0,0,0.215539632425339,0,0,0,0,0,0,-0.0482111020168898,0,0,0,0.0629711759537766,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27177560321105,0,0,0.279688950729123,0,0,0,0,0,0,0.646559662083845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404688618594993,0,0,0,0,0,0,0.0475237076531848,0.0527881156888181,0,0,0,-0.133100746507022,0,0
X002236.SZ,0,0,0.444247986726797,0,0,0,0,0,0,0,0,0,0,0,0,-0.064232095526763,0,0.108838498071112,0,0,-0.100157408120649,0,0,0,0,0,0.0392079932196615,0,0.378694667604915,0,0.0667736302439921,0,0.254662400288523,0,0,0,0,0,0,0,0,0,0,0,-0.0685481411884619,0,0,0,0.086295343027003,0,0,0.0288090992573104,-0.0138119782566381,0,0,0,0.120308546956351,0,0
X000100.SZ,0,0,0,0,0,-0.138583364686201,0,0.0287610973187523,0,0.00167679666178602,0,0,-0.0824059048129089,0,0,0,0,0.109114667624505,0,0,0.280066329205322,0.208356604416701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217059605376464,0,0.0800815768154945,0,0.0244930366375623,0,0,-0.393489896441636,0.0178525885778499,-0.0693912811881198,0,0,0,0,0,0
