,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X600703.SH,X600089.SH,X000100.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X000977.SZ,X000157.SZ,X601877.SH,X600584.SH,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X002180.SZ,X601799.SH,X000800.SZ,X002007.SZ,X002028.SZ,X300142.SZ,X002463.SZ,X300003.SZ,X600487.SH,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.393182325097124,3.46944695195361e-18,0,0,0.0296465168881607,0,0,0,0.0291555491714684,0,0,-0.0079814004831575,0,0,0,0,0.0199913097115464,0,0,0,0.0162838767228946,0,0,0,0,0,0,-0.00694850175370386,0,0,0,0,0,0,0,0,0,0.126189494948031,0,0,0,0,0,0,0,-0.0429808424829834,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.141990235320189,0,0.426450509164615,0,0,0,0,0,0,0.206620476523358,0,0,-0.0401347469664458,0,0,0,0,0,0,0,0,0,0,0,-0.00912757053339262,0,0,0,0,0,0,-0.00865742064805086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104614573884727,0,0,0,0.139039336096921,0,-0.0203249644976053,0.0571074673152676,0,0,0,0,0,0
X000568.SZ,0,0.606407604984739,0,0,0,0.044741133747274,0,0,0,0,-0.00553791135901601,0,0,0,0,0.300555461304107,0.0648375929835152,0,0,0,0,0,0,-0.00686606962173831,-2.16840434497101e-19,0,0,0,-0.0253994430904512,0,0,0,0,0,0,0,0,0,0.133820204285097,0,0,0,0,0,-0.14536726305232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.363439740406494,0,0.0270614577289027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204413487921349,0,0,0,0.429147521204658,0,0,0,0,0,0,0,-0.236197350826114,0,0,0,0,-0.138576035291043,0,-0.0897057214028441,0,0,-0.0704205206078535,0,0,0.0162249695527849,0,-0.00135943811711387,0,0,0,0,0,0,0
X600809.SH,0,0,0.0655972718418834,0.0451285963540733,0,0,-0.0600257429062618,0,0,0,0,0,-0.148630806444591,0,0,0,0,0.0512770412520899,0.103421349375256,0,0,0,0,0,0,0,0,0,0.00747234014119212,0,0,0,0,0,0,0,0,0,0.262499408957258,0,0,0,0,0,0,0,0,0,0.0800046995735561,0.070455031922206,0,0,0.0514385292398992,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.044346212117622,0,0,0,-0.0553354520935316,-0.303410917504346,0,0,0,0,0,-0.024919613081356,-0.505058511478554,0,0,0,-0.190739959311425,0,0.478545349781188,0.209286387860511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256741681127307,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0309962757160916,0,0,0,0,0,0,0.154144558176372,0,0,0,0,0,0,0,0,0,0,0,0,0.123711447106692,0.0867477261703564,0,0,0,0.0329886463195243,0,0,3.46944695195361e-18,0,0,0.287993168443699,0.500689457441326,0,0,0,0,0,0,0,0,0,0,-0.00705570917428343,0,0,0,0,0.0342902027405445,-0.0642232896400685,0,0,0,0,0,0
X600690.SH,0,0.113549189209558,0,0,0,0,0.0280808091003996,0,0,0.0685202949233898,0,0,0,0,0,0,0.0447016967453192,0,0.169330101203664,0,0,0.103266051545192,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0310427887593465,0,0,0,0,0,0,0.0446669474536227,0,0,0,0,0,0,0,0,0,-0.0611339434321838,0,0,0,0.00395843402032788,0,0,0,0,0,0
X002304.SZ,0,0.397441897517953,0.215363132653677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201763236535166,0,0,0,0,0,0,0,0,0,-0.0246648356856102,0,0,0,0.0125415176480877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903812068560235,0,0,0,0,-0.0163657468240812,0,0,0,0,0,0,0
X000651.SZ,0.109175286232638,0,0,0,0,0,0.0832365490792818,0.254927608844772,0,0,0,0,0,0,0,0,0,0.132244084875224,0,0,0,0.0310658186060028,0,0,0,0,0,0,-0.0898221497415564,0,0,-0.00676737799637443,0,0,0,0,0,0,0,0,0,0.0104579202430744,0,0,0,0,-0.00771739082527686,0,0,0,0,0,0.0257968833925727,0,0,0,0,0,0
