,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X002475.SZ,X000338.SZ,X600703.SH,X600741.SH,X601877.SH,X300003.SZ,X600271.SH,X002236.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X000100.SZ,X600809.SH,X000661.SZ,X600487.SH,X600498.SH,X002179.SZ,X000625.SZ,X300146.SZ,X600867.SH,X000596.SZ,X300142.SZ,X000157.SZ,X002456.SZ,X600177.SH,X600566.SH,X600089.SH,X600372.SH,X600066.SH,X002180.SZ,X002506.SZ,X002294.SZ,X300136.SZ,X600522.SH,X002241.SZ,X000977.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.478370759306532,0.18535424542698,0,0,0.0807640135381674,0,0,0,0,0,0,0,0,0,-0.0728805986457485,0,0,0,0,0.0107788714754611,0,0.0610583091156811,0,0,0,0,0,0.20964534284193,0,0,0,0,0,0,0,0,0,0,0,-0.0482271976790037,0,0,0,0,0,0,0.0046771219648736,0,0,0,0,-0.0270519963005088,0,0
X600104.SH,0,0,0,0,0.00248186468153144,0,0,0,0,0,0,0,0,0,0,0.232280587245393,0,0.138819933885619,0,0.128516164694686,0.000910499575613982,0,0,0,0.139488208862049,0,0,0.062881759801363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153842769148536,0,0,0,0,0.001592520190136,0,0,0,0,0,0
X002415.SZ,0,0.0750286793204017,0,0,0,0,0,0,0,0.070329785897979,0,0,0,0,0,0,0,-0.0574474792887999,0,0.690009917983596,0,0.206896384882575,0,0,0,0,0,0,0,0.227350494570838,-0.0103806022735434,0,0,-0.0648989175079214,0,0,0,0,0,3.46944695195361e-18,0,-0.0323130559253001,0,0,0,0,0,0,0,-0.108899983033381,0.0542563813415005,0,0,0,0.0810232688521715,0,0.0680943001766427,0.053875568187934,0
X000651.SZ,0,0.0765566421835743,0,0,0,0.0905859949921975,0.0424293043699541,0,0.014960314693949,0,0,0.234755470359796,0,0,0,0.0851532813668382,0,0.00595758058118705,0,0,0,0,0,0,0,0,0,0,0,0,0.114880475751756,0,0,0.112771672656063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167470278582638,0,0,0,0,0,0,0
X600276.SH,0,0,0.187174446306348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456676099816417,0,0,0,0,0,0,0.0733741729864011,0,0,0,0,0,0,0.0183903066834967,0,0,0,0.0136324490334358,0,0,0,0,0,0,0,0.0586061762686299,0,0,0,0,0,0,0,0,0.0143506649107218,0,0,0,0,0,0
X000858.SZ,0.213340587153665,0,0,0,0,0,0.160265773306741,0,0.0394226465866893,0,0,0,0,0,0,0.140911975828141,0,0,-0.0223468661221617,0,0,0,0,0,0.209627890416854,-0.0242383761137689,0,0,0,0,0,-0.0326005316351238,0.185687459785975,0,0,0,0,0,0,0,0.0269139353171789,0,0,0,0,0,0,0,0,0,0,0.00536140690979817,0.0296600118114598,0,0,0,-0.00946608661427088,0,0
X002304.SZ,0,0,0,0,0,0.218914230829751,0,0,0,0,0,0.271601679809487,0,0,0,0,0,0,0,0,0,0,0,0,0.193319154100068,0,0,0,0,0,0.139591085163897,0,0.298866741013678,0,0,0,0,0,0,0,-0.0512157363725773,0,0,0,0,0,0,-0.0882103215083536,0,0,0.0850523970761564,-0.000492275044482544,0.0445644155336782,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0583521512655676,0,0,0.0304279876989071,0,0,0.0177577371137683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243706267668962,0,0,0.0995781001948633,0,0,0,0,0,0.265098194756076,0,0,0,0,0,0.146825597564468,0,0,0,0,0,0,0,0,0,-0.0143085676954696,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0983183344184032,0.0715074659421396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058680076997489,0,0,0,-1.73472347597681e-18,0,0,0,0,0.18793504886323,0,0,0,0,0,0,0,0,0,0,0.164052168193318,0,0,0,0,0,0,0.355049915783243,0,0,0,-0.0105471640389484,-0.0144159944717186,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.268675073850609,0,0,0,0,0,0,0,0.062759396452385,0,0,0,0,0,0.107767971471691,0.446641610549338,0,0,0,0,0,0.0365274293694905,0,0.0766369656551733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213471217371306,-0.0879958139754085,0,0,0,0,0,0
