,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X600703.SH,X002241.SZ,X002129.SZ,X000625.SZ,X000596.SZ,X601877.SH,X002049.SZ,X000661.SZ,X300142.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000799.SZ,X600460.SH,X600741.SH,X600702.SH,X002236.SZ,X000157.SZ,X600779.SH,X002074.SZ,X600884.SH,X002414.SZ,X600584.SH,X601799.SH,X002007.SZ,X000800.SZ,X600183.SH,X300003.SZ,X300146.SZ,X000733.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.418501190441947,0,0,0,0.0249405887529672,0,0,0,0,0,0,0,0,0,0.0666064151977529,0,0.0374646883124459,0,0,0,0,0,0,0,0,0.0390094024891698,0,0,0,0,0,-0.0211123928610145,0,0.0647578880902651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156036203098941,0,0,0,0,0.0204357002525312,0,0
X000858.SZ,0,0,0.0434418908655224,0,0.1017949325367,0.366413640858977,0,0,0,0,0,0.036359456253721,0,0,0.0368338279537078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201551845082742,0,0,-0.0926578540709986,0,0,0,0,0,0,0,0,0,0,-0.0105844978544892,0,0,0,0,0.0405632701215611,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0602443545611976,0,0,0,0,0,0.135266486593203,0,0,0,0,0.131483497872281,0,0.00366708886906145,0,0.102241291715677,0,0,1.73472347597681e-18,0.00434566056844582,0,0,0,0,0,0,0,0.024495118114833,0,0.00162120132697208,0,0.0902591309657394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00540563136638152,0.162810998694634,0,0,0,0,0,0,0,0,0,0,0,0.0525217848405426,0.0128072166864617,0,0,0,0,-0.0692402086504217,0,0,0,0,0,0,0.531455400376877,0,0,0.13007521055485,0,0,0.0323340664749869,0,0,0,0,0,0,0,0,0,0,0.052735284253802,0,0,0.000854591709527764,0,0,0,0,0,0,0
X600276.SH,0,0.254710529977129,0,0,0,0,0,0,0,0,0,0,0,0.0513651058209326,0.0424711619104048,0.114123857051402,0,0,0,0,0,0,0,0,0.195738070838037,-0.321949564477345,0.227275279844848,0,0,0,0,0.118591319729522,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301109397532582,0,-2.16840434497101e-19,0,-0.00170325576756383,0,0,0.0169549682633465,-0.0328238492873223,0,0,0,0,0,0
X000568.SZ,0,0.61351784973351,0,0.0356924303020244,0,0,0.0106197466897325,0,0,0,0,0,0,-0.0315145942766682,0,0.0269465581084859,0,0,0,0,0,0,0,0.0693562841678129,-0.0485090493107179,0,0,0,0,0,0,0.0525624999175445,0,0,0.013057108312046,0,0,0.0460452709350203,-0.00888256720934982,-0.0322761827656113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.148425496808555,0,0,0.106092842693563,0,0,0,0,0,0,0,-0.158937804743718,0,0,0,0,0,0,0,0,-0.0623951330897159,0,0.03365061970774,0,0,-0.0259011108236101,0.187810456642641,-0.020665649391223,0.0485254299467822,0,0,0,0.0873383199007063,0,0,0,0,0,0,0,0,0,0,0,0.0537801912710924,0,-0.0436600084178503,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0687251511367655,0,0,0,0,0,0,0,0,0,0,0.192073276329067,0,0,0,0,0,0,0.218477438293405,0,0,0,-0.174914086493515,0.0412879935282998,0,0,0,0,-0.176905083399093,0,0.0564341477127191,0,0,0,0,0,0,0,0,0,0.0446804355410846,0,0,0,0,0,0,0,0,0,-0.0163035447659715,0,0,0,0,0,0
X600690.SH,0,-1.73472347597681e-18,0.308815839458144,0,0.0399136378225636,0,0,0,0,0,0,0,0,0,0.0386848650439119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107392342998881,0,-0.0370683308836714,0,0.0114655001275713,0,0,0.143608424143447,0,0,0,0,0,0,0,0,0,0,0,-0.107612228038618,0,-0.00952005919318829,0,0,0,0,-0.0822862067253251,0,0
X000651.SZ,0,0.0948316356569354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631016133152566,0,0.021937996505624,0.0707957338631952,0,0,0,-0.00715295268264907,0,0,0,0,0,0,0,0,0,0,0,0,0.0927686004595785,0,0,0,0.260826432145346,0,0,0,0,0.00306451723640945,0,0,0,0,0,0
