,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600276.SH,X600031.SH,X000100.SZ,X600118.SH,X600703.SH,X600372.SH,X000157.SZ,X600271.SH,X000338.SZ,X600741.SH,X000559.SZ,X002241.SZ,X002129.SZ,X002292.SZ,X600839.SH,X600089.SH,X000568.SZ,X600066.SH,X601877.SH,X002475.SZ,X600177.SH,X002223.SZ,X000800.SZ,X300124.SZ,X002236.SZ,X600582.SH,X000016.SZ,X000727.SZ,X002276.SZ,X002456.SZ,X000550.SZ,X600435.SH,X300003.SZ,X002465.SZ,X600060.SH,X600198.SH,X000581.SZ,X600166.SH,X002049.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0235108913274185,0,0,0,0,0.212084787283719,0,0,0,0,0,0,0,0,0.0292377781831662,0,0,0,0,0,0,0.0441887393994441,0,0.105644379320941,0,0,0,0.0407054421654243,0,0,0,0,0,0,0,0,0.0304135152162181,0,0,0,0,0.0484826301264635,0,0,0,0,0,0,0.0107441309143622,0.0174071356265113,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0796192302423389,0.0353186307017024,0,0,0,0.0855944408723313,0,0,0,0,0.0142047201408534,0.0156717352377876,0,0.0159464677091877,0,0,0,0,0,0,0.0690910395755476,0.133864247099794,0,0,0,0,0,0,0,0,0,0,0,0,0.00200534768793323,0,0,0,0,0,0.0218704019322785,0,0,0,0,0,0,-0.00316969214018851,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120844847657378,0.176931976103119,0,0,0,0,0,0,0,0,0,0.0984196789181317,0.0784074625439833,0,0,0.0548391143328588,0,0,0,0.0138632647166161,0,0,0.19839266951588,0,0.0910749708907391,0,0,0,0,0,0,0,0.0607122683881533,0,0,0,0.162525054963343,0,0.0106065114981387,0.0104237876990471,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00894087998395105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405635391136149,0,0,0,0.0479658699507964,0,0.111351843800686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587002963547482,0,0.102747375596431,0,0,0,0,0,0,-0.00986340255812921,1.73614883597195e-05,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0268806690662467,0,0,0,0,0,0.19312875208549,0,0.0242792914885464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559744940498678,0,0,0.264224638808528,0,0,0,0.0258754745165305,0,0,0.0560762145089675,0.10355887574747,0,0,0,0,0,0,0,0,-0.0188547586734747,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.172403652647719,0,0,0.00367535097165522,0,-2.16840434497101e-19,0,0,0.124854343602893,0,0,0.0871356884860974,0.0266355418527248,0,0,0,0,0,0,0.139896052992476,0.120147874410607,0,0,0,0,0,0,0,0,0,0,0,0,0.00144545375582402,0,0,0,0,0,0,0,0,0,0,0,-0.00327366259639976,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0296059653796119,0,0,0,0,0,0,0,0,0,0.0730947466984578,0,0,0,0,0,1.73472347597681e-18,0.0937050676481722,0,0,0,0,0,0,0,0,0,0,0,0.0377913734737592,0.070463585824942,0,0,0,0,0,0,0,0,0.109801841766578,0,0.13730756760124,0,0,0.0163202708622511,0,0,-0.00329592668265179,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.037282972603549,0,0,0.018371686010334,0.00059811538540879,0,0,0.0956129525399659,0,0,0,0,0.00910637912782417,0.254432123375108,0,0,0,0,0.0909643873731077,0,0,0,0,0,0,0,0,0,0.0246000399598186,0,0,0,0.0111171682087963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0471701508131536,0,0,0,0,0,0,0,0,0,0,0.0701631153594321,0.127806969100648,0,0.0328158625876137,0,0,0,0.0157137678776766,0,0,0,0,0,0.0469692040480338,0,0,0,0,0,0,0,0.00490698142042013,-8.67361737988404e-19,0,0,0,0,0.0357455000536606,0,0.0618068916235004,0,0,0,0,-0.00660265632040379,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0847044874727029,0,0,0,0,0,0,0,0,0,0,0,0.167230555496814,-3.46944695195361e-18,0,0.0458158264037629,0,0,0,0,0,0.190244182767769,0,0,0,0,0.0677090622122947,0.114065525283414,0,0,0,0,0,0,0,0,0.0200756100180476,0,0,0,0.143639150046553,0,0,0,0,0,0,-0.0121629354003908,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.162685141289257,0,0,0,0,0,0,0,0,0.031493307826344,0,0.0476015401803642,0,0,0,0,0,0.162586225312097,0,0,0.0898307756967175,0,0,0,0,0,0.0101514336390874,0,0,0,0,0.0621920974368151,0,0,0,0,0,0,0,0,0.0668805324730248,0,0,0,0,0,0,-0.00620673210368342,0.0167050258158385,0,0,0,0,0,0
