,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000625.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X000977.SZ,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X000066.SZ,X300003.SZ,X000733.SZ,X600460.SH,X300142.SZ,X002463.SZ,X002007.SZ,X300146.SZ,X000800.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.208638330347371,0,0,0,0.0279425317275778,0,0,0,0,-0.0542830396342769,0.0445753533516449,0,0,0,0,0,0.0386065433660592,0,0,0.0618080526905094,0,0,0,-0.0323424417382251,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663031021757722,0,0,0,0,-0.0604620231239017,0,0,0,0,0,0
X000858.SZ,0,0,0.199403354152879,0,0,0.0758411333055132,0,0,0,0,0,0,0,0,0,0,0.0785233281851462,0.0920435734361977,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117611344114882,0,0,0,0,0,0,0,0,-0.0513406944014604,0,0,0,0,0,0
X000568.SZ,0,0.275992458675208,0,0,0,0.104059976158316,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481827220749946,0,0,0,0,-0.0458410397548931,-0.108286486202252,0,0,0.0940198489132172,0,0,0,0,0,0,-0.00261195136965303,-0.0208712083603463,0,0,0.0747329896353818,0,0,0,-0.029528052050902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.092124810111972,0.0158445479762822,-0.0866997844699098,0,0,0,-0.0740601951976731,0,0,0,-0.0748424857601483,0.230104025802627,0,-0.0266302757157701,0,0.239714940453407,0,0,0,0.264126263162,0,0,0,0,0,0,-0.0176241085234285,0,0,0,0,0.0681612254142732,0,0,0,0,-0.142813564076849,0,0,0,-0.0662502810557437,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.182981314153894,0,0,0,0,0,-0.0258331971517838,0,0,0,0,0,0,0,0,0,0.139301629936882,0,0,0,0,-0.107539072432738,0.0244356120052388,0.0584261780925822,0,0.062251873790206,0,0,0,0,0,0,0,0.0633874160714296,0,0,0,-0.0222524200967956,0,0,0,0,-0.352956916328042,0,0,0,0.121547695559742,0,0.0307636325448172,0,0,0,0,0,0,0
X600809.SH,0,0.0240382231974267,0.0294964034242119,0,0,0,0,0.192915282665259,0.1741602910144,0,0,0,0,0,0,0,0,0,-0.0501007058847257,0,0,0,0,0,0.0213777696705264,0,0,0,0,0,0,0,0,0,0,0,0,-0.22936580446747,0,0,0,0,0,0,0,0,-0.451391131700399,0,0.177414918724912,0,0.341203835337782,0,0.0242775497659156,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.158584967038532,0,0,0.165876959372209,0.0582616760747034,0,-0.108203528716832,0,0,0,0.283255208602732,0,0.0277665891825801,-0.197052286866097,0,0,0,0,0,0,0,0.0816031003349436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174259404414343,0,0,0,0,0,0,0,0,-0.0472777501210094,0,0.056255255855768,0,0,0,0,0,0,0
X002304.SZ,0,0.283917076586352,0.101946999128577,0,0,0.00189516966296126,0.04547073000608,0,0.0811182067938306,0,-0.026093046262615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114866635177952,0,0,0,0,0,0,0.0424874396778191,0,0,0,0.15673584031348,0,0,0,0,0,0.0271308942632855,0,0,0,0,0,0,-0.0124845328667326,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0299726187624566,0,0.235930941261505,0,0,0,0,0,0,0,0,-0.394616825706189,0,0,0,0,0.0677999097694669,0,0,0.00849143955648189,0,0,0,0,0,0,0,0,0,0.12835826101331,0.0384968136621593,0,0,0,0,0,0,0,0,0.0751141006962772,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123546960404071,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.703691232359662,0,0,0,0,0,0,0,0,0,-0.0227181426701448,0,0,0,0,-0.0727835754546902,0,-0.0397007597024353,0,0.25678894671145,0,-0.0489006960629854,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.171407010113946,0,0,0,0,0,0,0,0.0236915974046834,0,0,0,0,0,-0.0544570541066809,0,0,0,-0.00650851734158262,0,0,0,0.3076478982136,-0.339434349019682,0,0,0,0,0,-0.0620197514527491,0,0,0,0,0,0,0.0793642725118352,0.257469014665247,0,0,0,0,0,0,0,0,0,0,0.165099282250302,-0.225725697420463,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.331822638126823,0.0146463111270851,2.16840434497101e-19,0.00845329857394478,0,-0.0514801235505566,-0.189322535855222,0.178436133960217,0,0,0,-0.166737079386932,0.210088404920584,0,0,0,0.256219224535341,0,0,0,0,0,0,0,0,0,0,0,0.0667211373716368,0,-0.110761426579657,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0161045969245519,0,0,0.0578681618420276,0.0627408592032109,0.0342633010955201,0,0,0,0,0,0,0,0,0.0226808313334075,0,0.100313718607097,-0.0627425009143894,0,0,-0.0303985568612469,0.0221697633561995,0,0,0,0,0.218990860367387,0.0358708709731157,0,0,0,0,-0.0232649966459801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.0188095333247399,0,0.0150980551700191,0,0.0332433743752493,0,0.0243334464247057,0,0,0,0,0,0,0,0.202538464772469,0,0,0.102857264078549,0,-1.0842021724855e-19,0,0,0,-0.0335980701645853,0,0.128875133229801,0.0273273259741569,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307511250135811,0,0,-0.0130279399665983,0,0,0,-0.0110348366695015,0.0071139932987001,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.23848590530693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024154672976704,0.177429523991149,0.130438726055374,0,0,0,0,0,0,0,0,0,0,0,0.0608725716794522,0,0,0,0,0.0471057953638047,0,0,0,-0.0411540170235162,0.159941514301179,0,-0.0338618030838138,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0451153046172317,0,0,0,0,0.0931976027517672,0,0,0,0,0,0,0,0,0,0,0.103050472934493,0,0.0471902079622948,0,0.0420653841759514,0,0,0,0,0.00545047377491411,0,0,0.034150997418457,0,0,0,0,0,0,0,0,0,0,0,-0.00517242042515213,0,0,0,0,0.179513517052803,0,0.0133832122618775,0.0230324601322825,0,0,0,0,0
X600031.SH,0,1.73472347597681e-18,0.0932389019486131,-2.16840434497101e-19,0,0,0,0,0.030784068680955,0,0,0.0990470163613748,0,0,0,0,0,0,0,0,0,0.0962660915284274,0,0,0,-0.0601903611800167,0,0.0106424386403747,0.0166765302863478,0.00629215079078511,0,0,0,0.269632420370624,0,0,0,0,0,0,0,0,0,0.0392700372720582,0,1.0842021724855e-19,0,0.00235972777530253,0,0,0,0.00206521937967019,0,0,0,0,0,0,0
X000596.SZ,0,0.111366649851803,0,0,0,0,0,0.119304620207642,0,0,-0.0844329083357995,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278589398880518,0,0.0708896001276192,0,0,0,0,0.0998017520888316,0,0,0,0,-0.00270021440953513,0,0,0.193673375358559,0,0,0,0,0,-0.0429687976417909,0,0,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0.151893222759186,0,0,0,0,0,0,0,0,0,0.0560638600522628,0,0,0,0,0,0.00711752226164567,0,0,0.00981262475701587,0,0,0,0,0,0,0,0.150713897366814,0,0.249756127895697,0,0,0,0,0,0,0.0579723957655973,0,0,0,0.00205519834055232,0,0.0145403126294909,0,0,0,0,0,0,0
X000625.SZ,0,0,0.016244100215487,0.0369885378996298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817536821652474,0.0565888411434285,0,0,-0.0585437580895658,0,0,0,0,0,0,0,0,0,0,0,-0.0285152468101809,0,0,0,0.0211998408674598,0,0,0.101311721818031,0,0.043099094839948,0,0,0.491597853275403,-0.00211486132295595,0,0,0,0,0,0,0,0,0
