,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X000157.SZ,X600089.SH,X002463.SZ,X600703.SH,X000977.SZ,X600372.SH,X002241.SZ,X000921.SZ,X002236.SZ,X600066.SH,X002028.SZ,X600741.SH,X600522.SH,X002049.SZ,X600183.SH,X000661.SZ,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600177.SH,X601799.SH,X600487.SH,X002085.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.110392697911532,0,0,0,0.215042853206543,-0.0431912997274601,0,-0.0158843838299899,0,0,0,0,0,0.0590638644134416,0,0.00825964006584937,0.0463921911184051,0,0,0,0,0,0,0.0126304471212157,0,0,0,0,0,0,0.0159393250510043,0,0,0,0,0,0,0.0441964093799082,0,0,0,0,-0.015910552997948,0,0.0134217999042428,0,-0.0076232001454205,0,0,0,-0.00691396281804371,-0.0124889866145239,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.015470209621127,0.432326314770719,0,0,0,0,0,0,0,0,0.241188977171677,0,0,0.0881829217533145,0,0,0.00162151093797923,0,-0.0435610321943247,0,0.0697732882497275,0,0,0,0,0,0,0,-0.0142179264798972,0,0,0.0285396687166308,0,0,0,0,0,0,0,0,0,0,0,0,-0.00260326196187583,0,-0.00870046480344206,-0.0267067329417509,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.342864727950251,0,0,0,0,0,0.0244516919276619,0.142163416790004,-0.00795860940306887,0,0,0,0.119703147799969,0,0,0,0.0173382398422146,-0.153411317593581,0,-0.0528013970989831,0,0,0,-0.0538159134733484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188605831511995,0,0,0,-0.0239031170590966,0,0,-0.0705307295672864,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0999179556627005,0,0.0944175238428437,0,0,0,0,0,0,0.0595236497572713,0,0,0,0,0,0.0438898903083033,0,0,-0.0387136402822672,0,0,0.0250118427858283,0,0,0,0.201928568434048,0,0,0,-0.0318785326304005,0.0554604325247645,0.0482186156372587,0,0.0242963148134488,0,0,0.0441751783659811,0,0,0,-0.0501230462584673,0,-0.013177776699494,0.00712419358088574,0,0,-0.00816038464096639,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0858049031103422,0,0,0,0,0,0,0.00743410664373186,0,0,0,0,0,0,0,0.0459852338814995,0.0400680776962887,0,-0.0739018141419703,0,0,0,0,0.231299029126265,0,0,0,0,0.0331453195665107,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463893703774631,0,0,-0.00667590502440564,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480032434893831,0.310637331453352,0,0,0,0,0,0,0.035175383449844,-0.0255816098260691,0,0,0,0,0,0,0,0.0437321990171467,0.215019237552121,0,0,0,0,0,0,0.350161395043167,0,-0.116085114844752,0.0451406770732346,0,0,-0.0126796888678653,0,0,0,0,0,0
X000568.SZ,0,0.71992786283311,0.434959341950962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018737616023533,0,0,0,0.00374286273541512,0,0,-0.158385065660749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142947418564032,0,0,0,0,0,-0.0329725305074764,0.0564443142925088,0,0,0,0.0285714358681381,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.278203091252182,0,0.0357059297112442,0,0,0,0,0,0.136459973019636,0,0,0,0,-0.113941312950018,0,0,0.19737390338503,0,0,0,0.279474712315108,0,0,0,0,0,0.00431002136160153,0,0,0,0,0,0,0,0,0,-0.158062093720186,0,0,0,0,0,0,0,-0.0542277269294967,0,0,0,-0.000430125401336618,0.062259195942085,0,0,0,0,0
X002475.SZ,0,0,0,0.0336191432706609,0,0,0,0,0,-0.012851615201565,0,0,0,0,0,0,0,0,0,0,-0.0712756709212984,0.038775584139328,0.278764329876609,0,0,-0.00897789040161245,0,0,0,0.359283068584217,0,0,0,0,0,0,0,0.0176649494313627,0,0.0814329504148989,0,0,0,0,0,0,0.212462236300295,0,0,0,0,0.0473571216915978,0,-0.263743864389133,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0968397087314422,-0.256669820275389,0,-0.0246508488620852,0,0,0,0,0,0,-0.236838401138575,0,-0.0279325764954646,0,0.105821882062698,0,0.0794229701138465,0,0,0.0356011519659862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263915125071996,0.069518039322739,-0.0834277827477407,-0.00717833782614541,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0249440911483901,0,0,0,0,0,0,0,0.113746388325086,0,0,0,0.0171324117915752,0,0,0,0.0291598522069696,0,0,0,0,0,0,0.00490290976667779,0,0,-0.0903030140817091,0,-0.0237323914876255,0,0,0,0.0749499701792391,0,0,0,0,0,0,0.00197765890149479,0,-0.0674400928974565,-0.0628043170042518,0.0242281884008965,0,0,0,0,0,0
