,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002371.SZ,X002049.SZ,X000063.SZ,X000625.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X002241.SZ,X601877.SH,X000733.SZ,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X002414.SZ,X000066.SZ,X000799.SZ,X002007.SZ,X600487.SH,X002223.SZ,X002294.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.173931652397944,0.138901992765497,0,0.184758912028213,0,0,0.0880851759838008,0,0,0,0,0.00747674623719584,0,0,0,0,0,0,0,0,0,0,0.236055921230358,0,0,0,0,0,0,0,0,-0.167339156725636,1.38777878078145e-17,0.00822636188417896,0,0,0,0,0,0,0,0,0,0.0565490558557055,0,0,0,0,0,0,0.0161824522241188,0,0,0,0,0,0,0
X000858.SZ,0.249847250018705,0,0,0,0.306407070086369,0.0787713021264789,0,0,0.000884496104434241,0,0.094937185573274,0,-0.0105456252666589,0,0,0,0,0,0,0,0.0218686228938411,0,0,0,0,0,0.0615250675830001,0,0.0199861628911398,0,0,0,0,0.0366698515734744,0,0,0,0,0.115252514461165,0,0,0,-0.0626297844456172,0,0,0,0,0,0,0,0,-0.0189473843553184,0,0,0,0,0,0,0
X600809.SH,0.00192839355735677,0,0,0,0.8948428435345,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.109143261201766,0,0,0,0,0,-0.0186821487250795,0,0,0.135806971447385,-0.0326876789904771,-0.0115003371233127,0,0,0,0,0,-0.0283347127123294,0,0.0799357973990566,0,0,-0.109248831317747,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0248672889686164,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312458334682777,0,0,0,0,0,0.0275602785739418,0.181808950889673,0,0,0,0,0,0,0,0,-0.0810079225093227,0.151954130617952,0.128607851893436,0.0771901612586669,0,0,0,0,0.169343644218932,0,0,-0.0264850517409517,-0.0257235044517955,0,0,0,0,0,0
X000568.SZ,0.396597339748442,0.142028278277308,0.649105566851563,0,0,-0.109084705240541,0.0183764295642051,0.00622639072755176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130993431693577,0.0938974151344231,0,0,0,0,0,0,0,0,0,-0.0433551873989367,0,0,0,0,0,0,0,0,0,0,0,-0.0467628231755114,0.0712260351323219,0,0,0,0,0,0
X600276.SH,0,0.0600408295113926,0,0,0,0,0,0,0,0,0,0,-0.09374216378356,0,0,0,0,0,0,0,0.0721826519444071,0,0,0,0,0,0,0.0991757543312466,0.0264070014089615,-0.145962614270182,0,0,0,0,0,0,0,0,0,0,0.0689717572322908,0,0,0,0.0725272314265949,0.0145042628062158,0,0.0653710835402174,0,0.0387541226608663,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0906398729709919,0,0,0.109405027275366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336179872063395,0,-0.0125842024594088,0,0,0,0,0,0.108023154362515,0,0,0,0.0165145748769974,0,0,0,-0.101461650864736,0.059016003662282,0,0,0,-0.0125512214670971,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.375779789303665,0,0,0,0,0,0.137279260419606,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0477541908641378,0.0923655923802197,-0.109788229514589,0,0,0.0370451933122755,0.0413452838287605,0,0,0,0,0,0,0,0,0,0,-0.0253747290444126,0,0,0,0.0390606664185182,0,0,0.00801061787693545,0,0,-0.0253357304778954,0,0,0,0,0,0,0
X002304.SZ,0,0.00665062793356566,0,0,0.212601234032018,0,0,0.0361447304318772,0,0.0307348682282159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550795922748958,0,0,0,0,0,0,0,0.0560198189554022,0,0,0,0.294148890831642,0,0,0,-0.213323961962899,0,0,0,0,0.0631665430911671,0,0,0,-0.0177566484999591,-0.0831227906974837,0,0,0,0,0,0
X300124.SZ,0,0,-0.0128562227576102,0,0,0,0.069406782566112,0,0,0,0,0,0,0,0,0,0,0,0,0.111680237145169,0,0.332589435839902,0,0,-0.159863177012935,0,0,0,0,0,0,0.0903094398086985,0,0,0.131635563028998,0,0,0,0,0,0,0,-0.0400194711915195,-0.0760941038781349,0,0,-0.21857579661029,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.0317913951039605,0,0,8.67361737988404e-19,0,0,0.352479177121572,0,0,0,0,-0.063125297722933,0,0,0,0.199189181199435,0,0,0,0,0,0,0,0,0,0,0,0.0201951262344226,0,0,0,0,0,0,0,0,0,0,0,0.0300467802587846,0,0,-0.164456072415184,0,0.110129249320851,0,0,0.0190723426794501,0,0,-0.0137674033164959,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0220240395508364,0.0725027840156701,0,0.0301330977078847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102847290928311,0,0,0.133371108619814,0,0,0,0,0.206544976964685,0.0574847450640012,0,0,0,0,0,-0.03941396924031,0,0,0,0,0,-0.00640133853866926,-0.0293111867276106,0,0,0,-0.00541829431969773,0.0139107963176105,0.0559233855976881,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.155042821594078,0,0,0,0,0,0,0,-0.0366832342428476,0,0,0,0,0,0,0,0,0,0,0,0.166978501264382,0,0,-0.186014026078611,0,0.557839630190962,0,0,0,0,0,0,0,0.262756252632044,0,0,0,0,-0.110693791155874,0,0,0,0.0193840985640392,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.202186766489548,0,0,0,0,0,0,0,0,0.201897334480613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414535207800046,0,0.0940530077157375,0,0.13585714488299,-0.0104315886261964,0,0.145540712062345,0.176459474301969,0,0,0,0,-0.0161185236479847,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168827014145545,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.125766882164426,0,0,0,0.0175230888324389,0.0204534395128754,0,0.422821686606314,0,0,0,0,0.0485508417227854,0,0,0.0100000218228536,0,0,0,0.011621379949946,-0.0273128367496664,-0.0148943070642454,0,0,0,0.00743275130633982,-0.0358664133838193,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.10991777483111,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0598983788128464,-0.0914243948656214,0,0,0,0,0,0,0.0222699158620996,-0.0129637313178219,0,0.0469552981486755,0,-0.00532231966316348,0,0,0.124255519152681,0,0,0,0,0.0453661302766681,0,0,0.146307268144025,0,0,0,0.0178914796576433,0,0,0,0,0,-0.0308473761207501,0,0,0,0,0,0,0
