,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002371.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002463.SZ,X000977.SZ,X002241.SZ,X002049.SZ,X600372.SH,X002129.SZ,X600741.SH,X000661.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X600183.SH,X000800.SZ,X600066.SH,X600418.SH,X601799.SH,X000921.SZ,X002156.SZ,X002074.SZ,X002007.SZ,X000988.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.196032454789058,0,0,0,0,0.196407015248198,0,0,0,0,0,0,0,0,0,0,0,0,0.12441030923092,0,0,0,0,0,0,-0.0736470067796777,0,0,0,0,0,0,0,0,0,0,0.0267438525023512,0,0,0,0,0,0,0,0,-0.0217485298434746,0,0,-0.0118844429391188,0.00172057720555275,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0742407833922988,0.143133384762434,0.326939406690584,0,0,0,0,0,0,0,0,0,0,0,0.097938545776955,0,0,0,0,0,0.0169681847955612,0,0,0,0,0,0,0,0,0.0140240783693271,0,0,0,0,0,0,0,0,-0.00130408930381846,0,0,0,0.00207655256207304,0,0,0,0,0,-0.0189843733109363,1.0842021724855e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.187276562100195,0.0175071958367052,0,0,0,0,0,0,0,0,0,0,0.0245160557417716,0,0,0.120128864034448,0,0,0,0,0,0,0,0,0.0186291853496591,0,0,0,0,0.148375951698682,-0.0618476622593614,0,0,0,0,0,0,0,0,0,-0.036498327181284,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0298610363882933,0,0,0,0.0425792451420617,0,0,0.124276361771983,0,0.444257282672929,0,0,0,0.205881017244262,0,0,0.138789395673354,0,0,0,0,0,0,0,0,0,0.0181996285359016,0,0,0,0,0,0,0,-0.0394531352823765,0,0,0,0,0,-0.0830426418576018,0,0,0,0,0,-0.00678229965010406,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186531744078646,0,0,0,0,0.0100893815399,0,0,0.26986051237649,0.174013132885109,0.0675769157468087,0,0,0,0,0.0789299476115546,0.00797908110782255,0.0487982763417831,0,0,0,0,0,0,0,-0.0147282735671883,0,0,0,0,0,0,0
X000568.SZ,0,0.417976155832498,0,0.172925915731196,0,0,0,0,0,-0.0569883060933682,0,0,0,0,0.189193049521568,0,0,0,0.0832727094605403,0,0.103328525796747,0,0,0,0,0,0,-0.0311094322421376,0,0,0,0,0.0356787536772819,0,0,0,0,0,0,0,0,0,0,-0.0450653159640283,-0.0575543872315421,-0.0129191430316997,0,0,0,0,0,0,0.00827919029164325,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.121955844302466,0,0,0,0,0,0,0.0631223986003857,0,0.0409295567493691,0,0,0,-0.0122905389499892,0,0,0,0,0,0,-0.107300080231693,0,0,0,0,0.0446282075978149,0,0,0,0,0,0,3.30096621343487e-05,0,0,0,0,0.163478557393344,0,0,0,0,0,0,-0.0185760291341408,0.00156129134054475,-0.0100039931775467,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.427505301538584,0,0,0,0,0,0,0,0,0,0.110008742307108,0,0.149503566713594,0,0,0,0,0,0,0,0,0,0.0937116567678495,0,-0.110623831407429,0,0,0,0,0,0,0,0,0,0,0,0,0.0948824786894366,0.0205951252642427,-0.0846595388408631,0,-0.270245478033086,0.0939644654420368,0,0,0.091638122994426,0.0316011123146361,0,0,0,0,0,0
X002475.SZ,0.244486804673194,0,0,0,0.0835047355040332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163590133244252,0,0.181359458272036,-0.0480804543568284,0,0,-0.0745473185641315,-0.048636032606812,0.49323377650316,0,0,0,0,0,0,0,0,0,0,0,0,0.0712574829516053,0,0,0.151361153984651,0,0,-0.0886704056917702,0,0,-0.0226159271376849,0,-0.0796591699202588,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171498173377826,0,0.179779773160595,0.000409546000284743,0,0,-0.292420863799392,0,0,-0.0217895848601409,0,0,0,0,0,0,0,0,0,0,0.0366611845893953,0.261227759255141,-0.121177585945869,-0.047258686420914,0.251597281884665,0,0,0,0,0,0.0348089801079723,-0.0493073689970241,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0881354113398462,0,0,0,0,0,0,0,0,0,0.084320205729156,0,0,0,0.00985053858967223,0,0,0,0,0,0.0361531395189061,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.063035396677655,0,0,0,0,0,-0.0071073213919941,0,0,0.052798176120957,0,0.0550728047503851,0,0,0,0.00732714687400971,0,0.00391814270637327,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0473430184234285,0.192626499864564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334463449183178,0,0,0,0,0,0,0,0.0995411860428497,0,0,0,0,0,0,0.0592708164954205,0,0,0.0161630604079631,0,0,0.493886570981134,0,0,0,0,0,0,0,0,0.0132783337448368,0,0,0,0,0,0,0
X300124.SZ,0,-0.0833599521922501,0,0,0,-0.0396870198730244,0,0,0,0,0,0.0537544930628649,0,0,0,0,0,0,0,0,0,0,0,0.0629572288922403,0,0,0,0.0305127173026083,0,0.113247075725862,0,0,0,0,0,0,0,0,0,0,0,-0.0282193722459236,0,0.0139393868464469,0,0,-0.093407599763176,0,0.258231206450438,0,0,0,-0.00878308964917376,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0924969318154942,0,0,0,0,0,0,0,0,0,0,0,0.243233045278077,0,0,0,0,0,0,0,0,0,0,0.02060766048222,0,0,0,0.235297140507344,0,0.0588118496134228,0,0,0,0,0,0,0,0,0,0.0499718149326231,0,0,0,0.0339913318348359,0,0,0,0.0146776644971253,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.449792805768533,0,0,0,0,0,0,0,0.0474161132809642,0,0,0,0,0.0941726891811831,0.093704345710912,0,0.0735561317511227,0,0,0,0,0,0,0,0,0,-0.0970989263022929,0,0,0,0,0.079039532249832,0,0,0,0,0,0,-0.0586198024869305,0,0,0,0,0,0,0,-0.014680743286449,0,-0.0389481800900827,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.100016275315406,0,0,0,0,0,0,0.0186363836208997,0,0,0.117650514133096,0,0.0896571412554245,0,-0.0996703966074715,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0418152213004731,0,-0.0187811420240651,0,0,0,0.0606044423762151,0,0,0,-0.0124804772906857,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0604194511336993,0,0.054148153498835,0,0,0,0,0,0,0,0,0,0,0,0,0.289348810503337,-0.135112576258054,0,0.0343228817657367,0,0,-0.0307333484489711,0,0,0,0,0,0,0,0,0,0,0.0646337891768247,0.139012505205742,0,0,0,0,0,0,0,0,-0.0606536963288239,0.0700000736408484,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165501614100384,0,0,0,0,0,0,0,0,0,0,0,0,-0.000301816730782809,0.0665026670786266,0.159661837123793,0,0.137875449227491,0,0.140442230170951,0,0,0,0.196217875715769,0,0,0,0,-0.079395744775097,0,0,0.110654619437019,0,0,0,0,0,0,-0.0179292252386582,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0.333516962363396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159621396427346,0,0,0,0.191078815376862,0,0,0,0,0,0,0,0,0,0,0,-0.00201869918504736,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0597853353355178,0,0,0,0,0,0,0,0,0,0.0905207546709152,0,0,0,0,0.0288836256443646,0,0,0,0,0,0,0,0,-0.0103139508998231,0,0.0672969630309687,0.0354958142650864,0,0,0,0,0,0,0,0.0186365759164452,0,0,0.0267359624857712,0.0439340506621517,0,0,-0.0359324228711038,0,0,0,0,0,-0.0227571989352599,0.0129476590578391,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603809049448152,0.110525610886337,0,0,0,0,0.0733542978941271,0,0,0,0,0,0,0.116651942722355,0,0,0,0.0608002529216659,0.184622618066967,0,0,0,-0.125066617562719,0,0.0737412370440205,0.167634768964567,0,0,-0.0172199315483016,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.0177184514427699,0,0,0,0,0.0219219159415633,1.73472347597681e-18,0,0.114624663434238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948560318370895,0.2564889876265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545633367941719,0,0,0,0,0,-0.021981867839267,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0.167303352075467,0,0,0,0.0298247602664714,0,0,0,0.0764592795082254,0,0,0,0,0,0.015545949955236,0,0,0,0,0,0,0,0.0873677428271228,-1.73472347597681e-18,0,0,0,0.0202918634462268,0,0,0,0,0,-0.0133279011452879,0,0,-0.00846213608706381,0.0893000025304752,0,0,0,0.126716769400102,0,0.0221839895326861,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,-0.0139059393603292,0.0596869403895946,0,0,0,0,0,0,0,0,0,0,0,0,0.0236091169835078,0,0,0,0,0.163822803374217,-0.0732721377843882,0,5.34973899828824e-05,0,0,0,0,0,0,0.277181038317011,0,0,0,0,0,0.174083629126337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165771977664492,0,0.00138537218259414,0,0,0,0,0,0,0,0,0,0.100513356586099,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.169391583169547,-0.0430702394438994,0,0,0,0,0,-0.0588956958417772,0.0499299067866856,0,0,0,0,0,0
X600703.SH,0,0,-0.0271225921533715,0,0,0.0329211326696175,0,0,0.0822925976116204,0,0,0,0,0,0,0,0,0,0,0,0,0.010368090437726,0,0,0,0,0,-0.00735712394902653,0.119237052460594,0,0.258092955172104,0,3.46944695195361e-18,0,0,0,0,0.0668320105716888,0,0.270408547688765,0,0,0,0,0,0,0,0,-0.0329146898401596,0.142205535960799,-0.0906331765787476,-0.0196008267603589,0,0.101485017616825,0,0,0,0,0
X002236.SZ,0,0,0.260812547175484,0,0,0.0602298948307785,0,0.0794306549843558,0,0,0,0,0,0,0,0,0.0491714358682385,0,0,0,0,0,-0.0447309044636141,0.0308056157198083,0,0,0,0,0.297243842571156,0,0,0,0,0,0,0.209516699928213,0,0,0,0,0,0.0356212196364,0,0,0,0,0,0,0.12288671351317,0,0,-0.0197912807700794,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,-0.32170362382973,0,-0.170476906777591,0,0,0,0,0,0,0,0,0,0,0,0,-0.344510640716737,0,0,0,0,0,0.232213570045717,0,0,0,0,0,0.0895522306905001,0,0,0,0,0,0,0,0,0,0,0,0,0.267017714161699,0.0473498883987969,-0.247275041049566,0.77937652910008,0,0,0,-0.0239555819108131,0,0,0,0,0,0
X000977.SZ,0,0,0,-0.0522158119997485,0,0,0,0,0,0,0,0,0,0,-0.0340375845423679,0,0,0.239327192856612,0,0,0,0,0,0,0,0.486009090357928,0.256392839714385,0.030835016467517,0,0,0,0,0.0467019695244825,0,0,0,0,0,0,0,0,0,0,0,0.204213725944841,0,0,0,0.0675272957202504,0.118634787755723,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.378174155444655,-0.018675306301304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138517840315002,0.158250769744085,0,0,0,0.074443113765291,0,0,0,0,-0.0471437411244673,0,0,0,0.234710676429662,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0.0915448928250519,0,0,0,0,0,0,0,0,0.00530389741305953,0,0,0,0,0,0.0710653962549619,0,0,0,0,0,0.0910231315869874,0,0,0,0,0,0,0,0,0.257473389516461,0,0,0.0258876981018829,0,0,0,0,0,0,0.0188868447446269,0,0,0,0,0,0,0.106037315065209,0,-0.0132369569082075,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,-0.0177662636363045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221257385254807,0,0,0,0,0,0,0.0878141452966686,0,0,0,0.131800720438455,0,0,0.282192678629366,0.034113942841504,0,0,-0.051368122847213,0,0,0.0976684517314721,0.146928093664893,0,-0.0254819707873704,0,0,0,0,0,0,-0.0286904957735052,0.0700230695831485,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,-0.317948613979147,0,0,0,0,0,0.303158789651305,0,0,0,0,0,0,0,0.322746683318521,0,0,-0.234627283544739,0,0,0.186069681874076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137770987120627,0,0,-0.0720912867757309,0.141218966321434,0,0,0,0.51967567680615,0,0,-0.0459835024346728,0,0,0,0,0,0
