,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X000568.SZ,X600809.SH,X600031.SH,X600690.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X000596.SZ,X003816.SZ,X600703.SH,X000338.SZ,X002241.SZ,X000625.SZ,X000100.SZ,X002371.SZ,X600741.SH,X002179.SZ,X002049.SZ,X601877.SH,X000157.SZ,X002007.SZ,X002129.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600183.SH,X300142.SZ,X000066.SZ,X000799.SZ,X601799.SH,X002074.SZ,X000800.SZ,X000547.SZ,X300003.SZ,X600779.SH,X002008.SZ,X600118.SH,X600372.SH,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.397279337842331,0,-0.236764091086606,0,0,0,0,0.047006755366192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324469453942439,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0229923507789143,0,0,0,0,0,0.00468675174915305,0.0374947217604924,0,0,0,-0.00235265935154845,0,0
X000858.SZ,0.22491833957612,0,0,0,0,0.0747756199527352,0,0.302330364920231,0.0675314476100019,0,0,0,0,0,0,0.019331606423636,0,0,0,0,0,0,0,0,0.00283261525819892,0,0,0.0205424571499032,0,0,0.0247485128832033,0,0,0,0,0,0.0501921724118188,0.00889246224987707,0.00491499580562936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00320250017995297,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0471256613959602,0,0,-0.0387832219431273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432844801426652,0,0.0647122814159855,0.22585090407464,0,0,0,0,0,0,-0.0126774927511151,0.00998376224468232,0,0,0,0.00212066886993202,0,0.0457732463254682,0,0,0,0,0,-0.000707603522494262,0,0,0,0,-0.00478577975348661,0,0
X002415.SZ,0,0,-0.0151883891485161,0,0,0,0,0,0,0,0.126192977175744,0,0,-0.0744996904176727,0,0,0,0,0,0,-0.027535340609995,0,0,0,0.0205758750616008,0.0286751004403112,0,0,0,-0.100264925092905,0,0.0489885530516175,0,0,0.182764473801554,0,0,0,0.0958443803990245,0,0,0,0.084724155514407,0,0,0,0,0,-0.0549738741592475,0,0,0.0126610103535929,0,0,0,0,-0.00502682000508853,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0436610981967711,0,0.0217788602207119,0,0,0,0,0,0,0,0.096307784781595,0,0.0655536659377957,0,0.470259938514767,-0.0173766576456202,0,0,-0.0493325428976378,-0.0753575309407341,-0.0729803715252057,0,0,0,0,0,0,0,0.116381894228045,0,0,0,0.0973364685305672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.23107918009797,0,0,-0.0105945914703975,0,0,0,0,0,0,0,0,0,0,-0.0445576686333973,0,0,0,0.256445668450513,0,0,0,0,0,0,0,0,0,0,0.0459001340390608,0.132091797587007,0,0,0,0,0.194151984793531,0.105966047583736,0,0,0,0,0,0,0.00462916616703044,-0.011967824052761,0,0,0,-0.0126776325214134,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0398293356764627,0,0,0,0.0585619221861188,0,-0.0566286962016162,0,0,0,0,0,0,0,-0.0757484608253503,0,0,0.0136887363325255,0,0,0,0,0.14024807372043,0,0,0,0,0,0.0729199722441508,0,0,0,0,0.0824372196883249,0,0,0,0,0.104989785549748,0,0,0,0,0,0.0226045835175922,0,0,0,0,-0.0223619896137181,0,0
X000568.SZ,0,0.133608271985666,0,0,0,0.147956468857848,0,0,0.376082640397306,0.0137408503888892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412314448718096,0,0,0,0,-0.0507228627393496,0.0458399646196519,0,0,0,0,0,0.0770218482086492,0.0184336868093826,0,0,0,0,0,-0.00220748187284618,0,0,0,0,0.0013124054915201,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0.037918405410511,0,0,0,0,0,0,0,0,0,0,0,-0.11349937369207,0,-0.0305510430258519,0,0,0,0,0,0,0,-0.0192851336955559,0,0,0,0,0,0,0.172797328982899,0,0,0,0,0,0,0,0,0.136871789875251,0,0,0.00365814102848696,0.0818647646018775,0,0,0,-0.00161254853843149,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.234493328326111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239526537672216,0,0,0,0,0,0,0.324819150490298,0,0,0,0,0,0,-0.00644150923522856,-0.046137892011156,0.0256656312997575,0.355281479611926,0,0,0,0,0,0,0,0,0,0,0,-0.00218306703310004,0,0,0,0,0.00860531665991865,0,0
